predict case 0 , predict result/given label= 0.496991/1
predict case 1 , predict result/given label= 0.067700/1
predict case 2 , predict result/given label= 0.366160/1
predict case 3 , predict result/given label= 0.515230/1
predict case 4 , predict result/given label= 0.074241/1
predict case 5 , predict result/given label= 0.071324/1
predict case 6 , predict result/given label= 0.206250/1
predict case 7 , predict result/given label= 0.567453/1
predict case 8 , predict result/given label= 0.876205/1
predict case 9 , predict result/given label= 0.692622/1
predict case 10 , predict result/given label= 0.359913/1
predict case 11 , predict result/given label= 0.790894/1
predict case 12 , predict result/given label= 0.910076/1
predict case 13 , predict result/given label= 0.273729/1
predict case 14 , predict result/given label= 0.275043/1
predict case 15 , predict result/given label= 0.069942/1
predict case 16 , predict result/given label= 0.503306/1
predict case 17 , predict result/given label= 0.458466/1
predict case 18 , predict result/given label= 0.505400/1
predict case 19 , predict result/given label= 0.450286/1
predict case 20 , predict result/given label= 0.205070/1
predict case 21 , predict result/given label= 0.237693/1
predict case 22 , predict result/given label= 0.800977/1
predict case 23 , predict result/given label= 0.874463/1
predict case 24 , predict result/given label= 0.271250/1
predict case 25 , predict result/given label= 0.838441/1
predict case 26 , predict result/given label= 0.361930/1
predict case 27 , predict result/given label= 0.639117/1
predict case 28 , predict result/given label= 0.563173/1
predict case 29 , predict result/given label= 0.695868/1
predict case 30 , predict result/given label= 0.503709/1
predict case 31 , predict result/given label= 0.638709/1
predict case 32 , predict result/given label= 0.832927/1
predict case 33 , predict result/given label= 0.070711/1
predict case 34 , predict result/given label= 0.219989/1
predict case 35 , predict result/given label= 0.504099/1
predict case 36 , predict result/given label= 0.072759/1
predict case 37 , predict result/given label= 0.555740/1
predict case 38 , predict result/given label= 0.072633/1
predict case 39 , predict result/given label= 0.261130/1
predict case 40 , predict result/given label= 0.676085/1
predict case 41 , predict result/given label= 0.390374/1
predict case 42 , predict result/given label= 0.489565/1
predict case 43 , predict result/given label= 0.221169/1
predict case 44 , predict result/given label= 0.873512/1
predict case 45 , predict result/given label= 0.062973/1
predict case 46 , predict result/given label= 0.533349/0
predict case 47 , predict result/given label= 0.270750/0
predict case 48 , predict result/given label= 0.071183/0
predict case 49 , predict result/given label= 0.272057/0
predict case 50 , predict result/given label= 0.676805/0
predict case 51 , predict result/given label= 0.272647/0
predict case 52 , predict result/given label= 0.562730/0
predict case 53 , predict result/given label= 0.797927/0
predict case 54 , predict result/given label= 0.069940/0
predict case 55 , predict result/given label= 0.849479/0
predict case 56 , predict result/given label= 0.182424/0
predict case 57 , predict result/given label= 0.070103/0
predict case 58 , predict result/given label= 0.486052/0
predict case 59 , predict result/given label= 0.269185/0
predict case 60 , predict result/given label= 0.504262/0
predict case 61 , predict result/given label= 0.710485/0
predict case 62 , predict result/given label= 0.801449/0
predict case 63 , predict result/given label= 0.180657/0
predict case 64 , predict result/given label= 0.261297/0
predict case 65 , predict result/given label= 0.196968/0
predict case 66 , predict result/given label= 0.085500/0
predict case 67 , predict result/given label= 0.250944/0
predict case 68 , predict result/given label= 0.567805/0
predict case 69 , predict result/given label= 0.195922/0
predict case 70 , predict result/given label= 0.496566/0
predict case 71 , predict result/given label= 0.087145/0
predict case 72 , predict result/given label= 0.205012/0
predict case 73 , predict result/given label= 0.186107/0
predict case 74 , predict result/given label= 0.568042/0
predict case 75 , predict result/given label= 0.250969/0
predict case 76 , predict result/given label= 0.487543/0
predict case 77 , predict result/given label= 0.816704/0
predict case 78 , predict result/given label= 0.488331/0
predict case 79 , predict result/given label= 0.250807/0
predict case 80 , predict result/given label= 0.090098/0
predict case 81 , predict result/given label= 0.249410/0
predict case 82 , predict result/given label= 0.534957/0
predict case 83 , predict result/given label= 0.226531/0
predict case 84 , predict result/given label= 0.227131/0
predict case 85 , predict result/given label= 0.080153/0
predict case 86 , predict result/given label= 0.368198/0
predict case 87 , predict result/given label= 0.444551/0
predict case 88 , predict result/given label= 0.282331/0
predict case 89 , predict result/given label= 0.798031/0
predict case 90 , predict result/given label= 0.804052/0
predict case 91 , predict result/given label= 0.066461/0
