predict case 0 , predict result/given label= 0.365282/1
predict case 1 , predict result/given label= 0.296080/1
predict case 2 , predict result/given label= 0.467159/1
predict case 3 , predict result/given label= 0.442866/1
predict case 4 , predict result/given label= 0.478770/1
predict case 5 , predict result/given label= 0.426001/1
predict case 6 , predict result/given label= 0.479166/1
predict case 7 , predict result/given label= 0.515645/1
predict case 8 , predict result/given label= 0.647329/1
predict case 9 , predict result/given label= 0.671298/1
predict case 10 , predict result/given label= 0.725587/1
predict case 11 , predict result/given label= 0.472377/1
predict case 12 , predict result/given label= 0.623707/1
predict case 13 , predict result/given label= 0.507592/1
predict case 14 , predict result/given label= 0.494715/1
predict case 15 , predict result/given label= 0.407977/1
predict case 16 , predict result/given label= 0.461096/1
predict case 17 , predict result/given label= 0.385619/1
predict case 18 , predict result/given label= 0.614398/1
predict case 19 , predict result/given label= 0.438685/1
predict case 20 , predict result/given label= 0.753270/1
predict case 21 , predict result/given label= 0.624372/1
predict case 22 , predict result/given label= 0.424852/1
predict case 23 , predict result/given label= 0.178687/1
predict case 24 , predict result/given label= 0.722547/1
predict case 25 , predict result/given label= 0.783341/1
predict case 26 , predict result/given label= 0.495133/1
predict case 27 , predict result/given label= 0.359940/1
predict case 28 , predict result/given label= 0.327267/1
predict case 29 , predict result/given label= 0.530773/1
predict case 30 , predict result/given label= 0.647219/1
predict case 31 , predict result/given label= 0.895205/1
predict case 32 , predict result/given label= 0.433259/1
predict case 33 , predict result/given label= 0.727033/1
predict case 34 , predict result/given label= 0.638189/1
predict case 35 , predict result/given label= 0.753998/1
predict case 36 , predict result/given label= 0.578394/1
predict case 37 , predict result/given label= 0.884149/1
predict case 38 , predict result/given label= 0.263522/1
predict case 39 , predict result/given label= 0.384007/1
predict case 40 , predict result/given label= 0.654087/1
predict case 41 , predict result/given label= 0.390233/1
predict case 42 , predict result/given label= 0.506308/1
predict case 43 , predict result/given label= 0.517016/1
predict case 44 , predict result/given label= 0.211163/1
predict case 45 , predict result/given label= 0.637484/1
predict case 46 , predict result/given label= 0.378474/0
predict case 47 , predict result/given label= 0.855464/0
predict case 48 , predict result/given label= 0.735990/0
predict case 49 , predict result/given label= 0.533663/0
predict case 50 , predict result/given label= 0.423929/0
predict case 51 , predict result/given label= 0.389241/0
predict case 52 , predict result/given label= 0.825932/0
predict case 53 , predict result/given label= 0.471575/0
predict case 54 , predict result/given label= 0.197917/0
predict case 55 , predict result/given label= 0.212706/0
predict case 56 , predict result/given label= 0.384756/0
predict case 57 , predict result/given label= 0.263052/0
predict case 58 , predict result/given label= 0.401929/0
predict case 59 , predict result/given label= 0.817266/0
predict case 60 , predict result/given label= 0.472442/0
predict case 61 , predict result/given label= 0.498062/0
predict case 62 , predict result/given label= 0.216975/0
predict case 63 , predict result/given label= 0.263437/0
predict case 64 , predict result/given label= 0.470874/0
predict case 65 , predict result/given label= 0.382248/0
predict case 66 , predict result/given label= 0.377847/0
predict case 67 , predict result/given label= 0.384036/0
predict case 68 , predict result/given label= 0.422403/0
predict case 69 , predict result/given label= 0.509814/0
predict case 70 , predict result/given label= 0.459177/0
predict case 71 , predict result/given label= 0.399694/0
predict case 72 , predict result/given label= 0.386893/0
predict case 73 , predict result/given label= 0.417067/0
predict case 74 , predict result/given label= 0.499946/0
predict case 75 , predict result/given label= 0.515722/0
predict case 76 , predict result/given label= 0.753190/0
predict case 77 , predict result/given label= 0.403933/0
predict case 78 , predict result/given label= 0.467487/0
predict case 79 , predict result/given label= 0.735780/0
predict case 80 , predict result/given label= 0.391097/0
predict case 81 , predict result/given label= 0.424482/0
predict case 82 , predict result/given label= 0.158689/0
predict case 83 , predict result/given label= 0.378435/0
predict case 84 , predict result/given label= 0.487085/0
predict case 85 , predict result/given label= 0.489418/0
predict case 86 , predict result/given label= 0.263437/0
predict case 87 , predict result/given label= 0.533526/0
predict case 88 , predict result/given label= 0.594526/0
predict case 89 , predict result/given label= 0.517349/0
predict case 90 , predict result/given label= 0.421421/0
predict case 91 , predict result/given label= 0.730820/0
