predict case 0 , predict result/given label= 0.070403/1
predict case 1 , predict result/given label= 0.068678/1
predict case 2 , predict result/given label= 0.062360/1
predict case 3 , predict result/given label= 0.061568/1
predict case 4 , predict result/given label= 0.063021/1
predict case 5 , predict result/given label= 0.077706/1
predict case 6 , predict result/given label= 0.073347/1
predict case 7 , predict result/given label= 0.055109/1
predict case 8 , predict result/given label= 0.062386/1
predict case 9 , predict result/given label= 0.097459/1
predict case 10 , predict result/given label= 0.074608/1
predict case 11 , predict result/given label= 0.136010/1
predict case 12 , predict result/given label= 0.061815/1
predict case 13 , predict result/given label= 0.063573/1
predict case 14 , predict result/given label= 0.365338/1
predict case 15 , predict result/given label= 0.265679/1
predict case 16 , predict result/given label= 0.394966/1
predict case 17 , predict result/given label= 0.092960/1
predict case 18 , predict result/given label= 0.187501/1
predict case 19 , predict result/given label= 0.071523/1
predict case 20 , predict result/given label= 0.127727/1
predict case 21 , predict result/given label= 0.073897/1
predict case 22 , predict result/given label= 0.266520/1
predict case 23 , predict result/given label= 0.061389/1
predict case 24 , predict result/given label= 0.098666/1
predict case 25 , predict result/given label= 0.073584/1
predict case 26 , predict result/given label= 0.067968/1
predict case 27 , predict result/given label= 0.130727/1
predict case 28 , predict result/given label= 0.071461/1
predict case 29 , predict result/given label= 0.113153/1
predict case 30 , predict result/given label= 0.069396/1
predict case 31 , predict result/given label= 0.103478/1
predict case 32 , predict result/given label= 0.106752/1
predict case 33 , predict result/given label= 0.073813/1
predict case 34 , predict result/given label= 0.066591/1
predict case 35 , predict result/given label= 0.198509/1
predict case 36 , predict result/given label= 0.364018/1
predict case 37 , predict result/given label= 0.074134/1
predict case 38 , predict result/given label= 0.069245/1
predict case 39 , predict result/given label= 0.121717/1
predict case 40 , predict result/given label= 0.071708/1
predict case 41 , predict result/given label= 0.198616/1
predict case 42 , predict result/given label= 0.267220/1
predict case 43 , predict result/given label= 0.141946/1
predict case 44 , predict result/given label= 0.094248/1
predict case 45 , predict result/given label= 0.071380/1
predict case 46 , predict result/given label= 0.068641/1
predict case 47 , predict result/given label= 0.340558/1
predict case 48 , predict result/given label= 0.094852/1
predict case 49 , predict result/given label= 0.074664/1
predict case 50 , predict result/given label= 0.065626/1
