predict case 0 , predict result/given label= 0.498454/1
predict case 1 , predict result/given label= 0.802444/1
predict case 2 , predict result/given label= 0.694710/1
predict case 3 , predict result/given label= 0.428742/1
predict case 4 , predict result/given label= 0.247076/1
predict case 5 , predict result/given label= 0.868688/1
predict case 6 , predict result/given label= 0.544454/1
predict case 7 , predict result/given label= 0.706598/1
predict case 8 , predict result/given label= 0.416904/1
predict case 9 , predict result/given label= 0.832992/1
predict case 10 , predict result/given label= 0.695480/1
predict case 11 , predict result/given label= 0.511342/1
predict case 12 , predict result/given label= 0.675233/1
predict case 13 , predict result/given label= 0.367491/1
predict case 14 , predict result/given label= 0.913124/1
predict case 15 , predict result/given label= 0.601454/1
predict case 16 , predict result/given label= 0.623323/1
predict case 17 , predict result/given label= 0.796606/1
predict case 18 , predict result/given label= 0.529394/1
predict case 19 , predict result/given label= 0.373060/1
predict case 20 , predict result/given label= 0.616844/1
predict case 21 , predict result/given label= 0.793788/1
predict case 22 , predict result/given label= 0.828589/1
predict case 23 , predict result/given label= 0.541678/1
predict case 24 , predict result/given label= 0.433256/1
predict case 25 , predict result/given label= 0.653637/1
predict case 26 , predict result/given label= 0.914778/1
predict case 27 , predict result/given label= 0.266829/1
predict case 28 , predict result/given label= 0.850161/1
predict case 29 , predict result/given label= 0.738296/1
predict case 30 , predict result/given label= 0.543925/1
predict case 31 , predict result/given label= 0.250910/1
predict case 32 , predict result/given label= 0.216692/1
predict case 33 , predict result/given label= 0.850456/1
predict case 34 , predict result/given label= 0.766069/1
predict case 35 , predict result/given label= 0.732532/1
predict case 36 , predict result/given label= 0.442401/1
predict case 37 , predict result/given label= 0.160606/1
predict case 38 , predict result/given label= 0.431240/1
predict case 39 , predict result/given label= 0.865839/1
predict case 40 , predict result/given label= 0.230205/1
predict case 41 , predict result/given label= 0.461882/1
predict case 42 , predict result/given label= 0.813426/1
predict case 43 , predict result/given label= 0.390440/1
predict case 44 , predict result/given label= 0.717713/1
predict case 45 , predict result/given label= 0.272683/1
predict case 46 , predict result/given label= 0.818675/1
predict case 47 , predict result/given label= 0.659628/1
predict case 48 , predict result/given label= 0.892338/1
predict case 49 , predict result/given label= 0.479589/1
predict case 50 , predict result/given label= 0.517628/1
predict case 51 , predict result/given label= 0.441154/1
predict case 52 , predict result/given label= 0.702189/1
predict case 53 , predict result/given label= 0.657582/1
predict case 54 , predict result/given label= 0.421498/1
predict case 55 , predict result/given label= 0.210385/1
predict case 56 , predict result/given label= 0.391937/1
predict case 57 , predict result/given label= 0.867975/1
predict case 58 , predict result/given label= 0.924288/1
predict case 59 , predict result/given label= 0.304500/1
predict case 60 , predict result/given label= 0.624101/1
predict case 61 , predict result/given label= 0.075804/1
predict case 62 , predict result/given label= 0.868502/1
predict case 63 , predict result/given label= 0.479595/1
predict case 64 , predict result/given label= 0.913106/1
predict case 65 , predict result/given label= 0.344731/1
predict case 66 , predict result/given label= 0.498321/1
predict case 67 , predict result/given label= 0.622348/1
predict case 68 , predict result/given label= 0.148421/1
predict case 69 , predict result/given label= 0.378771/1
predict case 70 , predict result/given label= 0.563259/1
predict case 71 , predict result/given label= 0.868029/1
predict case 72 , predict result/given label= 0.912359/1
predict case 73 , predict result/given label= 0.127192/1
predict case 74 , predict result/given label= 0.737983/1
predict case 75 , predict result/given label= 0.302429/1
predict case 76 , predict result/given label= 0.847561/1
predict case 77 , predict result/given label= 0.761920/1
predict case 78 , predict result/given label= 0.788530/1
predict case 79 , predict result/given label= 0.592253/1
predict case 80 , predict result/given label= 0.448709/1
predict case 81 , predict result/given label= 0.613552/1
predict case 82 , predict result/given label= 0.246705/1
predict case 83 , predict result/given label= 0.924178/1
predict case 84 , predict result/given label= 0.402611/1
predict case 85 , predict result/given label= 0.350338/1
predict case 86 , predict result/given label= 0.635591/1
predict case 87 , predict result/given label= 0.532666/1
predict case 88 , predict result/given label= 0.921644/1
predict case 89 , predict result/given label= 0.091763/0
predict case 90 , predict result/given label= 0.142958/0
predict case 91 , predict result/given label= 0.096046/0
predict case 92 , predict result/given label= 0.145473/0
predict case 93 , predict result/given label= 0.472497/0
predict case 94 , predict result/given label= 0.511689/0
predict case 95 , predict result/given label= 0.614432/0
predict case 96 , predict result/given label= 0.246584/0
predict case 97 , predict result/given label= 0.138777/0
predict case 98 , predict result/given label= 0.925412/0
predict case 99 , predict result/given label= 0.460094/0
predict case 100 , predict result/given label= 0.122440/0
predict case 101 , predict result/given label= 0.770917/0
predict case 102 , predict result/given label= 0.473704/0
predict case 103 , predict result/given label= 0.504525/0
predict case 104 , predict result/given label= 0.541981/0
predict case 105 , predict result/given label= 0.187398/0
predict case 106 , predict result/given label= 0.185561/0
predict case 107 , predict result/given label= 0.390419/0
predict case 108 , predict result/given label= 0.466251/0
predict case 109 , predict result/given label= 0.402629/0
predict case 110 , predict result/given label= 0.193888/0
predict case 111 , predict result/given label= 0.510498/0
predict case 112 , predict result/given label= 0.155412/0
predict case 113 , predict result/given label= 0.515215/0
predict case 114 , predict result/given label= 0.483898/0
predict case 115 , predict result/given label= 0.541767/0
predict case 116 , predict result/given label= 0.474925/0
predict case 117 , predict result/given label= 0.383497/0
predict case 118 , predict result/given label= 0.555204/0
predict case 119 , predict result/given label= 0.441530/0
predict case 120 , predict result/given label= 0.328725/0
predict case 121 , predict result/given label= 0.428970/0
predict case 122 , predict result/given label= 0.386449/0
predict case 123 , predict result/given label= 0.339822/0
predict case 124 , predict result/given label= 0.424586/0
predict case 125 , predict result/given label= 0.406442/0
predict case 126 , predict result/given label= 0.504528/0
predict case 127 , predict result/given label= 0.441511/0
predict case 128 , predict result/given label= 0.095574/0
predict case 129 , predict result/given label= 0.379913/0
predict case 130 , predict result/given label= 0.805780/0
predict case 131 , predict result/given label= 0.425824/0
predict case 132 , predict result/given label= 0.541113/0
predict case 133 , predict result/given label= 0.925535/0
predict case 134 , predict result/given label= 0.245458/0
predict case 135 , predict result/given label= 0.541977/0
predict case 136 , predict result/given label= 0.549161/0
predict case 137 , predict result/given label= 0.430730/0
predict case 138 , predict result/given label= 0.241227/0
predict case 139 , predict result/given label= 0.446055/0
predict case 140 , predict result/given label= 0.206273/0
predict case 141 , predict result/given label= 0.430149/0
predict case 142 , predict result/given label= 0.485134/0
predict case 143 , predict result/given label= 0.459629/0
predict case 144 , predict result/given label= 0.372818/0
predict case 145 , predict result/given label= 0.149420/0
predict case 146 , predict result/given label= 0.343253/0
predict case 147 , predict result/given label= 0.224516/0
predict case 148 , predict result/given label= 0.446045/0
predict case 149 , predict result/given label= 0.828594/0
predict case 150 , predict result/given label= 0.472291/0
predict case 151 , predict result/given label= 0.364491/0
predict case 152 , predict result/given label= 0.174960/0
predict case 153 , predict result/given label= 0.331344/0
predict case 154 , predict result/given label= 0.915259/0
predict case 155 , predict result/given label= 0.251059/0
predict case 156 , predict result/given label= 0.391443/0
predict case 157 , predict result/given label= 0.278569/0
predict case 158 , predict result/given label= 0.192536/0
predict case 159 , predict result/given label= 0.441179/0
predict case 160 , predict result/given label= 0.465372/0
predict case 161 , predict result/given label= 0.143698/0
predict case 162 , predict result/given label= 0.454675/0
predict case 163 , predict result/given label= 0.430644/0
predict case 164 , predict result/given label= 0.561516/0
predict case 165 , predict result/given label= 0.350715/0
predict case 166 , predict result/given label= 0.494579/0
predict case 167 , predict result/given label= 0.805031/0
predict case 168 , predict result/given label= 0.390375/0
predict case 169 , predict result/given label= 0.439342/0
predict case 170 , predict result/given label= 0.369658/0
predict case 171 , predict result/given label= 0.384891/0
predict case 172 , predict result/given label= 0.364104/0
predict case 173 , predict result/given label= 0.337288/0
predict case 174 , predict result/given label= 0.155430/0
predict case 175 , predict result/given label= 0.338027/0
predict case 176 , predict result/given label= 0.252649/0
predict case 177 , predict result/given label= 0.537948/0
