predict case 0 , predict result/given label= 0.062817/1
predict case 1 , predict result/given label= 0.796597/1
predict case 2 , predict result/given label= 0.049960/1
predict case 3 , predict result/given label= 0.257510/1
predict case 4 , predict result/given label= 0.064104/1
predict case 5 , predict result/given label= 0.498211/1
predict case 6 , predict result/given label= 0.062447/1
predict case 7 , predict result/given label= 0.214917/1
predict case 8 , predict result/given label= 0.074839/1
predict case 9 , predict result/given label= 0.058070/1
predict case 10 , predict result/given label= 0.062567/1
predict case 11 , predict result/given label= 0.074574/1
predict case 12 , predict result/given label= 0.069048/1
predict case 13 , predict result/given label= 0.055668/1
predict case 14 , predict result/given label= 0.164282/1
predict case 15 , predict result/given label= 0.156636/1
predict case 16 , predict result/given label= 0.071531/1
predict case 17 , predict result/given label= 0.075640/1
predict case 18 , predict result/given label= 0.387993/1
predict case 19 , predict result/given label= 0.055967/1
predict case 20 , predict result/given label= 0.054694/1
predict case 21 , predict result/given label= 0.073358/1
predict case 22 , predict result/given label= 0.096987/1
predict case 23 , predict result/given label= 0.097077/1
predict case 24 , predict result/given label= 0.483209/1
predict case 25 , predict result/given label= 0.054618/1
predict case 26 , predict result/given label= 0.062793/1
predict case 27 , predict result/given label= 0.070773/1
predict case 28 , predict result/given label= 0.075761/1
predict case 29 , predict result/given label= 0.074042/1
predict case 30 , predict result/given label= 0.071607/1
predict case 31 , predict result/given label= 0.057689/1
predict case 32 , predict result/given label= 0.104861/1
predict case 33 , predict result/given label= 0.073476/1
predict case 34 , predict result/given label= 0.204503/1
predict case 35 , predict result/given label= 0.075277/1
predict case 36 , predict result/given label= 0.056363/1
predict case 37 , predict result/given label= 0.065545/1
predict case 38 , predict result/given label= 0.103570/1
predict case 39 , predict result/given label= 0.795669/1
predict case 40 , predict result/given label= 0.067240/1
predict case 41 , predict result/given label= 0.166125/1
predict case 42 , predict result/given label= 0.056389/1
predict case 43 , predict result/given label= 0.065589/0
predict case 44 , predict result/given label= 0.072074/0
predict case 45 , predict result/given label= 0.482176/0
predict case 46 , predict result/given label= 0.070150/0
predict case 47 , predict result/given label= 0.170180/0
predict case 48 , predict result/given label= 0.070656/0
predict case 49 , predict result/given label= 0.098933/0
predict case 50 , predict result/given label= 0.073607/0
predict case 51 , predict result/given label= 0.051841/0
predict case 52 , predict result/given label= 0.073442/0
predict case 53 , predict result/given label= 0.072984/0
predict case 54 , predict result/given label= 0.163819/0
predict case 55 , predict result/given label= 0.238044/0
predict case 56 , predict result/given label= 0.075577/0
predict case 57 , predict result/given label= 0.075707/0
predict case 58 , predict result/given label= 0.062514/0
predict case 59 , predict result/given label= 0.055656/0
predict case 60 , predict result/given label= 0.082572/0
predict case 61 , predict result/given label= 0.197090/0
predict case 62 , predict result/given label= 0.068528/0
predict case 63 , predict result/given label= 0.212868/0
predict case 64 , predict result/given label= 0.080789/0
predict case 65 , predict result/given label= 0.652317/0
predict case 66 , predict result/given label= 0.239869/0
predict case 67 , predict result/given label= 0.066469/0
predict case 68 , predict result/given label= 0.058523/0
predict case 69 , predict result/given label= 0.054623/0
predict case 70 , predict result/given label= 0.150161/0
predict case 71 , predict result/given label= 0.058497/0
predict case 72 , predict result/given label= 0.481600/0
predict case 73 , predict result/given label= 0.292519/0
predict case 74 , predict result/given label= 0.213295/0
predict case 75 , predict result/given label= 0.246335/0
predict case 76 , predict result/given label= 0.069015/0
predict case 77 , predict result/given label= 0.295905/0
predict case 78 , predict result/given label= 0.056363/0
predict case 79 , predict result/given label= 0.067077/0
predict case 80 , predict result/given label= 0.290502/0
predict case 81 , predict result/given label= 0.301277/0
predict case 82 , predict result/given label= 0.074044/0
predict case 83 , predict result/given label= 0.051841/0
predict case 84 , predict result/given label= 0.064931/0
predict case 85 , predict result/given label= 0.071692/0
