predict case 0 , predict result/given label= 0.390982/1
predict case 1 , predict result/given label= 0.542669/1
predict case 2 , predict result/given label= 0.799401/1
predict case 3 , predict result/given label= 0.846057/1
predict case 4 , predict result/given label= 0.335008/1
predict case 5 , predict result/given label= 0.382566/1
predict case 6 , predict result/given label= 0.487615/1
predict case 7 , predict result/given label= 0.843073/1
predict case 8 , predict result/given label= 0.761869/1
predict case 9 , predict result/given label= 0.813722/1
predict case 10 , predict result/given label= 0.408885/1
predict case 11 , predict result/given label= 0.807791/1
predict case 12 , predict result/given label= 0.527467/1
predict case 13 , predict result/given label= 0.865548/1
predict case 14 , predict result/given label= 0.866034/1
predict case 15 , predict result/given label= 0.776518/1
predict case 16 , predict result/given label= 0.449246/1
predict case 17 , predict result/given label= 0.487549/1
predict case 18 , predict result/given label= 0.340923/1
predict case 19 , predict result/given label= 0.568647/1
predict case 20 , predict result/given label= 0.668026/1
predict case 21 , predict result/given label= 0.610377/1
predict case 22 , predict result/given label= 0.458673/1
predict case 23 , predict result/given label= 0.588127/1
predict case 24 , predict result/given label= 0.446659/1
predict case 25 , predict result/given label= 0.484405/1
predict case 26 , predict result/given label= 0.839625/1
predict case 27 , predict result/given label= 0.345714/1
predict case 28 , predict result/given label= 0.878958/1
predict case 29 , predict result/given label= 0.427023/1
predict case 30 , predict result/given label= 0.333070/1
predict case 31 , predict result/given label= 0.532811/1
predict case 32 , predict result/given label= 0.363228/1
predict case 33 , predict result/given label= 0.924511/1
predict case 34 , predict result/given label= 0.772422/1
predict case 35 , predict result/given label= 0.804136/1
predict case 36 , predict result/given label= 0.870448/1
predict case 37 , predict result/given label= 0.924141/1
predict case 38 , predict result/given label= 0.500425/1
predict case 39 , predict result/given label= 0.341293/1
predict case 40 , predict result/given label= 0.921458/1
predict case 41 , predict result/given label= 0.473801/1
predict case 42 , predict result/given label= 0.736531/1
predict case 43 , predict result/given label= 0.530912/1
predict case 44 , predict result/given label= 0.432679/1
predict case 45 , predict result/given label= 0.568085/1
predict case 46 , predict result/given label= 0.394592/1
predict case 47 , predict result/given label= 0.714498/1
predict case 48 , predict result/given label= 0.271283/1
predict case 49 , predict result/given label= 0.602511/1
predict case 50 , predict result/given label= 0.924925/1
predict case 51 , predict result/given label= 0.625247/1
predict case 52 , predict result/given label= 0.558509/1
predict case 53 , predict result/given label= 0.507372/1
predict case 54 , predict result/given label= 0.800790/1
predict case 55 , predict result/given label= 0.425756/1
predict case 56 , predict result/given label= 0.438692/1
predict case 57 , predict result/given label= 0.284864/1
predict case 58 , predict result/given label= 0.639732/1
predict case 59 , predict result/given label= 0.335990/1
predict case 60 , predict result/given label= 0.347080/1
predict case 61 , predict result/given label= 0.453506/1
predict case 62 , predict result/given label= 0.511041/1
predict case 63 , predict result/given label= 0.794825/1
predict case 64 , predict result/given label= 0.327328/1
predict case 65 , predict result/given label= 0.323239/1
predict case 66 , predict result/given label= 0.866560/1
predict case 67 , predict result/given label= 0.402925/1
predict case 68 , predict result/given label= 0.764300/1
predict case 69 , predict result/given label= 0.350176/1
predict case 70 , predict result/given label= 0.709685/1
predict case 71 , predict result/given label= 0.812048/1
predict case 72 , predict result/given label= 0.600910/1
predict case 73 , predict result/given label= 0.754452/1
predict case 74 , predict result/given label= 0.754141/1
predict case 75 , predict result/given label= 0.797863/1
predict case 76 , predict result/given label= 0.762871/1
predict case 77 , predict result/given label= 0.479904/1
predict case 78 , predict result/given label= 0.517359/1
predict case 79 , predict result/given label= 0.408269/1
predict case 80 , predict result/given label= 0.366195/1
predict case 81 , predict result/given label= 0.388961/1
predict case 82 , predict result/given label= 0.553966/1
predict case 83 , predict result/given label= 0.924169/1
predict case 84 , predict result/given label= 0.876757/1
predict case 85 , predict result/given label= 0.837160/1
predict case 86 , predict result/given label= 0.779048/1
predict case 87 , predict result/given label= 0.573144/1
predict case 88 , predict result/given label= 0.339901/1
predict case 89 , predict result/given label= 0.858408/1
predict case 90 , predict result/given label= 0.630767/1
predict case 91 , predict result/given label= 0.324290/1
predict case 92 , predict result/given label= 0.398757/1
predict case 93 , predict result/given label= 0.346134/1
predict case 94 , predict result/given label= 0.734455/1
predict case 95 , predict result/given label= 0.478632/1
predict case 96 , predict result/given label= 0.264695/1
predict case 97 , predict result/given label= 0.918713/1
predict case 98 , predict result/given label= 0.606622/1
predict case 99 , predict result/given label= 0.400251/1
predict case 100 , predict result/given label= 0.443969/1
predict case 101 , predict result/given label= 0.798374/1
predict case 102 , predict result/given label= 0.379067/1
predict case 103 , predict result/given label= 0.350164/1
predict case 104 , predict result/given label= 0.494450/1
predict case 105 , predict result/given label= 0.898495/1
predict case 106 , predict result/given label= 0.700694/1
predict case 107 , predict result/given label= 0.879481/1
predict case 108 , predict result/given label= 0.416398/1
predict case 109 , predict result/given label= 0.623338/1
predict case 110 , predict result/given label= 0.319091/1
predict case 111 , predict result/given label= 0.327579/1
predict case 112 , predict result/given label= 0.364551/1
predict case 113 , predict result/given label= 0.509301/1
predict case 114 , predict result/given label= 0.427870/1
predict case 115 , predict result/given label= 0.409886/1
predict case 116 , predict result/given label= 0.434997/1
predict case 117 , predict result/given label= 0.500313/1
predict case 118 , predict result/given label= 0.864973/1
predict case 119 , predict result/given label= 0.287497/1
predict case 120 , predict result/given label= 0.651754/1
predict case 121 , predict result/given label= 0.591994/1
predict case 122 , predict result/given label= 0.377533/1
predict case 123 , predict result/given label= 0.384953/1
predict case 124 , predict result/given label= 0.821911/1
predict case 125 , predict result/given label= 0.617554/1
predict case 126 , predict result/given label= 0.825761/1
predict case 127 , predict result/given label= 0.334871/1
predict case 128 , predict result/given label= 0.900057/1
predict case 129 , predict result/given label= 0.406712/1
predict case 130 , predict result/given label= 0.658497/1
predict case 131 , predict result/given label= 0.516310/1
predict case 132 , predict result/given label= 0.502905/1
predict case 133 , predict result/given label= 0.651349/1
predict case 134 , predict result/given label= 0.909906/1
predict case 135 , predict result/given label= 0.522641/1
predict case 136 , predict result/given label= 0.677628/1
predict case 137 , predict result/given label= 0.578605/1
predict case 138 , predict result/given label= 0.473925/1
predict case 139 , predict result/given label= 0.723640/1
predict case 140 , predict result/given label= 0.841261/1
predict case 141 , predict result/given label= 0.528349/1
predict case 142 , predict result/given label= 0.650465/1
predict case 143 , predict result/given label= 0.345192/1
predict case 144 , predict result/given label= 0.764016/1
predict case 145 , predict result/given label= 0.889114/1
predict case 146 , predict result/given label= 0.595382/1
predict case 147 , predict result/given label= 0.746885/1
predict case 148 , predict result/given label= 0.778397/1
predict case 149 , predict result/given label= 0.871557/1
predict case 150 , predict result/given label= 0.643308/1
predict case 151 , predict result/given label= 0.686001/1
predict case 152 , predict result/given label= 0.520886/1
predict case 153 , predict result/given label= 0.415006/1
predict case 154 , predict result/given label= 0.557357/1
predict case 155 , predict result/given label= 0.364418/1
predict case 156 , predict result/given label= 0.660039/1
predict case 157 , predict result/given label= 0.688779/1
predict case 158 , predict result/given label= 0.512566/1
predict case 159 , predict result/given label= 0.353512/1
predict case 160 , predict result/given label= 0.465162/1
predict case 161 , predict result/given label= 0.289450/1
predict case 162 , predict result/given label= 0.401015/1
predict case 163 , predict result/given label= 0.775373/1
predict case 164 , predict result/given label= 0.287883/1
predict case 165 , predict result/given label= 0.523641/1
predict case 166 , predict result/given label= 0.264882/1
predict case 167 , predict result/given label= 0.334863/1
predict case 168 , predict result/given label= 0.781091/1
predict case 169 , predict result/given label= 0.362988/1
predict case 170 , predict result/given label= 0.536309/1
predict case 171 , predict result/given label= 0.463312/1
predict case 172 , predict result/given label= 0.879963/1
predict case 173 , predict result/given label= 0.643587/1
predict case 174 , predict result/given label= 0.754291/1
predict case 175 , predict result/given label= 0.794045/1
predict case 176 , predict result/given label= 0.469830/1
predict case 177 , predict result/given label= 0.591320/1
predict case 178 , predict result/given label= 0.843788/1
predict case 179 , predict result/given label= 0.737425/1
predict case 180 , predict result/given label= 0.776961/1
predict case 181 , predict result/given label= 0.830568/1
predict case 182 , predict result/given label= 0.615683/1
predict case 183 , predict result/given label= 0.323357/1
predict case 184 , predict result/given label= 0.923012/1
predict case 185 , predict result/given label= 0.569639/1
predict case 186 , predict result/given label= 0.390607/1
predict case 187 , predict result/given label= 0.761183/1
predict case 188 , predict result/given label= 0.830757/1
predict case 189 , predict result/given label= 0.920950/1
predict case 190 , predict result/given label= 0.499034/1
predict case 191 , predict result/given label= 0.637287/1
predict case 192 , predict result/given label= 0.346929/1
predict case 193 , predict result/given label= 0.488563/1
predict case 194 , predict result/given label= 0.898395/1
predict case 195 , predict result/given label= 0.712033/1
predict case 196 , predict result/given label= 0.882322/1
predict case 197 , predict result/given label= 0.851542/1
predict case 198 , predict result/given label= 0.468021/1
predict case 199 , predict result/given label= 0.661752/1
predict case 200 , predict result/given label= 0.564216/1
predict case 201 , predict result/given label= 0.439594/1
predict case 202 , predict result/given label= 0.782467/1
predict case 203 , predict result/given label= 0.790864/1
predict case 204 , predict result/given label= 0.515613/1
predict case 205 , predict result/given label= 0.787961/1
predict case 206 , predict result/given label= 0.859385/1
predict case 207 , predict result/given label= 0.806290/1
predict case 208 , predict result/given label= 0.479374/1
predict case 209 , predict result/given label= 0.355209/1
predict case 210 , predict result/given label= 0.518222/1
predict case 211 , predict result/given label= 0.366621/1
predict case 212 , predict result/given label= 0.424587/1
predict case 213 , predict result/given label= 0.811266/1
predict case 214 , predict result/given label= 0.278417/1
predict case 215 , predict result/given label= 0.605396/1
predict case 216 , predict result/given label= 0.825838/1
predict case 217 , predict result/given label= 0.809583/1
predict case 218 , predict result/given label= 0.480597/1
predict case 219 , predict result/given label= 0.670881/1
predict case 220 , predict result/given label= 0.299068/1
predict case 221 , predict result/given label= 0.377528/1
predict case 222 , predict result/given label= 0.851220/1
predict case 223 , predict result/given label= 0.853493/1
predict case 224 , predict result/given label= 0.873726/1
predict case 225 , predict result/given label= 0.518220/1
predict case 226 , predict result/given label= 0.838917/1
predict case 227 , predict result/given label= 0.650399/1
predict case 228 , predict result/given label= 0.577716/1
predict case 229 , predict result/given label= 0.455547/1
predict case 230 , predict result/given label= 0.384600/1
predict case 231 , predict result/given label= 0.913185/1
predict case 232 , predict result/given label= 0.325435/1
predict case 233 , predict result/given label= 0.378282/1
predict case 234 , predict result/given label= 0.837296/1
predict case 235 , predict result/given label= 0.496412/1
predict case 236 , predict result/given label= 0.781417/1
predict case 237 , predict result/given label= 0.435699/1
predict case 238 , predict result/given label= 0.480608/1
predict case 239 , predict result/given label= 0.455871/1
predict case 240 , predict result/given label= 0.510016/1
predict case 241 , predict result/given label= 0.437681/1
predict case 242 , predict result/given label= 0.480736/1
predict case 243 , predict result/given label= 0.277484/1
predict case 244 , predict result/given label= 0.707228/1
predict case 245 , predict result/given label= 0.527435/1
predict case 246 , predict result/given label= 0.328499/1
predict case 247 , predict result/given label= 0.844015/1
predict case 248 , predict result/given label= 0.778381/1
predict case 249 , predict result/given label= 0.696398/1
predict case 250 , predict result/given label= 0.595028/1
predict case 251 , predict result/given label= 0.601641/1
predict case 252 , predict result/given label= 0.376455/1
predict case 253 , predict result/given label= 0.898064/1
predict case 254 , predict result/given label= 0.844531/1
predict case 255 , predict result/given label= 0.850073/1
predict case 256 , predict result/given label= 0.921105/1
predict case 257 , predict result/given label= 0.895605/1
predict case 258 , predict result/given label= 0.472408/1
predict case 259 , predict result/given label= 0.420546/1
predict case 260 , predict result/given label= 0.700474/1
predict case 261 , predict result/given label= 0.872987/1
predict case 262 , predict result/given label= 0.801338/1
predict case 263 , predict result/given label= 0.489862/1
predict case 264 , predict result/given label= 0.778106/1
predict case 265 , predict result/given label= 0.791731/1
predict case 266 , predict result/given label= 0.795636/1
predict case 267 , predict result/given label= 0.354712/1
predict case 268 , predict result/given label= 0.425476/1
predict case 269 , predict result/given label= 0.271721/1
predict case 270 , predict result/given label= 0.272052/1
predict case 271 , predict result/given label= 0.510502/1
predict case 272 , predict result/given label= 0.821975/1
predict case 273 , predict result/given label= 0.429974/1
predict case 274 , predict result/given label= 0.919729/1
predict case 275 , predict result/given label= 0.834907/1
predict case 276 , predict result/given label= 0.746852/1
predict case 277 , predict result/given label= 0.456112/1
predict case 278 , predict result/given label= 0.373700/1
predict case 279 , predict result/given label= 0.782221/1
predict case 280 , predict result/given label= 0.533141/1
predict case 281 , predict result/given label= 0.506117/1
predict case 282 , predict result/given label= 0.478711/1
predict case 283 , predict result/given label= 0.404828/1
predict case 284 , predict result/given label= 0.311280/1
predict case 285 , predict result/given label= 0.402905/1
predict case 286 , predict result/given label= 0.525418/1
predict case 287 , predict result/given label= 0.884886/1
predict case 288 , predict result/given label= 0.355897/1
predict case 289 , predict result/given label= 0.612765/1
predict case 290 , predict result/given label= 0.691232/1
predict case 291 , predict result/given label= 0.924305/1
predict case 292 , predict result/given label= 0.519042/1
predict case 293 , predict result/given label= 0.402998/1
predict case 294 , predict result/given label= 0.611393/1
predict case 295 , predict result/given label= 0.750580/1
predict case 296 , predict result/given label= 0.352933/1
predict case 297 , predict result/given label= 0.900341/1
predict case 298 , predict result/given label= 0.850243/1
predict case 299 , predict result/given label= 0.838486/1
predict case 300 , predict result/given label= 0.362357/1
predict case 301 , predict result/given label= 0.856085/1
predict case 302 , predict result/given label= 0.696230/1
predict case 303 , predict result/given label= 0.417407/1
predict case 304 , predict result/given label= 0.896633/1
predict case 305 , predict result/given label= 0.478122/1
predict case 306 , predict result/given label= 0.480926/1
predict case 307 , predict result/given label= 0.467972/1
predict case 308 , predict result/given label= 0.444825/1
predict case 309 , predict result/given label= 0.605078/1
predict case 310 , predict result/given label= 0.855906/1
predict case 311 , predict result/given label= 0.639362/1
predict case 312 , predict result/given label= 0.338748/1
predict case 313 , predict result/given label= 0.769133/1
predict case 314 , predict result/given label= 0.907918/1
predict case 315 , predict result/given label= 0.921066/1
predict case 316 , predict result/given label= 0.854360/1
predict case 317 , predict result/given label= 0.669582/1
predict case 318 , predict result/given label= 0.410873/1
predict case 319 , predict result/given label= 0.287818/1
predict case 320 , predict result/given label= 0.639949/1
predict case 321 , predict result/given label= 0.345831/1
predict case 322 , predict result/given label= 0.628801/0
predict case 323 , predict result/given label= 0.418631/0
predict case 324 , predict result/given label= 0.367466/0
predict case 325 , predict result/given label= 0.443049/0
predict case 326 , predict result/given label= 0.246514/0
predict case 327 , predict result/given label= 0.889425/0
predict case 328 , predict result/given label= 0.360387/0
predict case 329 , predict result/given label= 0.435699/0
predict case 330 , predict result/given label= 0.351899/0
predict case 331 , predict result/given label= 0.307139/0
predict case 332 , predict result/given label= 0.339917/0
predict case 333 , predict result/given label= 0.406599/0
predict case 334 , predict result/given label= 0.407145/0
predict case 335 , predict result/given label= 0.276002/0
predict case 336 , predict result/given label= 0.549582/0
predict case 337 , predict result/given label= 0.346417/0
