predict case 0 , predict result/given label= 0.351906/1
predict case 1 , predict result/given label= 0.073587/1
predict case 2 , predict result/given label= 0.629427/1
predict case 3 , predict result/given label= 0.074948/1
predict case 4 , predict result/given label= 0.055603/1
predict case 5 , predict result/given label= 0.068602/1
predict case 6 , predict result/given label= 0.054600/1
predict case 7 , predict result/given label= 0.074070/1
predict case 8 , predict result/given label= 0.067340/1
predict case 9 , predict result/given label= 0.193077/1
predict case 10 , predict result/given label= 0.083725/1
predict case 11 , predict result/given label= 0.070444/1
predict case 12 , predict result/given label= 0.082272/1
predict case 13 , predict result/given label= 0.619657/1
predict case 14 , predict result/given label= 0.074034/1
predict case 15 , predict result/given label= 0.392743/1
predict case 16 , predict result/given label= 0.420583/1
predict case 17 , predict result/given label= 0.085627/1
predict case 18 , predict result/given label= 0.073396/1
predict case 19 , predict result/given label= 0.056826/1
predict case 20 , predict result/given label= 0.742037/1
predict case 21 , predict result/given label= 0.468904/1
predict case 22 , predict result/given label= 0.073170/1
predict case 23 , predict result/given label= 0.142270/1
predict case 24 , predict result/given label= 0.066992/1
predict case 25 , predict result/given label= 0.820871/1
predict case 26 , predict result/given label= 0.061181/1
predict case 27 , predict result/given label= 0.067760/1
predict case 28 , predict result/given label= 0.061361/1
predict case 29 , predict result/given label= 0.099993/1
predict case 30 , predict result/given label= 0.058580/1
predict case 31 , predict result/given label= 0.519322/1
predict case 32 , predict result/given label= 0.075376/1
predict case 33 , predict result/given label= 0.300333/1
predict case 34 , predict result/given label= 0.053558/1
predict case 35 , predict result/given label= 0.074202/1
predict case 36 , predict result/given label= 0.070621/0
predict case 37 , predict result/given label= 0.065744/0
predict case 38 , predict result/given label= 0.091587/0
predict case 39 , predict result/given label= 0.171325/0
predict case 40 , predict result/given label= 0.298728/0
predict case 41 , predict result/given label= 0.091337/0
predict case 42 , predict result/given label= 0.743445/0
predict case 43 , predict result/given label= 0.072449/0
predict case 44 , predict result/given label= 0.141042/0
predict case 45 , predict result/given label= 0.125209/0
predict case 46 , predict result/given label= 0.135399/0
predict case 47 , predict result/given label= 0.054257/0
predict case 48 , predict result/given label= 0.070853/0
predict case 49 , predict result/given label= 0.085642/0
predict case 50 , predict result/given label= 0.348292/0
predict case 51 , predict result/given label= 0.141836/0
predict case 52 , predict result/given label= 0.130199/0
predict case 53 , predict result/given label= 0.067205/0
predict case 54 , predict result/given label= 0.208629/0
predict case 55 , predict result/given label= 0.061351/0
predict case 56 , predict result/given label= 0.069211/0
predict case 57 , predict result/given label= 0.091792/0
predict case 58 , predict result/given label= 0.528097/0
predict case 59 , predict result/given label= 0.139482/0
predict case 60 , predict result/given label= 0.052383/0
predict case 61 , predict result/given label= 0.087828/0
predict case 62 , predict result/given label= 0.407308/0
predict case 63 , predict result/given label= 0.115246/0
predict case 64 , predict result/given label= 0.125455/0
predict case 65 , predict result/given label= 0.068918/0
predict case 66 , predict result/given label= 0.142000/0
predict case 67 , predict result/given label= 0.070838/0
predict case 68 , predict result/given label= 0.058895/0
predict case 69 , predict result/given label= 0.064357/0
predict case 70 , predict result/given label= 0.245117/0
predict case 71 , predict result/given label= 0.064125/0
