predict case 0 , predict result/given label= 0.614141/1
predict case 1 , predict result/given label= 0.713366/1
predict case 2 , predict result/given label= 0.673597/1
predict case 3 , predict result/given label= 0.565245/1
predict case 4 , predict result/given label= 0.378993/1
predict case 5 , predict result/given label= 0.105187/1
predict case 6 , predict result/given label= 0.068421/1
predict case 7 , predict result/given label= 0.265673/1
predict case 8 , predict result/given label= 0.618553/1
predict case 9 , predict result/given label= 0.069105/1
predict case 10 , predict result/given label= 0.493147/1
predict case 11 , predict result/given label= 0.359212/1
predict case 12 , predict result/given label= 0.075049/1
predict case 13 , predict result/given label= 0.144235/1
predict case 14 , predict result/given label= 0.076978/1
predict case 15 , predict result/given label= 0.674555/1
predict case 16 , predict result/given label= 0.708114/1
predict case 17 , predict result/given label= 0.611268/1
predict case 18 , predict result/given label= 0.244822/1
predict case 19 , predict result/given label= 0.853940/1
predict case 20 , predict result/given label= 0.108251/1
predict case 21 , predict result/given label= 0.092999/1
predict case 22 , predict result/given label= 0.082899/1
predict case 23 , predict result/given label= 0.708472/1
predict case 24 , predict result/given label= 0.074301/1
predict case 25 , predict result/given label= 0.849018/1
predict case 26 , predict result/given label= 0.100360/1
predict case 27 , predict result/given label= 0.184046/1
predict case 28 , predict result/given label= 0.214360/1
predict case 29 , predict result/given label= 0.484702/1
predict case 30 , predict result/given label= 0.093791/1
predict case 31 , predict result/given label= 0.074858/1
predict case 32 , predict result/given label= 0.171762/1
predict case 33 , predict result/given label= 0.067522/1
predict case 34 , predict result/given label= 0.376771/1
predict case 35 , predict result/given label= 0.857326/1
predict case 36 , predict result/given label= 0.068811/1
predict case 37 , predict result/given label= 0.748867/1
predict case 38 , predict result/given label= 0.172002/1
predict case 39 , predict result/given label= 0.095955/1
predict case 40 , predict result/given label= 0.086940/1
predict case 41 , predict result/given label= 0.177836/0
predict case 42 , predict result/given label= 0.072477/0
predict case 43 , predict result/given label= 0.187193/0
predict case 44 , predict result/given label= 0.148022/0
predict case 45 , predict result/given label= 0.081182/0
predict case 46 , predict result/given label= 0.073743/0
predict case 47 , predict result/given label= 0.743734/0
predict case 48 , predict result/given label= 0.094305/0
predict case 49 , predict result/given label= 0.310464/0
predict case 50 , predict result/given label= 0.801119/0
predict case 51 , predict result/given label= 0.185784/0
predict case 52 , predict result/given label= 0.100037/0
predict case 53 , predict result/given label= 0.119325/0
predict case 54 , predict result/given label= 0.141169/0
predict case 55 , predict result/given label= 0.130465/0
predict case 56 , predict result/given label= 0.114276/0
predict case 57 , predict result/given label= 0.483265/0
predict case 58 , predict result/given label= 0.870651/0
predict case 59 , predict result/given label= 0.142934/0
predict case 60 , predict result/given label= 0.272816/0
predict case 61 , predict result/given label= 0.068250/0
predict case 62 , predict result/given label= 0.074888/0
predict case 63 , predict result/given label= 0.129208/0
predict case 64 , predict result/given label= 0.205762/0
predict case 65 , predict result/given label= 0.129388/0
predict case 66 , predict result/given label= 0.177957/0
predict case 67 , predict result/given label= 0.601084/0
predict case 68 , predict result/given label= 0.075326/0
predict case 69 , predict result/given label= 0.148821/0
predict case 70 , predict result/given label= 0.702987/0
predict case 71 , predict result/given label= 0.121569/0
predict case 72 , predict result/given label= 0.085975/0
predict case 73 , predict result/given label= 0.069687/0
predict case 74 , predict result/given label= 0.219890/0
predict case 75 , predict result/given label= 0.120285/0
predict case 76 , predict result/given label= 0.602255/0
predict case 77 , predict result/given label= 0.069690/0
predict case 78 , predict result/given label= 0.778037/0
predict case 79 , predict result/given label= 0.926014/0
predict case 80 , predict result/given label= 0.598681/0
predict case 81 , predict result/given label= 0.528741/0
