predict case 0 , predict result/given label= 0.374341/1
predict case 1 , predict result/given label= 0.278420/1
predict case 2 , predict result/given label= 0.132393/1
predict case 3 , predict result/given label= 0.406960/1
predict case 4 , predict result/given label= 0.073778/1
predict case 5 , predict result/given label= 0.320548/1
predict case 6 , predict result/given label= 0.064851/1
predict case 7 , predict result/given label= 0.116099/1
predict case 8 , predict result/given label= 0.096924/1
predict case 9 , predict result/given label= 0.080045/1
predict case 10 , predict result/given label= 0.255846/1
predict case 11 , predict result/given label= 0.082744/1
predict case 12 , predict result/given label= 0.075223/1
predict case 13 , predict result/given label= 0.119333/1
predict case 14 , predict result/given label= 0.173445/1
predict case 15 , predict result/given label= 0.069326/1
predict case 16 , predict result/given label= 0.069754/1
predict case 17 , predict result/given label= 0.233883/1
predict case 18 , predict result/given label= 0.064695/1
predict case 19 , predict result/given label= 0.075422/1
predict case 20 , predict result/given label= 0.072661/1
predict case 21 , predict result/given label= 0.103723/1
predict case 22 , predict result/given label= 0.072354/1
predict case 23 , predict result/given label= 0.088187/1
predict case 24 , predict result/given label= 0.112192/1
predict case 25 , predict result/given label= 0.068157/1
predict case 26 , predict result/given label= 0.131211/1
predict case 27 , predict result/given label= 0.073339/1
predict case 28 , predict result/given label= 0.112397/1
predict case 29 , predict result/given label= 0.350243/1
predict case 30 , predict result/given label= 0.236099/1
predict case 31 , predict result/given label= 0.070284/1
predict case 32 , predict result/given label= 0.163823/1
predict case 33 , predict result/given label= 0.176041/1
predict case 34 , predict result/given label= 0.185384/1
predict case 35 , predict result/given label= 0.121278/1
predict case 36 , predict result/given label= 0.074519/1
predict case 37 , predict result/given label= 0.074086/1
predict case 38 , predict result/given label= 0.083109/1
predict case 39 , predict result/given label= 0.075728/1
predict case 40 , predict result/given label= 0.170044/1
predict case 41 , predict result/given label= 0.150256/0
predict case 42 , predict result/given label= 0.073456/0
predict case 43 , predict result/given label= 0.074125/0
predict case 44 , predict result/given label= 0.087156/0
predict case 45 , predict result/given label= 0.110787/0
predict case 46 , predict result/given label= 0.070238/0
predict case 47 , predict result/given label= 0.074740/0
predict case 48 , predict result/given label= 0.073730/0
predict case 49 , predict result/given label= 0.129678/0
predict case 50 , predict result/given label= 0.073739/0
predict case 51 , predict result/given label= 0.274844/0
predict case 52 , predict result/given label= 0.217550/0
predict case 53 , predict result/given label= 0.212084/0
predict case 54 , predict result/given label= 0.063059/0
predict case 55 , predict result/given label= 0.244360/0
predict case 56 , predict result/given label= 0.072540/0
predict case 57 , predict result/given label= 0.071850/0
predict case 58 , predict result/given label= 0.073452/0
predict case 59 , predict result/given label= 0.064852/0
predict case 60 , predict result/given label= 0.122905/0
predict case 61 , predict result/given label= 0.096260/0
predict case 62 , predict result/given label= 0.110924/0
predict case 63 , predict result/given label= 0.073504/0
predict case 64 , predict result/given label= 0.117283/0
predict case 65 , predict result/given label= 0.092775/0
predict case 66 , predict result/given label= 0.140752/0
predict case 67 , predict result/given label= 0.073499/0
predict case 68 , predict result/given label= 0.075540/0
predict case 69 , predict result/given label= 0.073809/0
predict case 70 , predict result/given label= 0.072157/0
predict case 71 , predict result/given label= 0.073860/0
predict case 72 , predict result/given label= 0.073474/0
predict case 73 , predict result/given label= 0.065332/0
predict case 74 , predict result/given label= 0.194315/0
predict case 75 , predict result/given label= 0.170484/0
predict case 76 , predict result/given label= 0.136716/0
predict case 77 , predict result/given label= 0.065402/0
predict case 78 , predict result/given label= 0.072281/0
predict case 79 , predict result/given label= 0.202407/0
predict case 80 , predict result/given label= 0.116291/0
predict case 81 , predict result/given label= 0.070479/0
