predict case 0 , predict result/given label= 0.063036/1
predict case 1 , predict result/given label= 0.068981/1
predict case 2 , predict result/given label= 0.260589/1
predict case 3 , predict result/given label= 0.130899/1
predict case 4 , predict result/given label= 0.792423/1
predict case 5 , predict result/given label= 0.151413/1
predict case 6 , predict result/given label= 0.501196/1
predict case 7 , predict result/given label= 0.488353/1
predict case 8 , predict result/given label= 0.794744/1
predict case 9 , predict result/given label= 0.806454/1
predict case 10 , predict result/given label= 0.201096/1
predict case 11 , predict result/given label= 0.260911/1
predict case 12 , predict result/given label= 0.171480/1
predict case 13 , predict result/given label= 0.375375/1
predict case 14 , predict result/given label= 0.317079/1
predict case 15 , predict result/given label= 0.327272/1
predict case 16 , predict result/given label= 0.661308/1
predict case 17 , predict result/given label= 0.065663/1
predict case 18 , predict result/given label= 0.224519/1
predict case 19 , predict result/given label= 0.274295/1
predict case 20 , predict result/given label= 0.462221/1
predict case 21 , predict result/given label= 0.104598/1
predict case 22 , predict result/given label= 0.347593/1
predict case 23 , predict result/given label= 0.382883/1
predict case 24 , predict result/given label= 0.161281/1
predict case 25 , predict result/given label= 0.717919/1
predict case 26 , predict result/given label= 0.070927/1
predict case 27 , predict result/given label= 0.391264/1
predict case 28 , predict result/given label= 0.062374/1
predict case 29 , predict result/given label= 0.483823/1
predict case 30 , predict result/given label= 0.526409/1
predict case 31 , predict result/given label= 0.275381/1
predict case 32 , predict result/given label= 0.291434/1
predict case 33 , predict result/given label= 0.665070/1
predict case 34 , predict result/given label= 0.068986/1
predict case 35 , predict result/given label= 0.123823/1
predict case 36 , predict result/given label= 0.223776/1
predict case 37 , predict result/given label= 0.829405/1
predict case 38 , predict result/given label= 0.362088/1
predict case 39 , predict result/given label= 0.100068/1
predict case 40 , predict result/given label= 0.455103/1
predict case 41 , predict result/given label= 0.515784/0
predict case 42 , predict result/given label= 0.446482/0
predict case 43 , predict result/given label= 0.515772/0
predict case 44 , predict result/given label= 0.190305/0
predict case 45 , predict result/given label= 0.072323/0
predict case 46 , predict result/given label= 0.348424/0
predict case 47 , predict result/given label= 0.065463/0
predict case 48 , predict result/given label= 0.222750/0
predict case 49 , predict result/given label= 0.796239/0
predict case 50 , predict result/given label= 0.074033/0
predict case 51 , predict result/given label= 0.067207/0
predict case 52 , predict result/given label= 0.119551/0
predict case 53 , predict result/given label= 0.514728/0
predict case 54 , predict result/given label= 0.161483/0
predict case 55 , predict result/given label= 0.074351/0
predict case 56 , predict result/given label= 0.098238/0
predict case 57 , predict result/given label= 0.496970/0
predict case 58 , predict result/given label= 0.691546/0
predict case 59 , predict result/given label= 0.150257/0
predict case 60 , predict result/given label= 0.065095/0
predict case 61 , predict result/given label= 0.275784/0
predict case 62 , predict result/given label= 0.275300/0
predict case 63 , predict result/given label= 0.329772/0
predict case 64 , predict result/given label= 0.550649/0
predict case 65 , predict result/given label= 0.680139/0
predict case 66 , predict result/given label= 0.525464/0
predict case 67 , predict result/given label= 0.146427/0
predict case 68 , predict result/given label= 0.126716/0
predict case 69 , predict result/given label= 0.382965/0
predict case 70 , predict result/given label= 0.234584/0
predict case 71 , predict result/given label= 0.072120/0
predict case 72 , predict result/given label= 0.070922/0
predict case 73 , predict result/given label= 0.681622/0
predict case 74 , predict result/given label= 0.327272/0
predict case 75 , predict result/given label= 0.060814/0
predict case 76 , predict result/given label= 0.069022/0
predict case 77 , predict result/given label= 0.692017/0
predict case 78 , predict result/given label= 0.516019/0
predict case 79 , predict result/given label= 0.062727/0
predict case 80 , predict result/given label= 0.064625/0
predict case 81 , predict result/given label= 0.341099/0
