predict case 0 , predict result/given label= 0.108683/1
predict case 1 , predict result/given label= 0.868499/1
predict case 2 , predict result/given label= 0.773610/1
predict case 3 , predict result/given label= 0.474169/1
predict case 4 , predict result/given label= 0.122107/1
predict case 5 , predict result/given label= 0.896110/1
predict case 6 , predict result/given label= 0.678873/1
predict case 7 , predict result/given label= 0.410721/1
predict case 8 , predict result/given label= 0.326827/1
predict case 9 , predict result/given label= 0.920833/1
predict case 10 , predict result/given label= 0.577856/1
predict case 11 , predict result/given label= 0.568798/1
predict case 12 , predict result/given label= 0.708605/1
predict case 13 , predict result/given label= 0.566196/1
predict case 14 , predict result/given label= 0.901589/1
predict case 15 , predict result/given label= 0.513209/1
predict case 16 , predict result/given label= 0.867425/1
predict case 17 , predict result/given label= 0.570948/1
predict case 18 , predict result/given label= 0.887757/1
predict case 19 , predict result/given label= 0.575406/1
predict case 20 , predict result/given label= 0.858850/1
predict case 21 , predict result/given label= 0.421174/1
predict case 22 , predict result/given label= 0.134618/1
predict case 23 , predict result/given label= 0.564963/1
predict case 24 , predict result/given label= 0.816061/1
predict case 25 , predict result/given label= 0.479601/1
predict case 26 , predict result/given label= 0.875755/1
predict case 27 , predict result/given label= 0.218795/1
predict case 28 , predict result/given label= 0.563988/1
predict case 29 , predict result/given label= 0.435443/1
predict case 30 , predict result/given label= 0.557419/1
predict case 31 , predict result/given label= 0.204729/1
predict case 32 , predict result/given label= 0.719819/1
predict case 33 , predict result/given label= 0.669828/1
predict case 34 , predict result/given label= 0.760872/1
predict case 35 , predict result/given label= 0.720817/1
predict case 36 , predict result/given label= 0.719430/1
predict case 37 , predict result/given label= 0.711584/1
predict case 38 , predict result/given label= 0.666002/1
predict case 39 , predict result/given label= 0.782503/1
predict case 40 , predict result/given label= 0.583899/1
predict case 41 , predict result/given label= 0.622836/1
predict case 42 , predict result/given label= 0.850492/1
predict case 43 , predict result/given label= 0.908413/1
predict case 44 , predict result/given label= 0.578272/1
predict case 45 , predict result/given label= 0.630675/1
predict case 46 , predict result/given label= 0.746690/1
predict case 47 , predict result/given label= 0.313845/1
predict case 48 , predict result/given label= 0.314533/1
predict case 49 , predict result/given label= 0.363823/1
predict case 50 , predict result/given label= 0.764233/1
predict case 51 , predict result/given label= 0.800031/1
predict case 52 , predict result/given label= 0.777124/1
predict case 53 , predict result/given label= 0.906746/1
predict case 54 , predict result/given label= 0.085825/1
predict case 55 , predict result/given label= 0.127443/1
predict case 56 , predict result/given label= 0.209160/1
predict case 57 , predict result/given label= 0.214680/1
predict case 58 , predict result/given label= 0.776618/1
predict case 59 , predict result/given label= 0.569434/1
predict case 60 , predict result/given label= 0.762760/1
predict case 61 , predict result/given label= 0.333022/1
predict case 62 , predict result/given label= 0.423964/1
predict case 63 , predict result/given label= 0.455599/1
predict case 64 , predict result/given label= 0.187477/1
predict case 65 , predict result/given label= 0.581935/1
predict case 66 , predict result/given label= 0.813005/1
predict case 67 , predict result/given label= 0.249080/1
predict case 68 , predict result/given label= 0.570869/1
predict case 69 , predict result/given label= 0.492191/1
predict case 70 , predict result/given label= 0.630730/1
predict case 71 , predict result/given label= 0.329973/1
predict case 72 , predict result/given label= 0.876765/1
predict case 73 , predict result/given label= 0.621038/1
predict case 74 , predict result/given label= 0.301690/1
predict case 75 , predict result/given label= 0.621743/1
predict case 76 , predict result/given label= 0.759821/1
predict case 77 , predict result/given label= 0.112739/1
predict case 78 , predict result/given label= 0.476677/1
predict case 79 , predict result/given label= 0.861239/1
predict case 80 , predict result/given label= 0.666477/1
predict case 81 , predict result/given label= 0.466032/1
predict case 82 , predict result/given label= 0.541025/1
predict case 83 , predict result/given label= 0.618684/1
predict case 84 , predict result/given label= 0.812090/1
predict case 85 , predict result/given label= 0.542395/1
predict case 86 , predict result/given label= 0.665627/1
predict case 87 , predict result/given label= 0.260641/1
predict case 88 , predict result/given label= 0.669970/1
predict case 89 , predict result/given label= 0.874828/1
predict case 90 , predict result/given label= 0.211848/1
predict case 91 , predict result/given label= 0.571735/1
predict case 92 , predict result/given label= 0.672660/1
predict case 93 , predict result/given label= 0.296241/1
predict case 94 , predict result/given label= 0.282349/1
predict case 95 , predict result/given label= 0.554654/1
predict case 96 , predict result/given label= 0.357994/1
predict case 97 , predict result/given label= 0.519509/1
predict case 98 , predict result/given label= 0.424501/1
predict case 99 , predict result/given label= 0.460398/1
predict case 100 , predict result/given label= 0.385028/1
predict case 101 , predict result/given label= 0.138570/1
predict case 102 , predict result/given label= 0.805707/1
predict case 103 , predict result/given label= 0.282507/1
predict case 104 , predict result/given label= 0.114565/1
predict case 105 , predict result/given label= 0.840925/1
predict case 106 , predict result/given label= 0.795616/1
predict case 107 , predict result/given label= 0.796813/1
predict case 108 , predict result/given label= 0.693241/1
predict case 109 , predict result/given label= 0.581546/1
predict case 110 , predict result/given label= 0.303314/1
predict case 111 , predict result/given label= 0.156633/1
predict case 112 , predict result/given label= 0.757576/1
predict case 113 , predict result/given label= 0.103193/1
predict case 114 , predict result/given label= 0.202804/1
predict case 115 , predict result/given label= 0.900089/1
predict case 116 , predict result/given label= 0.305317/1
predict case 117 , predict result/given label= 0.806123/1
predict case 118 , predict result/given label= 0.619045/1
predict case 119 , predict result/given label= 0.196945/1
predict case 120 , predict result/given label= 0.148369/1
predict case 121 , predict result/given label= 0.218620/1
predict case 122 , predict result/given label= 0.382283/1
predict case 123 , predict result/given label= 0.556783/1
predict case 124 , predict result/given label= 0.487245/1
predict case 125 , predict result/given label= 0.330372/1
predict case 126 , predict result/given label= 0.787816/1
predict case 127 , predict result/given label= 0.716817/1
predict case 128 , predict result/given label= 0.174124/1
predict case 129 , predict result/given label= 0.678013/1
predict case 130 , predict result/given label= 0.462837/1
predict case 131 , predict result/given label= 0.193598/1
predict case 132 , predict result/given label= 0.283251/1
predict case 133 , predict result/given label= 0.648639/1
predict case 134 , predict result/given label= 0.503778/1
predict case 135 , predict result/given label= 0.862900/1
predict case 136 , predict result/given label= 0.717384/1
predict case 137 , predict result/given label= 0.207928/1
predict case 138 , predict result/given label= 0.628147/1
predict case 139 , predict result/given label= 0.676496/1
predict case 140 , predict result/given label= 0.707208/1
predict case 141 , predict result/given label= 0.601853/1
predict case 142 , predict result/given label= 0.284699/1
predict case 143 , predict result/given label= 0.832966/1
predict case 144 , predict result/given label= 0.609706/1
predict case 145 , predict result/given label= 0.623244/1
predict case 146 , predict result/given label= 0.168926/1
predict case 147 , predict result/given label= 0.222865/1
predict case 148 , predict result/given label= 0.549373/1
predict case 149 , predict result/given label= 0.576965/1
predict case 150 , predict result/given label= 0.578536/1
predict case 151 , predict result/given label= 0.696683/1
predict case 152 , predict result/given label= 0.559985/1
predict case 153 , predict result/given label= 0.598775/1
predict case 154 , predict result/given label= 0.429783/1
predict case 155 , predict result/given label= 0.677468/1
predict case 156 , predict result/given label= 0.201295/1
predict case 157 , predict result/given label= 0.672882/1
predict case 158 , predict result/given label= 0.451326/1
predict case 159 , predict result/given label= 0.874845/1
predict case 160 , predict result/given label= 0.862814/1
predict case 161 , predict result/given label= 0.889354/1
predict case 162 , predict result/given label= 0.565794/1
predict case 163 , predict result/given label= 0.791956/1
predict case 164 , predict result/given label= 0.666491/1
predict case 165 , predict result/given label= 0.207668/1
predict case 166 , predict result/given label= 0.416570/1
predict case 167 , predict result/given label= 0.075244/1
predict case 168 , predict result/given label= 0.614610/1
predict case 169 , predict result/given label= 0.880499/1
predict case 170 , predict result/given label= 0.518509/1
predict case 171 , predict result/given label= 0.707225/1
predict case 172 , predict result/given label= 0.464846/1
predict case 173 , predict result/given label= 0.552877/1
predict case 174 , predict result/given label= 0.174876/1
predict case 175 , predict result/given label= 0.202503/1
predict case 176 , predict result/given label= 0.394572/1
predict case 177 , predict result/given label= 0.904668/1
predict case 178 , predict result/given label= 0.445902/1
predict case 179 , predict result/given label= 0.706126/1
predict case 180 , predict result/given label= 0.656777/1
predict case 181 , predict result/given label= 0.811171/1
predict case 182 , predict result/given label= 0.559912/1
predict case 183 , predict result/given label= 0.255170/1
predict case 184 , predict result/given label= 0.376169/1
predict case 185 , predict result/given label= 0.688721/1
predict case 186 , predict result/given label= 0.602316/1
predict case 187 , predict result/given label= 0.821822/1
predict case 188 , predict result/given label= 0.203434/1
predict case 189 , predict result/given label= 0.202940/1
predict case 190 , predict result/given label= 0.869316/1
predict case 191 , predict result/given label= 0.671530/1
predict case 192 , predict result/given label= 0.715068/1
predict case 193 , predict result/given label= 0.542140/1
predict case 194 , predict result/given label= 0.452820/1
predict case 195 , predict result/given label= 0.296241/1
predict case 196 , predict result/given label= 0.146137/1
predict case 197 , predict result/given label= 0.909198/1
predict case 198 , predict result/given label= 0.542128/1
predict case 199 , predict result/given label= 0.220937/1
predict case 200 , predict result/given label= 0.848002/1
predict case 201 , predict result/given label= 0.600365/1
predict case 202 , predict result/given label= 0.920600/1
predict case 203 , predict result/given label= 0.280127/1
predict case 204 , predict result/given label= 0.212610/1
predict case 205 , predict result/given label= 0.315308/1
predict case 206 , predict result/given label= 0.846072/1
predict case 207 , predict result/given label= 0.654998/1
predict case 208 , predict result/given label= 0.727277/1
predict case 209 , predict result/given label= 0.747799/1
predict case 210 , predict result/given label= 0.420408/1
predict case 211 , predict result/given label= 0.198582/1
predict case 212 , predict result/given label= 0.331517/1
predict case 213 , predict result/given label= 0.829877/1
predict case 214 , predict result/given label= 0.715538/1
predict case 215 , predict result/given label= 0.870928/1
predict case 216 , predict result/given label= 0.139216/1
predict case 217 , predict result/given label= 0.842839/1
predict case 218 , predict result/given label= 0.282246/1
predict case 219 , predict result/given label= 0.696176/1
predict case 220 , predict result/given label= 0.231767/1
predict case 221 , predict result/given label= 0.086853/1
