predict case 0 , predict result/given label= 0.793087/1
predict case 1 , predict result/given label= 0.316978/1
predict case 2 , predict result/given label= 0.672401/1
predict case 3 , predict result/given label= 0.338559/1
predict case 4 , predict result/given label= 0.192167/1
predict case 5 , predict result/given label= 0.876212/1
predict case 6 , predict result/given label= 0.926289/1
predict case 7 , predict result/given label= 0.315236/1
predict case 8 , predict result/given label= 0.334452/1
predict case 9 , predict result/given label= 0.816408/1
predict case 10 , predict result/given label= 0.930413/1
predict case 11 , predict result/given label= 0.381012/1
predict case 12 , predict result/given label= 0.909988/1
predict case 13 , predict result/given label= 0.880382/1
predict case 14 , predict result/given label= 0.284447/1
predict case 15 , predict result/given label= 0.927896/1
predict case 16 , predict result/given label= 0.263259/1
predict case 17 , predict result/given label= 0.668597/1
predict case 18 , predict result/given label= 0.333401/1
predict case 19 , predict result/given label= 0.412595/1
predict case 20 , predict result/given label= 0.924326/1
predict case 21 , predict result/given label= 0.412828/1
predict case 22 , predict result/given label= 0.913478/1
predict case 23 , predict result/given label= 0.357686/1
predict case 24 , predict result/given label= 0.327161/1
predict case 25 , predict result/given label= 0.749397/1
predict case 26 , predict result/given label= 0.500112/1
predict case 27 , predict result/given label= 0.527610/1
predict case 28 , predict result/given label= 0.532478/1
predict case 29 , predict result/given label= 0.911004/1
predict case 30 , predict result/given label= 0.835067/1
predict case 31 , predict result/given label= 0.266831/1
predict case 32 , predict result/given label= 0.662984/1
predict case 33 , predict result/given label= 0.916977/1
predict case 34 , predict result/given label= 0.924605/1
predict case 35 , predict result/given label= 0.460914/1
predict case 36 , predict result/given label= 0.836694/1
predict case 37 , predict result/given label= 0.364265/1
predict case 38 , predict result/given label= 0.875486/1
predict case 39 , predict result/given label= 0.925976/1
predict case 40 , predict result/given label= 0.324481/1
predict case 41 , predict result/given label= 0.464830/1
predict case 42 , predict result/given label= 0.810280/1
predict case 43 , predict result/given label= 0.911275/1
predict case 44 , predict result/given label= 0.283869/1
predict case 45 , predict result/given label= 0.842656/1
predict case 46 , predict result/given label= 0.394703/1
predict case 47 , predict result/given label= 0.516098/1
predict case 48 , predict result/given label= 0.334452/1
predict case 49 , predict result/given label= 0.248456/1
predict case 50 , predict result/given label= 0.760272/1
predict case 51 , predict result/given label= 0.279802/1
predict case 52 , predict result/given label= 0.897221/1
predict case 53 , predict result/given label= 0.279802/1
predict case 54 , predict result/given label= 0.860868/1
predict case 55 , predict result/given label= 0.307897/1
predict case 56 , predict result/given label= 0.916498/1
predict case 57 , predict result/given label= 0.872319/1
predict case 58 , predict result/given label= 0.925483/1
predict case 59 , predict result/given label= 0.930180/1
predict case 60 , predict result/given label= 0.456213/1
predict case 61 , predict result/given label= 0.290886/1
predict case 62 , predict result/given label= 0.839447/1
