predict case 0 , predict result/given label= 0.713948/1
predict case 1 , predict result/given label= 0.458968/1
predict case 2 , predict result/given label= 0.401124/1
predict case 3 , predict result/given label= 0.762552/1
predict case 4 , predict result/given label= 0.741510/1
predict case 5 , predict result/given label= 0.553054/1
predict case 6 , predict result/given label= 0.591121/1
predict case 7 , predict result/given label= 0.827262/1
predict case 8 , predict result/given label= 0.746603/1
predict case 9 , predict result/given label= 0.421783/1
predict case 10 , predict result/given label= 0.187901/1
predict case 11 , predict result/given label= 0.144388/1
predict case 12 , predict result/given label= 0.470124/1
predict case 13 , predict result/given label= 0.807457/1
predict case 14 , predict result/given label= 0.138178/1
predict case 15 , predict result/given label= 0.530608/1
predict case 16 , predict result/given label= 0.856654/1
predict case 17 , predict result/given label= 0.796497/1
predict case 18 , predict result/given label= 0.799452/1
predict case 19 , predict result/given label= 0.187574/1
predict case 20 , predict result/given label= 0.716447/1
predict case 21 , predict result/given label= 0.148074/1
predict case 22 , predict result/given label= 0.466961/1
predict case 23 , predict result/given label= 0.384847/1
predict case 24 , predict result/given label= 0.153666/1
predict case 25 , predict result/given label= 0.817452/1
predict case 26 , predict result/given label= 0.151715/1
predict case 27 , predict result/given label= 0.875224/1
predict case 28 , predict result/given label= 0.554031/1
predict case 29 , predict result/given label= 0.180246/1
predict case 30 , predict result/given label= 0.392539/1
predict case 31 , predict result/given label= 0.187681/1
predict case 32 , predict result/given label= 0.210274/1
predict case 33 , predict result/given label= 0.733483/1
predict case 34 , predict result/given label= 0.893268/1
predict case 35 , predict result/given label= 0.743574/1
predict case 36 , predict result/given label= 0.504789/1
predict case 37 , predict result/given label= 0.370462/1
predict case 38 , predict result/given label= 0.263780/1
predict case 39 , predict result/given label= 0.406804/1
predict case 40 , predict result/given label= 0.383478/1
predict case 41 , predict result/given label= 0.586236/1
predict case 42 , predict result/given label= 0.841903/1
predict case 43 , predict result/given label= 0.719868/1
predict case 44 , predict result/given label= 0.804044/1
predict case 45 , predict result/given label= 0.749133/1
predict case 46 , predict result/given label= 0.785574/1
predict case 47 , predict result/given label= 0.773429/1
predict case 48 , predict result/given label= 0.492659/1
predict case 49 , predict result/given label= 0.177524/1
predict case 50 , predict result/given label= 0.407730/1
predict case 51 , predict result/given label= 0.857675/1
predict case 52 , predict result/given label= 0.704965/1
predict case 53 , predict result/given label= 0.747811/1
predict case 54 , predict result/given label= 0.721100/1
predict case 55 , predict result/given label= 0.390689/1
predict case 56 , predict result/given label= 0.771363/1
predict case 57 , predict result/given label= 0.447653/1
predict case 58 , predict result/given label= 0.463946/1
predict case 59 , predict result/given label= 0.717096/1
predict case 60 , predict result/given label= 0.765210/1
predict case 61 , predict result/given label= 0.543906/1
predict case 62 , predict result/given label= 0.352337/1
predict case 63 , predict result/given label= 0.412338/1
predict case 64 , predict result/given label= 0.928414/1
predict case 65 , predict result/given label= 0.896254/1
predict case 66 , predict result/given label= 0.392600/1
predict case 67 , predict result/given label= 0.457787/1
predict case 68 , predict result/given label= 0.878121/1
predict case 69 , predict result/given label= 0.771108/1
predict case 70 , predict result/given label= 0.918268/1
predict case 71 , predict result/given label= 0.621490/1
predict case 72 , predict result/given label= 0.867317/1
predict case 73 , predict result/given label= 0.456348/1
predict case 74 , predict result/given label= 0.318342/1
predict case 75 , predict result/given label= 0.620410/1
predict case 76 , predict result/given label= 0.818679/1
predict case 77 , predict result/given label= 0.485018/1
predict case 78 , predict result/given label= 0.762844/1
predict case 79 , predict result/given label= 0.156190/1
predict case 80 , predict result/given label= 0.152476/1
predict case 81 , predict result/given label= 0.401474/1
predict case 82 , predict result/given label= 0.785236/1
predict case 83 , predict result/given label= 0.475449/1
predict case 84 , predict result/given label= 0.559263/1
predict case 85 , predict result/given label= 0.560331/1
predict case 86 , predict result/given label= 0.791883/1
predict case 87 , predict result/given label= 0.456714/1
predict case 88 , predict result/given label= 0.697200/1
predict case 89 , predict result/given label= 0.155670/0
predict case 90 , predict result/given label= 0.071952/0
predict case 91 , predict result/given label= 0.132456/0
predict case 92 , predict result/given label= 0.402401/0
predict case 93 , predict result/given label= 0.572202/0
predict case 94 , predict result/given label= 0.128740/0
predict case 95 , predict result/given label= 0.403349/0
predict case 96 , predict result/given label= 0.164937/0
predict case 97 , predict result/given label= 0.174852/0
predict case 98 , predict result/given label= 0.158439/0
predict case 99 , predict result/given label= 0.406552/0
