predict case 0 , predict result/given label= 0.516785/1
predict case 1 , predict result/given label= 0.328564/1
predict case 2 , predict result/given label= 0.813984/1
predict case 3 , predict result/given label= 0.674531/1
predict case 4 , predict result/given label= 0.487682/1
predict case 5 , predict result/given label= 0.776446/1
predict case 6 , predict result/given label= 0.410889/1
predict case 7 , predict result/given label= 0.903394/1
predict case 8 , predict result/given label= 0.285202/1
predict case 9 , predict result/given label= 0.873625/1
predict case 10 , predict result/given label= 0.684124/1
predict case 11 , predict result/given label= 0.865721/1
predict case 12 , predict result/given label= 0.922293/1
predict case 13 , predict result/given label= 0.912179/1
predict case 14 , predict result/given label= 0.436948/1
predict case 15 , predict result/given label= 0.371280/1
predict case 16 , predict result/given label= 0.413116/1
predict case 17 , predict result/given label= 0.783631/1
predict case 18 , predict result/given label= 0.391416/1
predict case 19 , predict result/given label= 0.846588/1
predict case 20 , predict result/given label= 0.911282/1
predict case 21 , predict result/given label= 0.683222/1
predict case 22 , predict result/given label= 0.277967/1
predict case 23 , predict result/given label= 0.806885/1
predict case 24 , predict result/given label= 0.781969/1
predict case 25 , predict result/given label= 0.290839/1
predict case 26 , predict result/given label= 0.860592/1
predict case 27 , predict result/given label= 0.382665/1
predict case 28 , predict result/given label= 0.432085/1
predict case 29 , predict result/given label= 0.927891/1
predict case 30 , predict result/given label= 0.222037/1
predict case 31 , predict result/given label= 0.370131/1
predict case 32 , predict result/given label= 0.290839/1
predict case 33 , predict result/given label= 0.885881/1
predict case 34 , predict result/given label= 0.927891/1
predict case 35 , predict result/given label= 0.254198/1
predict case 36 , predict result/given label= 0.456134/1
predict case 37 , predict result/given label= 0.355762/1
predict case 38 , predict result/given label= 0.359281/1
predict case 39 , predict result/given label= 0.871058/1
predict case 40 , predict result/given label= 0.911929/1
predict case 41 , predict result/given label= 0.902654/1
predict case 42 , predict result/given label= 0.400954/1
predict case 43 , predict result/given label= 0.855023/1
predict case 44 , predict result/given label= 0.859203/1
predict case 45 , predict result/given label= 0.440461/1
predict case 46 , predict result/given label= 0.420758/1
predict case 47 , predict result/given label= 0.389909/1
predict case 48 , predict result/given label= 0.871880/1
predict case 49 , predict result/given label= 0.925922/1
predict case 50 , predict result/given label= 0.874655/1
predict case 51 , predict result/given label= 0.368153/1
predict case 52 , predict result/given label= 0.611839/1
predict case 53 , predict result/given label= 0.925701/1
predict case 54 , predict result/given label= 0.638269/1
predict case 55 , predict result/given label= 0.925714/1
predict case 56 , predict result/given label= 0.886565/1
predict case 57 , predict result/given label= 0.522492/1
predict case 58 , predict result/given label= 0.325267/1
predict case 59 , predict result/given label= 0.198009/1
predict case 60 , predict result/given label= 0.812312/1
predict case 61 , predict result/given label= 0.863357/1
predict case 62 , predict result/given label= 0.473951/1
predict case 63 , predict result/given label= 0.837286/1
predict case 64 , predict result/given label= 0.883177/1
predict case 65 , predict result/given label= 0.402945/1
predict case 66 , predict result/given label= 0.470548/1
predict case 67 , predict result/given label= 0.336927/1
predict case 68 , predict result/given label= 0.466201/1
predict case 69 , predict result/given label= 0.317331/1
predict case 70 , predict result/given label= 0.241724/1
predict case 71 , predict result/given label= 0.296334/1
predict case 72 , predict result/given label= 0.871259/1
predict case 73 , predict result/given label= 0.496396/1
predict case 74 , predict result/given label= 0.926602/1
predict case 75 , predict result/given label= 0.456566/1
predict case 76 , predict result/given label= 0.876555/1
predict case 77 , predict result/given label= 0.570764/1
predict case 78 , predict result/given label= 0.298934/1
predict case 79 , predict result/given label= 0.370667/1
predict case 80 , predict result/given label= 0.307720/1
predict case 81 , predict result/given label= 0.859136/1
predict case 82 , predict result/given label= 0.265828/1
predict case 83 , predict result/given label= 0.836805/1
predict case 84 , predict result/given label= 0.916431/1
predict case 85 , predict result/given label= 0.905480/1
predict case 86 , predict result/given label= 0.840801/1
predict case 87 , predict result/given label= 0.819863/1
