predict case 0 , predict result/given label= 0.059870/1
predict case 1 , predict result/given label= 0.104142/1
predict case 2 , predict result/given label= 0.062980/1
predict case 3 , predict result/given label= 0.062170/1
predict case 4 , predict result/given label= 0.081464/1
predict case 5 , predict result/given label= 0.063402/1
predict case 6 , predict result/given label= 0.068306/1
predict case 7 , predict result/given label= 0.291963/1
predict case 8 , predict result/given label= 0.248272/1
predict case 9 , predict result/given label= 0.071120/1
predict case 10 , predict result/given label= 0.073328/1
predict case 11 , predict result/given label= 0.071753/1
predict case 12 , predict result/given label= 0.051572/1
predict case 13 , predict result/given label= 0.092989/1
predict case 14 , predict result/given label= 0.102259/1
predict case 15 , predict result/given label= 0.248451/1
predict case 16 , predict result/given label= 0.068941/1
predict case 17 , predict result/given label= 0.144776/1
predict case 18 , predict result/given label= 0.061002/1
predict case 19 , predict result/given label= 0.066221/1
predict case 20 , predict result/given label= 0.124374/1
predict case 21 , predict result/given label= 0.063321/1
predict case 22 , predict result/given label= 0.346882/1
predict case 23 , predict result/given label= 0.096621/1
predict case 24 , predict result/given label= 0.059842/1
predict case 25 , predict result/given label= 0.394426/1
predict case 26 , predict result/given label= 0.063386/1
predict case 27 , predict result/given label= 0.061821/1
predict case 28 , predict result/given label= 0.072283/1
predict case 29 , predict result/given label= 0.061312/1
predict case 30 , predict result/given label= 0.073926/1
predict case 31 , predict result/given label= 0.071327/1
predict case 32 , predict result/given label= 0.062831/1
predict case 33 , predict result/given label= 0.062051/1
predict case 34 , predict result/given label= 0.070437/1
predict case 35 , predict result/given label= 0.065666/1
predict case 36 , predict result/given label= 0.065942/1
predict case 37 , predict result/given label= 0.068315/1
predict case 38 , predict result/given label= 0.075103/1
predict case 39 , predict result/given label= 0.062022/1
predict case 40 , predict result/given label= 0.090468/1
predict case 41 , predict result/given label= 0.314921/1
predict case 42 , predict result/given label= 0.071439/1
predict case 43 , predict result/given label= 0.304799/0
predict case 44 , predict result/given label= 0.073992/0
predict case 45 , predict result/given label= 0.069703/0
predict case 46 , predict result/given label= 0.058260/0
predict case 47 , predict result/given label= 0.288525/0
predict case 48 , predict result/given label= 0.069426/0
predict case 49 , predict result/given label= 0.073789/0
predict case 50 , predict result/given label= 0.065110/0
predict case 51 , predict result/given label= 0.070076/0
predict case 52 , predict result/given label= 0.124135/0
predict case 53 , predict result/given label= 0.389583/0
predict case 54 , predict result/given label= 0.058224/0
predict case 55 , predict result/given label= 0.059114/0
predict case 56 , predict result/given label= 0.394547/0
predict case 57 , predict result/given label= 0.389027/0
predict case 58 , predict result/given label= 0.059212/0
predict case 59 , predict result/given label= 0.473580/0
predict case 60 , predict result/given label= 0.055256/0
predict case 61 , predict result/given label= 0.288161/0
predict case 62 , predict result/given label= 0.277376/0
predict case 63 , predict result/given label= 0.073789/0
predict case 64 , predict result/given label= 0.066652/0
predict case 65 , predict result/given label= 0.144341/0
predict case 66 , predict result/given label= 0.064155/0
predict case 67 , predict result/given label= 0.066071/0
predict case 68 , predict result/given label= 0.066176/0
predict case 69 , predict result/given label= 0.347004/0
predict case 70 , predict result/given label= 0.144388/0
predict case 71 , predict result/given label= 0.072530/0
predict case 72 , predict result/given label= 0.309518/0
predict case 73 , predict result/given label= 0.078886/0
predict case 74 , predict result/given label= 0.304554/0
predict case 75 , predict result/given label= 0.059798/0
predict case 76 , predict result/given label= 0.071326/0
predict case 77 , predict result/given label= 0.077170/0
predict case 78 , predict result/given label= 0.073563/0
predict case 79 , predict result/given label= 0.066070/0
predict case 80 , predict result/given label= 0.071673/0
predict case 81 , predict result/given label= 0.070641/0
predict case 82 , predict result/given label= 0.073887/0
predict case 83 , predict result/given label= 0.072603/0
predict case 84 , predict result/given label= 0.065830/0
predict case 85 , predict result/given label= 0.466978/0
