predict case 0 , predict result/given label= 0.313144/1
predict case 1 , predict result/given label= 0.804885/1
predict case 2 , predict result/given label= 0.930041/1
predict case 3 , predict result/given label= 0.427093/1
predict case 4 , predict result/given label= 0.085723/1
predict case 5 , predict result/given label= 0.843947/1
predict case 6 , predict result/given label= 0.440184/1
predict case 7 , predict result/given label= 0.119548/1
predict case 8 , predict result/given label= 0.609809/1
predict case 9 , predict result/given label= 0.313818/1
predict case 10 , predict result/given label= 0.404958/1
predict case 11 , predict result/given label= 0.277766/1
predict case 12 , predict result/given label= 0.390266/1
predict case 13 , predict result/given label= 0.843992/1
predict case 14 , predict result/given label= 0.592810/1
predict case 15 , predict result/given label= 0.355659/1
predict case 16 , predict result/given label= 0.833398/1
predict case 17 , predict result/given label= 0.233119/1
predict case 18 , predict result/given label= 0.864281/1
predict case 19 , predict result/given label= 0.405150/1
predict case 20 , predict result/given label= 0.871732/1
predict case 21 , predict result/given label= 0.569770/1
predict case 22 , predict result/given label= 0.390266/1
predict case 23 , predict result/given label= 0.263990/1
predict case 24 , predict result/given label= 0.449405/1
predict case 25 , predict result/given label= 0.313144/1
predict case 26 , predict result/given label= 0.718886/1
predict case 27 , predict result/given label= 0.233119/1
predict case 28 , predict result/given label= 0.843992/1
predict case 29 , predict result/given label= 0.207406/1
predict case 30 , predict result/given label= 0.625086/1
predict case 31 , predict result/given label= 0.313818/1
predict case 32 , predict result/given label= 0.263990/1
predict case 33 , predict result/given label= 0.883299/1
predict case 34 , predict result/given label= 0.718886/1
predict case 35 , predict result/given label= 0.929016/1
predict case 36 , predict result/given label= 0.405150/1
predict case 37 , predict result/given label= 0.871732/1
predict case 38 , predict result/given label= 0.904534/1
predict case 39 , predict result/given label= 0.604392/1
predict case 40 , predict result/given label= 0.390266/1
predict case 41 , predict result/given label= 0.071819/1
predict case 42 , predict result/given label= 0.589671/1
predict case 43 , predict result/given label= 0.636465/1
predict case 44 , predict result/given label= 0.071514/1
predict case 45 , predict result/given label= 0.273420/1
predict case 46 , predict result/given label= 0.085723/1
predict case 47 , predict result/given label= 0.449405/1
predict case 48 , predict result/given label= 0.404958/1
predict case 49 , predict result/given label= 0.146020/1
predict case 50 , predict result/given label= 0.803746/1
predict case 51 , predict result/given label= 0.357407/1
predict case 52 , predict result/given label= 0.443804/1
predict case 53 , predict result/given label= 0.150793/1
predict case 54 , predict result/given label= 0.796268/1
predict case 55 , predict result/given label= 0.150793/1
predict case 56 , predict result/given label= 0.579805/1
predict case 57 , predict result/given label= 0.667256/1
predict case 58 , predict result/given label= 0.226767/1
predict case 59 , predict result/given label= 0.854943/1
predict case 60 , predict result/given label= 0.336302/1
predict case 61 , predict result/given label= 0.916116/1
