predict case 0 , predict result/given label= 0.075479/1
predict case 1 , predict result/given label= 0.068941/1
predict case 2 , predict result/given label= 0.635593/1
predict case 3 , predict result/given label= 0.074497/1
predict case 4 , predict result/given label= 0.059143/1
predict case 5 , predict result/given label= 0.285433/1
predict case 6 , predict result/given label= 0.058456/1
predict case 7 , predict result/given label= 0.163152/1
predict case 8 , predict result/given label= 0.075358/1
predict case 9 , predict result/given label= 0.330231/1
predict case 10 , predict result/given label= 0.635593/1
predict case 11 , predict result/given label= 0.058878/1
predict case 12 , predict result/given label= 0.066847/1
predict case 13 , predict result/given label= 0.071198/1
predict case 14 , predict result/given label= 0.213701/1
predict case 15 , predict result/given label= 0.070770/1
predict case 16 , predict result/given label= 0.180194/1
predict case 17 , predict result/given label= 0.109747/1
predict case 18 , predict result/given label= 0.202981/1
predict case 19 , predict result/given label= 0.075220/1
predict case 20 , predict result/given label= 0.075500/1
predict case 21 , predict result/given label= 0.064214/1
predict case 22 , predict result/given label= 0.066848/1
predict case 23 , predict result/given label= 0.080491/1
predict case 24 , predict result/given label= 0.064214/1
predict case 25 , predict result/given label= 0.058223/1
predict case 26 , predict result/given label= 0.103132/1
predict case 27 , predict result/given label= 0.103132/1
predict case 28 , predict result/given label= 0.059143/1
predict case 29 , predict result/given label= 0.180634/1
predict case 30 , predict result/given label= 0.073965/1
predict case 31 , predict result/given label= 0.074178/1
predict case 32 , predict result/given label= 0.063870/1
predict case 33 , predict result/given label= 0.075402/1
predict case 34 , predict result/given label= 0.065104/1
predict case 35 , predict result/given label= 0.573665/1
predict case 36 , predict result/given label= 0.071164/1
predict case 37 , predict result/given label= 0.066845/1
predict case 38 , predict result/given label= 0.131885/1
predict case 39 , predict result/given label= 0.072397/1
predict case 40 , predict result/given label= 0.069571/1
predict case 41 , predict result/given label= 0.064214/1
predict case 42 , predict result/given label= 0.068882/1
predict case 43 , predict result/given label= 0.060283/1
predict case 44 , predict result/given label= 0.109747/1
predict case 45 , predict result/given label= 0.091112/1
predict case 46 , predict result/given label= 0.329864/1
predict case 47 , predict result/given label= 0.213701/1
predict case 48 , predict result/given label= 0.070496/1
predict case 49 , predict result/given label= 0.075358/1
predict case 50 , predict result/given label= 0.066847/1
predict case 51 , predict result/given label= 0.070496/1
predict case 52 , predict result/given label= 0.080491/1
predict case 53 , predict result/given label= 0.065595/1
predict case 54 , predict result/given label= 0.066847/1
predict case 55 , predict result/given label= 0.071317/1
predict case 56 , predict result/given label= 0.155456/1
predict case 57 , predict result/given label= 0.242242/1
predict case 58 , predict result/given label= 0.452691/1
predict case 59 , predict result/given label= 0.063870/1
predict case 60 , predict result/given label= 0.094189/1
predict case 61 , predict result/given label= 0.047451/1
predict case 62 , predict result/given label= 0.076208/1
predict case 63 , predict result/given label= 0.510579/1
predict case 64 , predict result/given label= 0.060415/1
predict case 65 , predict result/given label= 0.216044/1
predict case 66 , predict result/given label= 0.068061/1
predict case 67 , predict result/given label= 0.507821/1
predict case 68 , predict result/given label= 0.067454/1
predict case 69 , predict result/given label= 0.072397/1
predict case 70 , predict result/given label= 0.071555/1
predict case 71 , predict result/given label= 0.066848/1
predict case 72 , predict result/given label= 0.062162/1
predict case 73 , predict result/given label= 0.072305/1
predict case 74 , predict result/given label= 0.109747/1
predict case 75 , predict result/given label= 0.058249/1
predict case 76 , predict result/given label= 0.452207/1
predict case 77 , predict result/given label= 0.068941/1
predict case 78 , predict result/given label= 0.068941/1
predict case 79 , predict result/given label= 0.058223/1
predict case 80 , predict result/given label= 0.075358/1
predict case 81 , predict result/given label= 0.063870/1
predict case 82 , predict result/given label= 0.075358/1
predict case 83 , predict result/given label= 0.573665/1
predict case 84 , predict result/given label= 0.071317/1
predict case 85 , predict result/given label= 0.065145/1
predict case 86 , predict result/given label= 0.071164/1
predict case 87 , predict result/given label= 0.068421/1
predict case 88 , predict result/given label= 0.200747/1
predict case 89 , predict result/given label= 0.068941/1
predict case 90 , predict result/given label= 0.507821/1
predict case 91 , predict result/given label= 0.155913/1
predict case 92 , predict result/given label= 0.076208/1
predict case 93 , predict result/given label= 0.329995/1
predict case 94 , predict result/given label= 0.068601/1
predict case 95 , predict result/given label= 0.202981/1
predict case 96 , predict result/given label= 0.242242/1
predict case 97 , predict result/given label= 0.069571/1
predict case 98 , predict result/given label= 0.288872/1
predict case 99 , predict result/given label= 0.075358/1
predict case 100 , predict result/given label= 0.074223/1
predict case 101 , predict result/given label= 0.285433/1
predict case 102 , predict result/given label= 0.242242/1
predict case 103 , predict result/given label= 0.285433/1
predict case 104 , predict result/given label= 0.046738/1
predict case 105 , predict result/given label= 0.242242/1
predict case 106 , predict result/given label= 0.075402/1
predict case 107 , predict result/given label= 0.109747/1
predict case 108 , predict result/given label= 0.425364/1
predict case 109 , predict result/given label= 0.068308/1
predict case 110 , predict result/given label= 0.054425/1
predict case 111 , predict result/given label= 0.075358/1
predict case 112 , predict result/given label= 0.573665/1
predict case 113 , predict result/given label= 0.060284/1
predict case 114 , predict result/given label= 0.302901/1
predict case 115 , predict result/given label= 0.067871/1
predict case 116 , predict result/given label= 0.068941/1
predict case 117 , predict result/given label= 0.298735/1
predict case 118 , predict result/given label= 0.054767/1
predict case 119 , predict result/given label= 0.067871/1
predict case 120 , predict result/given label= 0.103132/1
predict case 121 , predict result/given label= 0.059143/1
predict case 122 , predict result/given label= 0.180634/1
predict case 123 , predict result/given label= 0.074178/1
predict case 124 , predict result/given label= 0.072305/1
predict case 125 , predict result/given label= 0.062162/1
predict case 126 , predict result/given label= 0.066848/1
predict case 127 , predict result/given label= 0.054425/1
predict case 128 , predict result/given label= 0.104487/1
predict case 129 , predict result/given label= 0.074284/1
predict case 130 , predict result/given label= 0.609671/1
predict case 131 , predict result/given label= 0.063846/1
predict case 132 , predict result/given label= 0.123097/0
predict case 133 , predict result/given label= 0.075876/0
predict case 134 , predict result/given label= 0.075876/0
predict case 135 , predict result/given label= 0.116167/0
predict case 136 , predict result/given label= 0.124341/0
predict case 137 , predict result/given label= 0.069247/0
predict case 138 , predict result/given label= 0.123163/0
predict case 139 , predict result/given label= 0.073221/0
predict case 140 , predict result/given label= 0.073213/0
predict case 141 , predict result/given label= 0.203229/0
predict case 142 , predict result/given label= 0.075318/0
predict case 143 , predict result/given label= 0.062163/0
predict case 144 , predict result/given label= 0.216703/0
predict case 145 , predict result/given label= 0.182893/0
predict case 146 , predict result/given label= 0.273873/0
predict case 147 , predict result/given label= 0.066971/0
predict case 148 , predict result/given label= 0.065137/0
predict case 149 , predict result/given label= 0.075323/0
predict case 150 , predict result/given label= 0.071761/0
predict case 151 , predict result/given label= 0.073432/0
predict case 152 , predict result/given label= 0.051756/0
predict case 153 , predict result/given label= 0.148502/0
predict case 154 , predict result/given label= 0.051756/0
predict case 155 , predict result/given label= 0.070907/0
predict case 156 , predict result/given label= 0.214878/0
predict case 157 , predict result/given label= 0.214878/0
predict case 158 , predict result/given label= 0.067951/0
predict case 159 , predict result/given label= 0.066234/0
predict case 160 , predict result/given label= 0.138969/0
