predict case 0 , predict result/given label= 0.075749/1
predict case 1 , predict result/given label= 0.318357/1
predict case 2 , predict result/given label= 0.551279/1
predict case 3 , predict result/given label= 0.443979/1
predict case 4 , predict result/given label= 0.437876/1
predict case 5 , predict result/given label= 0.455733/1
predict case 6 , predict result/given label= 0.075749/1
predict case 7 , predict result/given label= 0.217417/1
predict case 8 , predict result/given label= 0.077166/1
predict case 9 , predict result/given label= 0.455733/1
predict case 10 , predict result/given label= 0.296880/1
predict case 11 , predict result/given label= 0.486261/1
predict case 12 , predict result/given label= 0.146357/1
predict case 13 , predict result/given label= 0.137344/1
predict case 14 , predict result/given label= 0.178996/1
predict case 15 , predict result/given label= 0.823108/1
predict case 16 , predict result/given label= 0.244683/1
predict case 17 , predict result/given label= 0.424015/1
predict case 18 , predict result/given label= 0.310657/1
predict case 19 , predict result/given label= 0.256308/1
predict case 20 , predict result/given label= 0.365132/1
predict case 21 , predict result/given label= 0.077166/1
predict case 22 , predict result/given label= 0.316738/1
predict case 23 , predict result/given label= 0.175828/1
predict case 24 , predict result/given label= 0.335531/1
predict case 25 , predict result/given label= 0.178004/1
predict case 26 , predict result/given label= 0.297011/1
predict case 27 , predict result/given label= 0.078328/1
predict case 28 , predict result/given label= 0.506746/1
predict case 29 , predict result/given label= 0.285283/1
predict case 30 , predict result/given label= 0.071645/1
predict case 31 , predict result/given label= 0.591505/1
predict case 32 , predict result/given label= 0.171582/1
predict case 33 , predict result/given label= 0.074355/1
predict case 34 , predict result/given label= 0.297011/1
predict case 35 , predict result/given label= 0.063815/1
predict case 36 , predict result/given label= 0.488657/1
predict case 37 , predict result/given label= 0.163477/1
predict case 38 , predict result/given label= 0.388833/1
predict case 39 , predict result/given label= 0.075091/1
predict case 40 , predict result/given label= 0.078328/1
predict case 41 , predict result/given label= 0.443979/1
predict case 42 , predict result/given label= 0.305848/1
predict case 43 , predict result/given label= 0.283272/1
predict case 44 , predict result/given label= 0.140532/1
predict case 45 , predict result/given label= 0.433812/1
predict case 46 , predict result/given label= 0.729668/1
predict case 47 , predict result/given label= 0.260352/1
predict case 48 , predict result/given label= 0.188325/1
predict case 49 , predict result/given label= 0.823108/1
predict case 50 , predict result/given label= 0.296880/1
predict case 51 , predict result/given label= 0.266098/1
predict case 52 , predict result/given label= 0.637025/1
predict case 53 , predict result/given label= 0.481416/1
predict case 54 , predict result/given label= 0.072801/1
predict case 55 , predict result/given label= 0.125236/1
predict case 56 , predict result/given label= 0.127388/1
predict case 57 , predict result/given label= 0.078328/1
predict case 58 , predict result/given label= 0.310657/1
predict case 59 , predict result/given label= 0.075197/1
predict case 60 , predict result/given label= 0.257056/1
predict case 61 , predict result/given label= 0.380137/1
predict case 62 , predict result/given label= 0.519982/1
predict case 63 , predict result/given label= 0.481416/1
predict case 64 , predict result/given label= 0.285283/1
predict case 65 , predict result/given label= 0.178996/1
predict case 66 , predict result/given label= 0.520833/1
predict case 67 , predict result/given label= 0.422010/1
predict case 68 , predict result/given label= 0.266098/1
predict case 69 , predict result/given label= 0.285283/1
predict case 70 , predict result/given label= 0.244860/1
predict case 71 , predict result/given label= 0.243731/1
predict case 72 , predict result/given label= 0.380137/1
predict case 73 , predict result/given label= 0.323866/1
predict case 74 , predict result/given label= 0.162603/1
predict case 75 , predict result/given label= 0.217417/1
predict case 76 , predict result/given label= 0.335277/1
predict case 77 , predict result/given label= 0.308722/1
predict case 78 , predict result/given label= 0.075091/1
predict case 79 , predict result/given label= 0.238256/1
predict case 80 , predict result/given label= 0.540289/1
predict case 81 , predict result/given label= 0.407812/1
predict case 82 , predict result/given label= 0.075621/1
predict case 83 , predict result/given label= 0.095909/1
predict case 84 , predict result/given label= 0.591505/1
predict case 85 , predict result/given label= 0.313791/1
predict case 86 , predict result/given label= 0.343635/1
predict case 87 , predict result/given label= 0.246518/1
predict case 88 , predict result/given label= 0.260352/1
predict case 89 , predict result/given label= 0.075621/1
predict case 90 , predict result/given label= 0.143205/1
predict case 91 , predict result/given label= 0.171582/1
predict case 92 , predict result/given label= 0.162603/1
predict case 93 , predict result/given label= 0.835313/1
predict case 94 , predict result/given label= 0.264301/1
predict case 95 , predict result/given label= 0.562784/1
predict case 96 , predict result/given label= 0.481416/1
predict case 97 , predict result/given label= 0.391930/1
predict case 98 , predict result/given label= 0.335531/1
predict case 99 , predict result/given label= 0.243867/1
predict case 100 , predict result/given label= 0.254563/1
predict case 101 , predict result/given label= 0.239607/1
predict case 102 , predict result/given label= 0.244860/1
predict case 103 , predict result/given label= 0.300809/1
predict case 104 , predict result/given label= 0.178875/1
predict case 105 , predict result/given label= 0.591505/1
predict case 106 , predict result/given label= 0.254563/1
predict case 107 , predict result/given label= 0.254563/1
predict case 108 , predict result/given label= 0.212774/1
predict case 109 , predict result/given label= 0.391930/1
predict case 110 , predict result/given label= 0.437876/1
predict case 111 , predict result/given label= 0.230118/1
predict case 112 , predict result/given label= 0.244860/1
predict case 113 , predict result/given label= 0.178996/1
predict case 114 , predict result/given label= 0.300809/1
predict case 115 , predict result/given label= 0.320455/1
predict case 116 , predict result/given label= 0.239607/1
predict case 117 , predict result/given label= 0.074355/1
predict case 118 , predict result/given label= 0.506746/1
predict case 119 , predict result/given label= 0.238256/1
predict case 120 , predict result/given label= 0.075840/1
predict case 121 , predict result/given label= 0.140532/1
predict case 122 , predict result/given label= 0.407812/1
predict case 123 , predict result/given label= 0.175828/1
predict case 124 , predict result/given label= 0.071797/1
predict case 125 , predict result/given label= 0.462048/1
predict case 126 , predict result/given label= 0.082902/1
predict case 127 , predict result/given label= 0.428111/1
predict case 128 , predict result/given label= 0.591505/1
predict case 129 , predict result/given label= 0.391930/1
predict case 130 , predict result/given label= 0.680453/1
predict case 131 , predict result/given label= 0.365132/1
predict case 132 , predict result/given label= 0.163718/0
predict case 133 , predict result/given label= 0.245022/0
predict case 134 , predict result/given label= 0.247010/0
predict case 135 , predict result/given label= 0.178535/0
predict case 136 , predict result/given label= 0.299772/0
predict case 137 , predict result/given label= 0.153136/0
predict case 138 , predict result/given label= 0.428866/0
predict case 139 , predict result/given label= 0.162777/0
predict case 140 , predict result/given label= 0.251657/0
predict case 141 , predict result/given label= 0.071248/0
predict case 142 , predict result/given label= 0.586732/0
predict case 143 , predict result/given label= 0.327191/0
predict case 144 , predict result/given label= 0.264818/0
predict case 145 , predict result/given label= 0.076039/0
predict case 146 , predict result/given label= 0.075854/0
predict case 147 , predict result/given label= 0.326936/0
predict case 148 , predict result/given label= 0.347944/0
predict case 149 , predict result/given label= 0.265955/0
predict case 150 , predict result/given label= 0.264727/0
predict case 151 , predict result/given label= 0.160720/0
predict case 152 , predict result/given label= 0.266584/0
predict case 153 , predict result/given label= 0.084883/0
predict case 154 , predict result/given label= 0.275959/0
predict case 155 , predict result/given label= 0.312867/0
predict case 156 , predict result/given label= 0.537387/0
predict case 157 , predict result/given label= 0.158787/0
predict case 158 , predict result/given label= 0.246841/0
predict case 159 , predict result/given label= 0.111594/0
predict case 160 , predict result/given label= 0.173922/0
predict case 161 , predict result/given label= 0.079941/0
predict case 162 , predict result/given label= 0.074800/0
predict case 163 , predict result/given label= 0.405874/0
predict case 164 , predict result/given label= 0.236643/0
predict case 165 , predict result/given label= 0.256646/0
predict case 166 , predict result/given label= 0.173922/0
predict case 167 , predict result/given label= 0.082077/0
predict case 168 , predict result/given label= 0.383603/0
predict case 169 , predict result/given label= 0.612087/0
predict case 170 , predict result/given label= 0.251562/0
predict case 171 , predict result/given label= 0.084883/0
predict case 172 , predict result/given label= 0.245022/0
predict case 173 , predict result/given label= 0.175400/0
predict case 174 , predict result/given label= 0.273449/0
predict case 175 , predict result/given label= 0.478561/0
predict case 176 , predict result/given label= 0.243626/0
predict case 177 , predict result/given label= 0.316865/0
predict case 178 , predict result/given label= 0.231179/0
predict case 179 , predict result/given label= 0.227863/0
predict case 180 , predict result/given label= 0.257730/0
predict case 181 , predict result/given label= 0.131592/0
predict case 182 , predict result/given label= 0.657420/0
predict case 183 , predict result/given label= 0.317712/0
predict case 184 , predict result/given label= 0.247750/0
predict case 185 , predict result/given label= 0.223245/0
predict case 186 , predict result/given label= 0.277070/0
predict case 187 , predict result/given label= 0.611147/0
predict case 188 , predict result/given label= 0.321342/0
predict case 189 , predict result/given label= 0.320168/0
predict case 190 , predict result/given label= 0.117714/0
predict case 191 , predict result/given label= 0.566273/0
predict case 192 , predict result/given label= 0.312867/0
predict case 193 , predict result/given label= 0.247836/0
predict case 194 , predict result/given label= 0.327754/0
predict case 195 , predict result/given label= 0.383603/0
predict case 196 , predict result/given label= 0.079313/0
predict case 197 , predict result/given label= 0.275959/0
predict case 198 , predict result/given label= 0.247750/0
predict case 199 , predict result/given label= 0.190315/0
predict case 200 , predict result/given label= 0.299772/0
predict case 201 , predict result/given label= 0.320522/0
predict case 202 , predict result/given label= 0.127436/0
predict case 203 , predict result/given label= 0.117239/0
predict case 204 , predict result/given label= 0.314622/0
predict case 205 , predict result/given label= 0.405874/0
predict case 206 , predict result/given label= 0.175752/0
predict case 207 , predict result/given label= 0.263774/0
predict case 208 , predict result/given label= 0.186516/0
predict case 209 , predict result/given label= 0.312867/0
predict case 210 , predict result/given label= 0.158787/0
predict case 211 , predict result/given label= 0.075854/0
predict case 212 , predict result/given label= 0.327191/0
predict case 213 , predict result/given label= 0.222890/0
predict case 214 , predict result/given label= 0.075854/0
predict case 215 , predict result/given label= 0.578512/0
predict case 216 , predict result/given label= 0.084883/0
predict case 217 , predict result/given label= 0.297941/0
predict case 218 , predict result/given label= 0.273449/0
predict case 219 , predict result/given label= 0.190315/0
predict case 220 , predict result/given label= 0.173922/0
predict case 221 , predict result/given label= 0.339125/0
predict case 222 , predict result/given label= 0.639177/0
predict case 223 , predict result/given label= 0.252404/0
