predict case 0 , predict result/given label= 0.530800/1
predict case 1 , predict result/given label= 0.187077/1
predict case 2 , predict result/given label= 0.074633/1
predict case 3 , predict result/given label= 0.607844/1
predict case 4 , predict result/given label= 0.478589/1
predict case 5 , predict result/given label= 0.245854/1
predict case 6 , predict result/given label= 0.066891/1
predict case 7 , predict result/given label= 0.347900/1
predict case 8 , predict result/given label= 0.235007/1
predict case 9 , predict result/given label= 0.187077/1
predict case 10 , predict result/given label= 0.537281/1
predict case 11 , predict result/given label= 0.155728/1
predict case 12 , predict result/given label= 0.070738/1
predict case 13 , predict result/given label= 0.298781/1
predict case 14 , predict result/given label= 0.583991/1
predict case 15 , predict result/given label= 0.441994/1
predict case 16 , predict result/given label= 0.156891/1
predict case 17 , predict result/given label= 0.155728/1
predict case 18 , predict result/given label= 0.071116/1
predict case 19 , predict result/given label= 0.404927/1
predict case 20 , predict result/given label= 0.074378/1
predict case 21 , predict result/given label= 0.105410/1
predict case 22 , predict result/given label= 0.177326/1
predict case 23 , predict result/given label= 0.155728/1
predict case 24 , predict result/given label= 0.070010/1
predict case 25 , predict result/given label= 0.464765/1
predict case 26 , predict result/given label= 0.061848/1
predict case 27 , predict result/given label= 0.155787/1
predict case 28 , predict result/given label= 0.074383/1
predict case 29 , predict result/given label= 0.118661/1
predict case 30 , predict result/given label= 0.066891/1
predict case 31 , predict result/given label= 0.070431/1
predict case 32 , predict result/given label= 0.257501/1
predict case 33 , predict result/given label= 0.072552/1
predict case 34 , predict result/given label= 0.245854/1
predict case 35 , predict result/given label= 0.355496/1
predict case 36 , predict result/given label= 0.074633/1
predict case 37 , predict result/given label= 0.347900/1
predict case 38 , predict result/given label= 0.071568/1
predict case 39 , predict result/given label= 0.274681/1
predict case 40 , predict result/given label= 0.068556/1
predict case 41 , predict result/given label= 0.269341/1
predict case 42 , predict result/given label= 0.501424/1
predict case 43 , predict result/given label= 0.118290/1
predict case 44 , predict result/given label= 0.100087/1
predict case 45 , predict result/given label= 0.273657/1
predict case 46 , predict result/given label= 0.074383/1
predict case 47 , predict result/given label= 0.628192/1
predict case 48 , predict result/given label= 0.104390/1
predict case 49 , predict result/given label= 0.445191/1
predict case 50 , predict result/given label= 0.313232/1
predict case 51 , predict result/given label= 0.479934/1
predict case 52 , predict result/given label= 0.548048/1
predict case 53 , predict result/given label= 0.111145/1
predict case 54 , predict result/given label= 0.065066/1
predict case 55 , predict result/given label= 0.169217/1
predict case 56 , predict result/given label= 0.581123/1
predict case 57 , predict result/given label= 0.074633/1
predict case 58 , predict result/given label= 0.579850/1
predict case 59 , predict result/given label= 0.086460/1
predict case 60 , predict result/given label= 0.074383/1
predict case 61 , predict result/given label= 0.493212/1
predict case 62 , predict result/given label= 0.064899/1
predict case 63 , predict result/given label= 0.073890/1
predict case 64 , predict result/given label= 0.098912/1
predict case 65 , predict result/given label= 0.607844/1
predict case 66 , predict result/given label= 0.445191/1
predict case 67 , predict result/given label= 0.628192/1
predict case 68 , predict result/given label= 0.537281/1
