predict case 0 , predict result/given label= 0.745772/1
predict case 1 , predict result/given label= 0.620347/1
predict case 2 , predict result/given label= 0.752980/1
predict case 3 , predict result/given label= 0.501476/1
predict case 4 , predict result/given label= 0.741506/1
predict case 5 , predict result/given label= 0.116618/1
predict case 6 , predict result/given label= 0.437660/1
predict case 7 , predict result/given label= 0.537225/1
predict case 8 , predict result/given label= 0.735987/1
predict case 9 , predict result/given label= 0.721359/1
predict case 10 , predict result/given label= 0.921457/1
predict case 11 , predict result/given label= 0.451006/1
predict case 12 , predict result/given label= 0.367053/1
predict case 13 , predict result/given label= 0.117873/1
predict case 14 , predict result/given label= 0.586058/1
predict case 15 , predict result/given label= 0.141575/1
predict case 16 , predict result/given label= 0.773428/1
predict case 17 , predict result/given label= 0.818958/1
predict case 18 , predict result/given label= 0.634305/1
predict case 19 , predict result/given label= 0.115698/1
predict case 20 , predict result/given label= 0.724301/1
predict case 21 , predict result/given label= 0.713491/1
predict case 22 , predict result/given label= 0.384806/1
predict case 23 , predict result/given label= 0.747423/1
predict case 24 , predict result/given label= 0.721358/1
predict case 25 , predict result/given label= 0.478017/1
predict case 26 , predict result/given label= 0.696066/1
predict case 27 , predict result/given label= 0.780953/1
predict case 28 , predict result/given label= 0.434450/1
predict case 29 , predict result/given label= 0.679952/1
predict case 30 , predict result/given label= 0.658053/1
predict case 31 , predict result/given label= 0.357779/1
predict case 32 , predict result/given label= 0.635549/1
predict case 33 , predict result/given label= 0.112796/1
predict case 34 , predict result/given label= 0.584929/1
predict case 35 , predict result/given label= 0.378159/1
predict case 36 , predict result/given label= 0.770161/1
predict case 37 , predict result/given label= 0.752834/1
predict case 38 , predict result/given label= 0.442148/1
predict case 39 , predict result/given label= 0.847557/1
predict case 40 , predict result/given label= 0.645126/1
predict case 41 , predict result/given label= 0.577865/1
predict case 42 , predict result/given label= 0.662299/1
predict case 43 , predict result/given label= 0.924933/1
predict case 44 , predict result/given label= 0.807281/1
predict case 45 , predict result/given label= 0.509129/1
predict case 46 , predict result/given label= 0.692992/1
predict case 47 , predict result/given label= 0.787438/1
predict case 48 , predict result/given label= 0.743432/1
predict case 49 , predict result/given label= 0.745772/1
predict case 50 , predict result/given label= 0.350922/1
predict case 51 , predict result/given label= 0.501359/1
predict case 52 , predict result/given label= 0.472946/1
predict case 53 , predict result/given label= 0.784744/1
predict case 54 , predict result/given label= 0.886756/1
predict case 55 , predict result/given label= 0.636118/1
predict case 56 , predict result/given label= 0.574697/1
predict case 57 , predict result/given label= 0.479039/1
predict case 58 , predict result/given label= 0.495943/1
predict case 59 , predict result/given label= 0.510240/1
predict case 60 , predict result/given label= 0.693393/1
predict case 61 , predict result/given label= 0.717800/1
predict case 62 , predict result/given label= 0.766880/1
predict case 63 , predict result/given label= 0.776614/1
predict case 64 , predict result/given label= 0.878761/1
predict case 65 , predict result/given label= 0.656066/1
predict case 66 , predict result/given label= 0.540864/1
predict case 67 , predict result/given label= 0.592520/1
predict case 68 , predict result/given label= 0.641873/1
predict case 69 , predict result/given label= 0.767431/1
predict case 70 , predict result/given label= 0.719578/1
predict case 71 , predict result/given label= 0.709859/1
predict case 72 , predict result/given label= 0.730500/1
predict case 73 , predict result/given label= 0.571662/1
predict case 74 , predict result/given label= 0.782136/1
predict case 75 , predict result/given label= 0.319340/1
predict case 76 , predict result/given label= 0.532551/1
predict case 77 , predict result/given label= 0.426220/1
predict case 78 , predict result/given label= 0.499776/1
predict case 79 , predict result/given label= 0.725980/1
predict case 80 , predict result/given label= 0.711378/1
predict case 81 , predict result/given label= 0.679285/1
predict case 82 , predict result/given label= 0.779691/1
predict case 83 , predict result/given label= 0.365800/1
predict case 84 , predict result/given label= 0.509041/1
predict case 85 , predict result/given label= 0.774370/1
predict case 86 , predict result/given label= 0.367377/1
predict case 87 , predict result/given label= 0.412202/1
predict case 88 , predict result/given label= 0.613468/1
predict case 89 , predict result/given label= 0.356850/1
predict case 90 , predict result/given label= 0.391004/1
predict case 91 , predict result/given label= 0.754973/1
predict case 92 , predict result/given label= 0.435812/1
predict case 93 , predict result/given label= 0.546345/1
predict case 94 , predict result/given label= 0.909153/1
predict case 95 , predict result/given label= 0.239127/1
predict case 96 , predict result/given label= 0.460456/1
predict case 97 , predict result/given label= 0.655067/1
predict case 98 , predict result/given label= 0.770062/1
predict case 99 , predict result/given label= 0.752616/1
predict case 100 , predict result/given label= 0.334484/1
predict case 101 , predict result/given label= 0.458571/1
predict case 102 , predict result/given label= 0.421124/1
predict case 103 , predict result/given label= 0.395070/1
predict case 104 , predict result/given label= 0.455095/1
predict case 105 , predict result/given label= 0.752556/1
predict case 106 , predict result/given label= 0.548427/1
predict case 107 , predict result/given label= 0.086362/1
predict case 108 , predict result/given label= 0.345682/1
predict case 109 , predict result/given label= 0.872244/1
predict case 110 , predict result/given label= 0.117837/1
predict case 111 , predict result/given label= 0.370732/1
predict case 112 , predict result/given label= 0.772878/1
predict case 113 , predict result/given label= 0.140895/1
predict case 114 , predict result/given label= 0.911340/1
predict case 115 , predict result/given label= 0.513300/1
predict case 116 , predict result/given label= 0.758258/1
predict case 117 , predict result/given label= 0.076348/1
predict case 118 , predict result/given label= 0.916541/1
predict case 119 , predict result/given label= 0.410379/1
predict case 120 , predict result/given label= 0.449169/1
predict case 121 , predict result/given label= 0.702708/1
predict case 122 , predict result/given label= 0.373075/1
predict case 123 , predict result/given label= 0.440526/1
predict case 124 , predict result/given label= 0.443566/1
predict case 125 , predict result/given label= 0.425360/1
predict case 126 , predict result/given label= 0.743272/1
predict case 127 , predict result/given label= 0.442628/1
predict case 128 , predict result/given label= 0.358342/1
predict case 129 , predict result/given label= 0.670028/1
predict case 130 , predict result/given label= 0.454027/1
predict case 131 , predict result/given label= 0.450870/1
predict case 132 , predict result/given label= 0.391223/1
predict case 133 , predict result/given label= 0.711343/1
predict case 134 , predict result/given label= 0.499252/1
predict case 135 , predict result/given label= 0.898552/1
predict case 136 , predict result/given label= 0.307217/1
predict case 137 , predict result/given label= 0.548009/1
predict case 138 , predict result/given label= 0.702066/1
predict case 139 , predict result/given label= 0.366198/1
predict case 140 , predict result/given label= 0.119977/1
predict case 141 , predict result/given label= 0.456296/1
predict case 142 , predict result/given label= 0.621402/1
predict case 143 , predict result/given label= 0.774074/1
predict case 144 , predict result/given label= 0.446100/1
predict case 145 , predict result/given label= 0.651036/1
predict case 146 , predict result/given label= 0.448543/1
predict case 147 , predict result/given label= 0.490134/1
predict case 148 , predict result/given label= 0.826838/1
predict case 149 , predict result/given label= 0.381885/1
predict case 150 , predict result/given label= 0.388337/1
predict case 151 , predict result/given label= 0.087765/1
predict case 152 , predict result/given label= 0.466871/1
predict case 153 , predict result/given label= 0.603873/1
predict case 154 , predict result/given label= 0.596030/1
predict case 155 , predict result/given label= 0.721139/1
predict case 156 , predict result/given label= 0.898148/1
predict case 157 , predict result/given label= 0.705967/1
predict case 158 , predict result/given label= 0.461481/1
predict case 159 , predict result/given label= 0.669379/1
predict case 160 , predict result/given label= 0.753972/1
predict case 161 , predict result/given label= 0.319668/1
predict case 162 , predict result/given label= 0.378579/1
predict case 163 , predict result/given label= 0.716745/1
predict case 164 , predict result/given label= 0.734192/1
predict case 165 , predict result/given label= 0.505858/1
predict case 166 , predict result/given label= 0.442740/1
predict case 167 , predict result/given label= 0.763721/1
predict case 168 , predict result/given label= 0.700797/1
predict case 169 , predict result/given label= 0.452683/1
predict case 170 , predict result/given label= 0.165752/1
predict case 171 , predict result/given label= 0.766626/1
predict case 172 , predict result/given label= 0.075554/1
predict case 173 , predict result/given label= 0.762923/1
predict case 174 , predict result/given label= 0.892424/1
predict case 175 , predict result/given label= 0.426677/1
predict case 176 , predict result/given label= 0.480006/1
predict case 177 , predict result/given label= 0.668418/1
predict case 178 , predict result/given label= 0.625749/1
predict case 179 , predict result/given label= 0.484007/1
predict case 180 , predict result/given label= 0.736008/1
predict case 181 , predict result/given label= 0.420112/1
predict case 182 , predict result/given label= 0.716645/1
predict case 183 , predict result/given label= 0.670410/1
predict case 184 , predict result/given label= 0.796418/1
predict case 185 , predict result/given label= 0.505868/1
predict case 186 , predict result/given label= 0.722260/1
predict case 187 , predict result/given label= 0.394161/1
predict case 188 , predict result/given label= 0.756417/1
predict case 189 , predict result/given label= 0.802837/1
predict case 190 , predict result/given label= 0.793128/1
predict case 191 , predict result/given label= 0.439537/1
predict case 192 , predict result/given label= 0.703114/1
predict case 193 , predict result/given label= 0.741158/1
predict case 194 , predict result/given label= 0.710171/1
predict case 195 , predict result/given label= 0.751151/1
predict case 196 , predict result/given label= 0.722358/1
predict case 197 , predict result/given label= 0.705427/1
predict case 198 , predict result/given label= 0.344140/1
predict case 199 , predict result/given label= 0.754621/1
predict case 200 , predict result/given label= 0.112659/1
predict case 201 , predict result/given label= 0.363817/1
predict case 202 , predict result/given label= 0.717947/1
predict case 203 , predict result/given label= 0.425303/1
predict case 204 , predict result/given label= 0.333930/1
predict case 205 , predict result/given label= 0.374838/1
predict case 206 , predict result/given label= 0.622277/1
predict case 207 , predict result/given label= 0.368940/1
predict case 208 , predict result/given label= 0.902559/1
predict case 209 , predict result/given label= 0.320142/1
predict case 210 , predict result/given label= 0.419863/1
predict case 211 , predict result/given label= 0.416825/1
predict case 212 , predict result/given label= 0.388782/1
predict case 213 , predict result/given label= 0.502590/1
predict case 214 , predict result/given label= 0.543438/1
predict case 215 , predict result/given label= 0.333823/1
predict case 216 , predict result/given label= 0.113339/1
predict case 217 , predict result/given label= 0.427231/1
predict case 218 , predict result/given label= 0.384531/1
predict case 219 , predict result/given label= 0.536894/1
predict case 220 , predict result/given label= 0.732135/1
predict case 221 , predict result/given label= 0.374189/1
predict case 222 , predict result/given label= 0.494792/1
predict case 223 , predict result/given label= 0.894541/1
predict case 224 , predict result/given label= 0.819156/1
predict case 225 , predict result/given label= 0.848426/1
predict case 226 , predict result/given label= 0.686522/1
predict case 227 , predict result/given label= 0.819772/1
predict case 228 , predict result/given label= 0.495864/1
predict case 229 , predict result/given label= 0.754333/1
predict case 230 , predict result/given label= 0.447542/1
predict case 231 , predict result/given label= 0.741032/1
predict case 232 , predict result/given label= 0.364028/1
predict case 233 , predict result/given label= 0.798890/1
predict case 234 , predict result/given label= 0.443070/1
predict case 235 , predict result/given label= 0.849460/1
predict case 236 , predict result/given label= 0.439202/1
predict case 237 , predict result/given label= 0.366042/1
predict case 238 , predict result/given label= 0.920711/1
predict case 239 , predict result/given label= 0.486223/1
predict case 240 , predict result/given label= 0.491827/1
predict case 241 , predict result/given label= 0.366017/1
predict case 242 , predict result/given label= 0.669714/1
predict case 243 , predict result/given label= 0.505955/1
predict case 244 , predict result/given label= 0.679730/1
predict case 245 , predict result/given label= 0.366701/1
predict case 246 , predict result/given label= 0.082477/1
predict case 247 , predict result/given label= 0.438313/1
predict case 248 , predict result/given label= 0.440525/1
predict case 249 , predict result/given label= 0.479475/1
predict case 250 , predict result/given label= 0.753914/1
predict case 251 , predict result/given label= 0.664527/1
predict case 252 , predict result/given label= 0.451969/1
predict case 253 , predict result/given label= 0.773980/1
predict case 254 , predict result/given label= 0.682589/1
predict case 255 , predict result/given label= 0.326742/1
predict case 256 , predict result/given label= 0.126823/1
predict case 257 , predict result/given label= 0.444161/1
predict case 258 , predict result/given label= 0.452112/1
predict case 259 , predict result/given label= 0.735578/1
predict case 260 , predict result/given label= 0.426481/1
predict case 261 , predict result/given label= 0.421569/1
predict case 262 , predict result/given label= 0.794158/1
predict case 263 , predict result/given label= 0.887524/1
predict case 264 , predict result/given label= 0.579872/1
predict case 265 , predict result/given label= 0.549565/1
predict case 266 , predict result/given label= 0.433825/1
predict case 267 , predict result/given label= 0.706270/1
predict case 268 , predict result/given label= 0.386807/1
predict case 269 , predict result/given label= 0.148254/1
predict case 270 , predict result/given label= 0.414038/1
predict case 271 , predict result/given label= 0.378661/1
predict case 272 , predict result/given label= 0.451988/1
predict case 273 , predict result/given label= 0.367088/1
predict case 274 , predict result/given label= 0.712347/1
predict case 275 , predict result/given label= 0.453154/1
predict case 276 , predict result/given label= 0.749570/1
predict case 277 , predict result/given label= 0.450837/1
predict case 278 , predict result/given label= 0.436117/1
predict case 279 , predict result/given label= 0.704325/1
predict case 280 , predict result/given label= 0.641356/1
predict case 281 , predict result/given label= 0.850268/1
predict case 282 , predict result/given label= 0.415621/1
predict case 283 , predict result/given label= 0.756879/1
predict case 284 , predict result/given label= 0.747481/1
predict case 285 , predict result/given label= 0.734196/1
predict case 286 , predict result/given label= 0.096522/1
predict case 287 , predict result/given label= 0.075565/1
predict case 288 , predict result/given label= 0.399043/1
predict case 289 , predict result/given label= 0.369188/1
predict case 290 , predict result/given label= 0.903670/1
predict case 291 , predict result/given label= 0.432659/1
predict case 292 , predict result/given label= 0.435971/1
predict case 293 , predict result/given label= 0.424286/1
predict case 294 , predict result/given label= 0.647952/1
predict case 295 , predict result/given label= 0.757647/1
predict case 296 , predict result/given label= 0.439692/1
predict case 297 , predict result/given label= 0.279747/1
predict case 298 , predict result/given label= 0.754168/1
predict case 299 , predict result/given label= 0.700530/1
predict case 300 , predict result/given label= 0.129654/1
predict case 301 , predict result/given label= 0.701517/1
predict case 302 , predict result/given label= 0.787454/1
predict case 303 , predict result/given label= 0.290949/1
predict case 304 , predict result/given label= 0.446730/1
predict case 305 , predict result/given label= 0.336104/1
predict case 306 , predict result/given label= 0.753562/1
predict case 307 , predict result/given label= 0.723245/1
predict case 308 , predict result/given label= 0.686810/1
predict case 309 , predict result/given label= 0.490542/1
predict case 310 , predict result/given label= 0.683324/1
predict case 311 , predict result/given label= 0.826761/1
predict case 312 , predict result/given label= 0.222427/1
predict case 313 , predict result/given label= 0.386908/1
predict case 314 , predict result/given label= 0.727928/1
predict case 315 , predict result/given label= 0.119527/1
predict case 316 , predict result/given label= 0.082481/1
predict case 317 , predict result/given label= 0.548829/1
predict case 318 , predict result/given label= 0.709465/1
predict case 319 , predict result/given label= 0.448402/1
