predict case 0 , predict result/given label= 0.790777/1
predict case 1 , predict result/given label= 0.423366/1
predict case 2 , predict result/given label= 0.742379/1
predict case 3 , predict result/given label= 0.792159/1
predict case 4 , predict result/given label= 0.901456/1
predict case 5 , predict result/given label= 0.407698/1
predict case 6 , predict result/given label= 0.319836/1
predict case 7 , predict result/given label= 0.864634/1
predict case 8 , predict result/given label= 0.708491/1
predict case 9 , predict result/given label= 0.888606/1
predict case 10 , predict result/given label= 0.349453/1
predict case 11 , predict result/given label= 0.836969/1
predict case 12 , predict result/given label= 0.414796/1
predict case 13 , predict result/given label= 0.724325/1
predict case 14 , predict result/given label= 0.299050/1
predict case 15 , predict result/given label= 0.932893/1
predict case 16 , predict result/given label= 0.303607/1
predict case 17 , predict result/given label= 0.860311/1
predict case 18 , predict result/given label= 0.703143/1
predict case 19 , predict result/given label= 0.463757/1
predict case 20 , predict result/given label= 0.544805/1
predict case 21 , predict result/given label= 0.791814/1
predict case 22 , predict result/given label= 0.930312/1
predict case 23 , predict result/given label= 0.451601/1
predict case 24 , predict result/given label= 0.314088/1
predict case 25 , predict result/given label= 0.807066/1
predict case 26 , predict result/given label= 0.838773/1
predict case 27 , predict result/given label= 0.817225/1
predict case 28 , predict result/given label= 0.480219/1
predict case 29 , predict result/given label= 0.541504/1
predict case 30 , predict result/given label= 0.333341/1
predict case 31 , predict result/given label= 0.585446/1
predict case 32 , predict result/given label= 0.401804/1
predict case 33 , predict result/given label= 0.408259/1
predict case 34 , predict result/given label= 0.749410/1
predict case 35 , predict result/given label= 0.607271/1
predict case 36 , predict result/given label= 0.836976/1
predict case 37 , predict result/given label= 0.326425/1
predict case 38 , predict result/given label= 0.899717/1
predict case 39 , predict result/given label= 0.871217/1
predict case 40 , predict result/given label= 0.880809/1
predict case 41 , predict result/given label= 0.810708/1
predict case 42 , predict result/given label= 0.437851/1
predict case 43 , predict result/given label= 0.334717/1
predict case 44 , predict result/given label= 0.476124/1
predict case 45 , predict result/given label= 0.815097/1
predict case 46 , predict result/given label= 0.706761/1
predict case 47 , predict result/given label= 0.709892/1
predict case 48 , predict result/given label= 0.797346/1
predict case 49 , predict result/given label= 0.870893/1
predict case 50 , predict result/given label= 0.749141/1
predict case 51 , predict result/given label= 0.544204/1
predict case 52 , predict result/given label= 0.242189/1
predict case 53 , predict result/given label= 0.825301/1
predict case 54 , predict result/given label= 0.500568/1
predict case 55 , predict result/given label= 0.515447/1
predict case 56 , predict result/given label= 0.528707/1
predict case 57 , predict result/given label= 0.500622/1
predict case 58 , predict result/given label= 0.424198/1
predict case 59 , predict result/given label= 0.871284/1
predict case 60 , predict result/given label= 0.437314/1
predict case 61 , predict result/given label= 0.822909/1
predict case 62 , predict result/given label= 0.894651/1
predict case 63 , predict result/given label= 0.743918/1
predict case 64 , predict result/given label= 0.352458/1
predict case 65 , predict result/given label= 0.302364/1
predict case 66 , predict result/given label= 0.330245/1
predict case 67 , predict result/given label= 0.448314/1
predict case 68 , predict result/given label= 0.285760/1
predict case 69 , predict result/given label= 0.586604/1
predict case 70 , predict result/given label= 0.737187/1
predict case 71 , predict result/given label= 0.405726/1
predict case 72 , predict result/given label= 0.394846/1
predict case 73 , predict result/given label= 0.377815/1
predict case 74 , predict result/given label= 0.424278/1
predict case 75 , predict result/given label= 0.819335/1
predict case 76 , predict result/given label= 0.294502/1
predict case 77 , predict result/given label= 0.855856/1
predict case 78 , predict result/given label= 0.880380/1
predict case 79 , predict result/given label= 0.880124/1
predict case 80 , predict result/given label= 0.469746/1
predict case 81 , predict result/given label= 0.803555/1
predict case 82 , predict result/given label= 0.282378/1
predict case 83 , predict result/given label= 0.261942/1
predict case 84 , predict result/given label= 0.391969/1
predict case 85 , predict result/given label= 0.674718/1
predict case 86 , predict result/given label= 0.912277/1
predict case 87 , predict result/given label= 0.846602/1
predict case 88 , predict result/given label= 0.657052/1
predict case 89 , predict result/given label= 0.710748/1
predict case 90 , predict result/given label= 0.793680/1
predict case 91 , predict result/given label= 0.804789/1
predict case 92 , predict result/given label= 0.598989/1
predict case 93 , predict result/given label= 0.647253/1
predict case 94 , predict result/given label= 0.414707/1
predict case 95 , predict result/given label= 0.646360/1
predict case 96 , predict result/given label= 0.453893/1
predict case 97 , predict result/given label= 0.362878/1
predict case 98 , predict result/given label= 0.816051/1
predict case 99 , predict result/given label= 0.695660/1
predict case 100 , predict result/given label= 0.854986/1
predict case 101 , predict result/given label= 0.521251/1
predict case 102 , predict result/given label= 0.797258/1
predict case 103 , predict result/given label= 0.333278/1
predict case 104 , predict result/given label= 0.296442/1
predict case 105 , predict result/given label= 0.761222/1
predict case 106 , predict result/given label= 0.668946/1
predict case 107 , predict result/given label= 0.368318/1
predict case 108 , predict result/given label= 0.617710/1
predict case 109 , predict result/given label= 0.760947/1
predict case 110 , predict result/given label= 0.461311/1
predict case 111 , predict result/given label= 0.733020/1
predict case 112 , predict result/given label= 0.863603/1
predict case 113 , predict result/given label= 0.836489/1
predict case 114 , predict result/given label= 0.369402/1
predict case 115 , predict result/given label= 0.733648/1
predict case 116 , predict result/given label= 0.701192/1
predict case 117 , predict result/given label= 0.886424/1
predict case 118 , predict result/given label= 0.349304/1
predict case 119 , predict result/given label= 0.397348/1
predict case 120 , predict result/given label= 0.798747/1
predict case 121 , predict result/given label= 0.753543/1
predict case 122 , predict result/given label= 0.860964/1
predict case 123 , predict result/given label= 0.582773/1
predict case 124 , predict result/given label= 0.796967/1
predict case 125 , predict result/given label= 0.311259/1
predict case 126 , predict result/given label= 0.418029/1
predict case 127 , predict result/given label= 0.891508/1
predict case 128 , predict result/given label= 0.509877/1
predict case 129 , predict result/given label= 0.932372/1
predict case 130 , predict result/given label= 0.928136/1
predict case 131 , predict result/given label= 0.866875/1
predict case 132 , predict result/given label= 0.866988/1
predict case 133 , predict result/given label= 0.778694/1
predict case 134 , predict result/given label= 0.307240/1
predict case 135 , predict result/given label= 0.359060/1
predict case 136 , predict result/given label= 0.832871/1
predict case 137 , predict result/given label= 0.828484/1
predict case 138 , predict result/given label= 0.358732/1
predict case 139 , predict result/given label= 0.854230/1
predict case 140 , predict result/given label= 0.318219/1
predict case 141 , predict result/given label= 0.851259/1
predict case 142 , predict result/given label= 0.342033/1
predict case 143 , predict result/given label= 0.452491/1
predict case 144 , predict result/given label= 0.436657/1
predict case 145 , predict result/given label= 0.317961/1
predict case 146 , predict result/given label= 0.455873/1
predict case 147 , predict result/given label= 0.735185/1
predict case 148 , predict result/given label= 0.792017/1
predict case 149 , predict result/given label= 0.798077/1
predict case 150 , predict result/given label= 0.430282/1
predict case 151 , predict result/given label= 0.802660/1
predict case 152 , predict result/given label= 0.333159/1
predict case 153 , predict result/given label= 0.810544/1
predict case 154 , predict result/given label= 0.845447/1
predict case 155 , predict result/given label= 0.640775/1
predict case 156 , predict result/given label= 0.628716/1
predict case 157 , predict result/given label= 0.530606/1
predict case 158 , predict result/given label= 0.419099/1
predict case 159 , predict result/given label= 0.309486/1
predict case 160 , predict result/given label= 0.423137/1
predict case 161 , predict result/given label= 0.333862/1
predict case 162 , predict result/given label= 0.705701/1
predict case 163 , predict result/given label= 0.908118/1
predict case 164 , predict result/given label= 0.366413/1
predict case 165 , predict result/given label= 0.429546/1
predict case 166 , predict result/given label= 0.325673/1
predict case 167 , predict result/given label= 0.743317/1
predict case 168 , predict result/given label= 0.914482/1
predict case 169 , predict result/given label= 0.657898/1
predict case 170 , predict result/given label= 0.882475/1
predict case 171 , predict result/given label= 0.372937/1
predict case 172 , predict result/given label= 0.741778/1
predict case 173 , predict result/given label= 0.423752/1
predict case 174 , predict result/given label= 0.720547/1
predict case 175 , predict result/given label= 0.930373/1
predict case 176 , predict result/given label= 0.403716/1
predict case 177 , predict result/given label= 0.471971/1
predict case 178 , predict result/given label= 0.488571/1
predict case 179 , predict result/given label= 0.336065/1
predict case 180 , predict result/given label= 0.693289/1
predict case 181 , predict result/given label= 0.497748/1
predict case 182 , predict result/given label= 0.876210/1
predict case 183 , predict result/given label= 0.833039/1
predict case 184 , predict result/given label= 0.432809/1
predict case 185 , predict result/given label= 0.262079/1
predict case 186 , predict result/given label= 0.346624/1
predict case 187 , predict result/given label= 0.311448/1
predict case 188 , predict result/given label= 0.747107/1
predict case 189 , predict result/given label= 0.489048/1
predict case 190 , predict result/given label= 0.641408/1
predict case 191 , predict result/given label= 0.325708/1
predict case 192 , predict result/given label= 0.451889/1
predict case 193 , predict result/given label= 0.805744/1
predict case 194 , predict result/given label= 0.741850/1
predict case 195 , predict result/given label= 0.778635/1
predict case 196 , predict result/given label= 0.829660/1
predict case 197 , predict result/given label= 0.433847/1
predict case 198 , predict result/given label= 0.909314/1
predict case 199 , predict result/given label= 0.490256/1
predict case 200 , predict result/given label= 0.574283/1
predict case 201 , predict result/given label= 0.218042/1
predict case 202 , predict result/given label= 0.674674/1
predict case 203 , predict result/given label= 0.331621/1
predict case 204 , predict result/given label= 0.807081/1
predict case 205 , predict result/given label= 0.907698/1
predict case 206 , predict result/given label= 0.425000/1
predict case 207 , predict result/given label= 0.837340/1
predict case 208 , predict result/given label= 0.845972/1
predict case 209 , predict result/given label= 0.318705/1
predict case 210 , predict result/given label= 0.361123/1
predict case 211 , predict result/given label= 0.725650/1
predict case 212 , predict result/given label= 0.628481/1
predict case 213 , predict result/given label= 0.722193/1
predict case 214 , predict result/given label= 0.361088/1
predict case 215 , predict result/given label= 0.795999/1
predict case 216 , predict result/given label= 0.416274/1
predict case 217 , predict result/given label= 0.685119/1
predict case 218 , predict result/given label= 0.700500/1
predict case 219 , predict result/given label= 0.557748/1
predict case 220 , predict result/given label= 0.668077/1
predict case 221 , predict result/given label= 0.300511/1
predict case 222 , predict result/given label= 0.581010/1
predict case 223 , predict result/given label= 0.666622/1
predict case 224 , predict result/given label= 0.859435/1
predict case 225 , predict result/given label= 0.381232/1
predict case 226 , predict result/given label= 0.421048/1
predict case 227 , predict result/given label= 0.779555/1
predict case 228 , predict result/given label= 0.404317/1
predict case 229 , predict result/given label= 0.816038/1
predict case 230 , predict result/given label= 0.655208/1
predict case 231 , predict result/given label= 0.437754/1
predict case 232 , predict result/given label= 0.840539/1
predict case 233 , predict result/given label= 0.391169/1
predict case 234 , predict result/given label= 0.704213/1
predict case 235 , predict result/given label= 0.677062/1
predict case 236 , predict result/given label= 0.842337/1
predict case 237 , predict result/given label= 0.703302/1
predict case 238 , predict result/given label= 0.915320/1
predict case 239 , predict result/given label= 0.392448/1
predict case 240 , predict result/given label= 0.567331/1
predict case 241 , predict result/given label= 0.352663/1
predict case 242 , predict result/given label= 0.839875/1
predict case 243 , predict result/given label= 0.369205/1
predict case 244 , predict result/given label= 0.893131/1
predict case 245 , predict result/given label= 0.488827/1
predict case 246 , predict result/given label= 0.891266/1
predict case 247 , predict result/given label= 0.463257/1
predict case 248 , predict result/given label= 0.361517/1
predict case 249 , predict result/given label= 0.692911/1
predict case 250 , predict result/given label= 0.880485/1
predict case 251 , predict result/given label= 0.745687/1
predict case 252 , predict result/given label= 0.352968/1
predict case 253 , predict result/given label= 0.308346/1
predict case 254 , predict result/given label= 0.341287/1
predict case 255 , predict result/given label= 0.529908/1
predict case 256 , predict result/given label= 0.772737/1
predict case 257 , predict result/given label= 0.928844/1
predict case 258 , predict result/given label= 0.242933/1
predict case 259 , predict result/given label= 0.338317/1
predict case 260 , predict result/given label= 0.247736/1
predict case 261 , predict result/given label= 0.462713/1
predict case 262 , predict result/given label= 0.835088/1
predict case 263 , predict result/given label= 0.545558/1
predict case 264 , predict result/given label= 0.383145/1
predict case 265 , predict result/given label= 0.423022/1
predict case 266 , predict result/given label= 0.483337/1
predict case 267 , predict result/given label= 0.420526/1
predict case 268 , predict result/given label= 0.535434/1
predict case 269 , predict result/given label= 0.411607/1
predict case 270 , predict result/given label= 0.327069/1
predict case 271 , predict result/given label= 0.421349/1
predict case 272 , predict result/given label= 0.804420/1
predict case 273 , predict result/given label= 0.803241/1
predict case 274 , predict result/given label= 0.473588/1
predict case 275 , predict result/given label= 0.428932/1
predict case 276 , predict result/given label= 0.391099/1
predict case 277 , predict result/given label= 0.409846/1
predict case 278 , predict result/given label= 0.461693/1
predict case 279 , predict result/given label= 0.564999/1
predict case 280 , predict result/given label= 0.435045/1
predict case 281 , predict result/given label= 0.522891/1
predict case 282 , predict result/given label= 0.646776/1
predict case 283 , predict result/given label= 0.457593/1
predict case 284 , predict result/given label= 0.425899/1
predict case 285 , predict result/given label= 0.850818/1
predict case 286 , predict result/given label= 0.597455/1
predict case 287 , predict result/given label= 0.334996/1
predict case 288 , predict result/given label= 0.730243/1
predict case 289 , predict result/given label= 0.469101/1
predict case 290 , predict result/given label= 0.414451/1
predict case 291 , predict result/given label= 0.294767/1
predict case 292 , predict result/given label= 0.447885/1
predict case 293 , predict result/given label= 0.367693/1
predict case 294 , predict result/given label= 0.445729/1
predict case 295 , predict result/given label= 0.387229/1
predict case 296 , predict result/given label= 0.875451/1
predict case 297 , predict result/given label= 0.257272/1
predict case 298 , predict result/given label= 0.747097/1
predict case 299 , predict result/given label= 0.718874/1
predict case 300 , predict result/given label= 0.775331/1
predict case 301 , predict result/given label= 0.930097/1
predict case 302 , predict result/given label= 0.500408/1
predict case 303 , predict result/given label= 0.824278/1
predict case 304 , predict result/given label= 0.921772/1
