predict case 0 , predict result/given label= 0.067950/1
predict case 1 , predict result/given label= 0.059985/1
predict case 2 , predict result/given label= 0.061642/1
predict case 3 , predict result/given label= 0.057738/1
predict case 4 , predict result/given label= 0.055572/1
predict case 5 , predict result/given label= 0.065215/1
predict case 6 , predict result/given label= 0.057163/1
predict case 7 , predict result/given label= 0.068703/1
predict case 8 , predict result/given label= 0.057787/1
predict case 9 , predict result/given label= 0.058232/1
predict case 10 , predict result/given label= 0.070041/1
predict case 11 , predict result/given label= 0.059483/1
predict case 12 , predict result/given label= 0.064525/1
predict case 13 , predict result/given label= 0.059040/1
predict case 14 , predict result/given label= 0.057162/1
predict case 15 , predict result/given label= 0.057863/1
predict case 16 , predict result/given label= 0.060053/0
predict case 17 , predict result/given label= 0.113495/0
predict case 18 , predict result/given label= 0.067347/0
predict case 19 , predict result/given label= 0.065709/0
predict case 20 , predict result/given label= 0.055525/0
predict case 21 , predict result/given label= 0.086059/0
predict case 22 , predict result/given label= 0.082888/0
predict case 23 , predict result/given label= 0.069346/0
predict case 24 , predict result/given label= 0.070605/0
predict case 25 , predict result/given label= 0.070743/0
predict case 26 , predict result/given label= 0.068458/0
predict case 27 , predict result/given label= 0.058269/0
predict case 28 , predict result/given label= 0.062969/0
predict case 29 , predict result/given label= 0.053405/0
predict case 30 , predict result/given label= 0.064468/0
predict case 31 , predict result/given label= 0.069467/0
