predict case 0 , predict result/given label= 0.918023/1
predict case 1 , predict result/given label= 0.848171/1
predict case 2 , predict result/given label= 0.385960/1
predict case 3 , predict result/given label= 0.932765/1
predict case 4 , predict result/given label= 0.929692/1
predict case 5 , predict result/given label= 0.852680/1
predict case 6 , predict result/given label= 0.879664/1
predict case 7 , predict result/given label= 0.660592/1
predict case 8 , predict result/given label= 0.894791/1
predict case 9 , predict result/given label= 0.831548/1
predict case 10 , predict result/given label= 0.849490/1
predict case 11 , predict result/given label= 0.363858/1
predict case 12 , predict result/given label= 0.742859/1
predict case 13 , predict result/given label= 0.256658/1
predict case 14 , predict result/given label= 0.533879/1
predict case 15 , predict result/given label= 0.300060/1
predict case 16 , predict result/given label= 0.886750/1
predict case 17 , predict result/given label= 0.366372/1
predict case 18 , predict result/given label= 0.592046/1
predict case 19 , predict result/given label= 0.374552/1
predict case 20 , predict result/given label= 0.927638/1
predict case 21 , predict result/given label= 0.251448/1
predict case 22 , predict result/given label= 0.923247/1
predict case 23 , predict result/given label= 0.781418/1
predict case 24 , predict result/given label= 0.577273/1
predict case 25 , predict result/given label= 0.925373/1
predict case 26 , predict result/given label= 0.420852/1
predict case 27 , predict result/given label= 0.877655/1
predict case 28 , predict result/given label= 0.825624/1
predict case 29 , predict result/given label= 0.932483/1
predict case 30 , predict result/given label= 0.924533/1
predict case 31 , predict result/given label= 0.443541/1
predict case 32 , predict result/given label= 0.471698/1
predict case 33 , predict result/given label= 0.470171/1
predict case 34 , predict result/given label= 0.307155/1
predict case 35 , predict result/given label= 0.932851/1
predict case 36 , predict result/given label= 0.255469/1
predict case 37 , predict result/given label= 0.449733/1
predict case 38 , predict result/given label= 0.261315/1
predict case 39 , predict result/given label= 0.928327/1
predict case 40 , predict result/given label= 0.245008/1
predict case 41 , predict result/given label= 0.921179/1
predict case 42 , predict result/given label= 0.924499/1
predict case 43 , predict result/given label= 0.342026/1
predict case 44 , predict result/given label= 0.311505/1
predict case 45 , predict result/given label= 0.935093/1
predict case 46 , predict result/given label= 0.921036/1
predict case 47 , predict result/given label= 0.338823/1
predict case 48 , predict result/given label= 0.929715/1
predict case 49 , predict result/given label= 0.931494/1
predict case 50 , predict result/given label= 0.301732/1
predict case 51 , predict result/given label= 0.814490/1
predict case 52 , predict result/given label= 0.530416/1
predict case 53 , predict result/given label= 0.855623/1
predict case 54 , predict result/given label= 0.424291/1
predict case 55 , predict result/given label= 0.789338/1
predict case 56 , predict result/given label= 0.933616/1
predict case 57 , predict result/given label= 0.926979/1
predict case 58 , predict result/given label= 0.863703/1
predict case 59 , predict result/given label= 0.321651/1
predict case 60 , predict result/given label= 0.562516/1
predict case 61 , predict result/given label= 0.934693/1
predict case 62 , predict result/given label= 0.907205/1
predict case 63 , predict result/given label= 0.345787/1
predict case 64 , predict result/given label= 0.920750/1
predict case 65 , predict result/given label= 0.253675/1
predict case 66 , predict result/given label= 0.464746/1
predict case 67 , predict result/given label= 0.856606/1
predict case 68 , predict result/given label= 0.905816/1
predict case 69 , predict result/given label= 0.187994/1
predict case 70 , predict result/given label= 0.935393/1
predict case 71 , predict result/given label= 0.902384/1
predict case 72 , predict result/given label= 0.273327/1
predict case 73 , predict result/given label= 0.425231/1
predict case 74 , predict result/given label= 0.376507/1
predict case 75 , predict result/given label= 0.934656/1
predict case 76 , predict result/given label= 0.509293/1
predict case 77 , predict result/given label= 0.288946/1
predict case 78 , predict result/given label= 0.925444/1
predict case 79 , predict result/given label= 0.876800/1
predict case 80 , predict result/given label= 0.922297/1
predict case 81 , predict result/given label= 0.728185/1
predict case 82 , predict result/given label= 0.929844/1
predict case 83 , predict result/given label= 0.543388/1
predict case 84 , predict result/given label= 0.842702/1
predict case 85 , predict result/given label= 0.472580/1
predict case 86 , predict result/given label= 0.247949/1
predict case 87 , predict result/given label= 0.934665/1
predict case 88 , predict result/given label= 0.287992/1
predict case 89 , predict result/given label= 0.351782/1
predict case 90 , predict result/given label= 0.303996/1
predict case 91 , predict result/given label= 0.798675/1
predict case 92 , predict result/given label= 0.921100/1
predict case 93 , predict result/given label= 0.934897/1
predict case 94 , predict result/given label= 0.885254/1
predict case 95 , predict result/given label= 0.925318/1
predict case 96 , predict result/given label= 0.924713/1
predict case 97 , predict result/given label= 0.934584/1
predict case 98 , predict result/given label= 0.825958/1
predict case 99 , predict result/given label= 0.323704/1
predict case 100 , predict result/given label= 0.355991/1
predict case 101 , predict result/given label= 0.383576/1
predict case 102 , predict result/given label= 0.830012/1
predict case 103 , predict result/given label= 0.905977/1
predict case 104 , predict result/given label= 0.689983/1
predict case 105 , predict result/given label= 0.896616/1
predict case 106 , predict result/given label= 0.775774/1
predict case 107 , predict result/given label= 0.830012/1
predict case 108 , predict result/given label= 0.535724/1
predict case 109 , predict result/given label= 0.831208/1
predict case 110 , predict result/given label= 0.927973/1
predict case 111 , predict result/given label= 0.932959/1
predict case 112 , predict result/given label= 0.722141/1
predict case 113 , predict result/given label= 0.927213/1
predict case 114 , predict result/given label= 0.929166/1
predict case 115 , predict result/given label= 0.910307/1
predict case 116 , predict result/given label= 0.737452/1
predict case 117 , predict result/given label= 0.929847/1
predict case 118 , predict result/given label= 0.478380/1
predict case 119 , predict result/given label= 0.729337/1
predict case 120 , predict result/given label= 0.930702/1
predict case 121 , predict result/given label= 0.934724/1
predict case 122 , predict result/given label= 0.763848/1
predict case 123 , predict result/given label= 0.815199/1
predict case 124 , predict result/given label= 0.910671/1
predict case 125 , predict result/given label= 0.683440/1
predict case 126 , predict result/given label= 0.341699/1
predict case 127 , predict result/given label= 0.935577/1
predict case 128 , predict result/given label= 0.928632/1
predict case 129 , predict result/given label= 0.559664/1
predict case 130 , predict result/given label= 0.933407/1
predict case 131 , predict result/given label= 0.474538/1
predict case 132 , predict result/given label= 0.647457/1
predict case 133 , predict result/given label= 0.929559/1
predict case 134 , predict result/given label= 0.730191/1
predict case 135 , predict result/given label= 0.524524/1
predict case 136 , predict result/given label= 0.803288/1
predict case 137 , predict result/given label= 0.687827/1
predict case 138 , predict result/given label= 0.892308/1
predict case 139 , predict result/given label= 0.934035/1
predict case 140 , predict result/given label= 0.567126/1
predict case 141 , predict result/given label= 0.801153/1
predict case 142 , predict result/given label= 0.904534/1
predict case 143 , predict result/given label= 0.928676/1
predict case 144 , predict result/given label= 0.929215/1
predict case 145 , predict result/given label= 0.830012/1
predict case 146 , predict result/given label= 0.421207/1
predict case 147 , predict result/given label= 0.252039/1
predict case 148 , predict result/given label= 0.680123/1
predict case 149 , predict result/given label= 0.353091/1
predict case 150 , predict result/given label= 0.906440/1
predict case 151 , predict result/given label= 0.294143/1
predict case 152 , predict result/given label= 0.712003/1
predict case 153 , predict result/given label= 0.430512/1
predict case 154 , predict result/given label= 0.804267/1
predict case 155 , predict result/given label= 0.482933/1
predict case 156 , predict result/given label= 0.569176/1
predict case 157 , predict result/given label= 0.472331/1
predict case 158 , predict result/given label= 0.830012/1
predict case 159 , predict result/given label= 0.367474/1
predict case 160 , predict result/given label= 0.474800/1
predict case 161 , predict result/given label= 0.671982/1
predict case 162 , predict result/given label= 0.913343/1
predict case 163 , predict result/given label= 0.338435/1
predict case 164 , predict result/given label= 0.816246/1
predict case 165 , predict result/given label= 0.321651/1
predict case 166 , predict result/given label= 0.924699/1
predict case 167 , predict result/given label= 0.495601/1
predict case 168 , predict result/given label= 0.456594/1
predict case 169 , predict result/given label= 0.923342/1
predict case 170 , predict result/given label= 0.262588/1
predict case 171 , predict result/given label= 0.491788/1
predict case 172 , predict result/given label= 0.375843/1
predict case 173 , predict result/given label= 0.928056/1
predict case 174 , predict result/given label= 0.849480/1
predict case 175 , predict result/given label= 0.333992/1
predict case 176 , predict result/given label= 0.835156/1
predict case 177 , predict result/given label= 0.859373/1
predict case 178 , predict result/given label= 0.852763/1
predict case 179 , predict result/given label= 0.611969/1
predict case 180 , predict result/given label= 0.907121/1
predict case 181 , predict result/given label= 0.842397/1
predict case 182 , predict result/given label= 0.410480/1
predict case 183 , predict result/given label= 0.578603/1
predict case 184 , predict result/given label= 0.466657/1
predict case 185 , predict result/given label= 0.405052/1
predict case 186 , predict result/given label= 0.735548/1
predict case 187 , predict result/given label= 0.363979/1
predict case 188 , predict result/given label= 0.383062/1
predict case 189 , predict result/given label= 0.875187/1
predict case 190 , predict result/given label= 0.893493/1
predict case 191 , predict result/given label= 0.392290/1
predict case 192 , predict result/given label= 0.404546/1
predict case 193 , predict result/given label= 0.288532/1
predict case 194 , predict result/given label= 0.413133/1
predict case 195 , predict result/given label= 0.793589/1
predict case 196 , predict result/given label= 0.315464/1
predict case 197 , predict result/given label= 0.928287/1
predict case 198 , predict result/given label= 0.927987/1
predict case 199 , predict result/given label= 0.586397/1
predict case 200 , predict result/given label= 0.543871/1
predict case 201 , predict result/given label= 0.312908/1
predict case 202 , predict result/given label= 0.872972/1
predict case 203 , predict result/given label= 0.880103/1
predict case 204 , predict result/given label= 0.533117/1
predict case 205 , predict result/given label= 0.585656/1
predict case 206 , predict result/given label= 0.331593/1
predict case 207 , predict result/given label= 0.897229/1
predict case 208 , predict result/given label= 0.421409/1
predict case 209 , predict result/given label= 0.881035/1
predict case 210 , predict result/given label= 0.257765/1
predict case 211 , predict result/given label= 0.729334/1
predict case 212 , predict result/given label= 0.924555/1
predict case 213 , predict result/given label= 0.932372/1
predict case 214 , predict result/given label= 0.419454/1
predict case 215 , predict result/given label= 0.487860/1
predict case 216 , predict result/given label= 0.536997/1
predict case 217 , predict result/given label= 0.270482/1
predict case 218 , predict result/given label= 0.862890/1
predict case 219 , predict result/given label= 0.415008/1
predict case 220 , predict result/given label= 0.930405/1
predict case 221 , predict result/given label= 0.321651/1
predict case 222 , predict result/given label= 0.325376/1
predict case 223 , predict result/given label= 0.321651/1
predict case 224 , predict result/given label= 0.910757/1
predict case 225 , predict result/given label= 0.478734/1
predict case 226 , predict result/given label= 0.432073/1
predict case 227 , predict result/given label= 0.407992/1
predict case 228 , predict result/given label= 0.795994/1
predict case 229 , predict result/given label= 0.906253/1
predict case 230 , predict result/given label= 0.273523/1
predict case 231 , predict result/given label= 0.297190/1
predict case 232 , predict result/given label= 0.314677/1
predict case 233 , predict result/given label= 0.933278/1
predict case 234 , predict result/given label= 0.496205/1
predict case 235 , predict result/given label= 0.881660/1
predict case 236 , predict result/given label= 0.738467/1
predict case 237 , predict result/given label= 0.316180/1
predict case 238 , predict result/given label= 0.810007/1
predict case 239 , predict result/given label= 0.419922/1
predict case 240 , predict result/given label= 0.529510/1
predict case 241 , predict result/given label= 0.886850/1
predict case 242 , predict result/given label= 0.929685/1
predict case 243 , predict result/given label= 0.457162/1
predict case 244 , predict result/given label= 0.390646/1
predict case 245 , predict result/given label= 0.933624/1
predict case 246 , predict result/given label= 0.830634/1
predict case 247 , predict result/given label= 0.882029/1
predict case 248 , predict result/given label= 0.321651/1
predict case 249 , predict result/given label= 0.453113/1
predict case 250 , predict result/given label= 0.830012/1
predict case 251 , predict result/given label= 0.470295/1
predict case 252 , predict result/given label= 0.842201/1
predict case 253 , predict result/given label= 0.282633/1
predict case 254 , predict result/given label= 0.251050/1
predict case 255 , predict result/given label= 0.927942/1
predict case 256 , predict result/given label= 0.515510/1
predict case 257 , predict result/given label= 0.933816/1
predict case 258 , predict result/given label= 0.869867/1
predict case 259 , predict result/given label= 0.737485/1
predict case 260 , predict result/given label= 0.616157/1
predict case 261 , predict result/given label= 0.931015/1
predict case 262 , predict result/given label= 0.275367/1
predict case 263 , predict result/given label= 0.914196/1
predict case 264 , predict result/given label= 0.898617/1
predict case 265 , predict result/given label= 0.432436/1
predict case 266 , predict result/given label= 0.280477/1
predict case 267 , predict result/given label= 0.305235/1
predict case 268 , predict result/given label= 0.932109/1
predict case 269 , predict result/given label= 0.830012/1
predict case 270 , predict result/given label= 0.790565/1
predict case 271 , predict result/given label= 0.935016/1
predict case 272 , predict result/given label= 0.931848/1
predict case 273 , predict result/given label= 0.469842/1
predict case 274 , predict result/given label= 0.753229/1
predict case 275 , predict result/given label= 0.849736/1
predict case 276 , predict result/given label= 0.830012/1
predict case 277 , predict result/given label= 0.283536/1
predict case 278 , predict result/given label= 0.933046/1
predict case 279 , predict result/given label= 0.892766/1
predict case 280 , predict result/given label= 0.931373/1
predict case 281 , predict result/given label= 0.283520/1
predict case 282 , predict result/given label= 0.618663/1
predict case 283 , predict result/given label= 0.876800/1
predict case 284 , predict result/given label= 0.703645/1
predict case 285 , predict result/given label= 0.306953/1
predict case 286 , predict result/given label= 0.406168/1
predict case 287 , predict result/given label= 0.630681/1
predict case 288 , predict result/given label= 0.475652/1
predict case 289 , predict result/given label= 0.872972/1
predict case 290 , predict result/given label= 0.924816/1
predict case 291 , predict result/given label= 0.915588/1
predict case 292 , predict result/given label= 0.771513/1
predict case 293 , predict result/given label= 0.652828/1
predict case 294 , predict result/given label= 0.798152/1
predict case 295 , predict result/given label= 0.865254/1
predict case 296 , predict result/given label= 0.924568/1
predict case 297 , predict result/given label= 0.559689/1
predict case 298 , predict result/given label= 0.924636/1
predict case 299 , predict result/given label= 0.758806/1
predict case 300 , predict result/given label= 0.706880/1
predict case 301 , predict result/given label= 0.742405/1
predict case 302 , predict result/given label= 0.453241/1
predict case 303 , predict result/given label= 0.537324/1
predict case 304 , predict result/given label= 0.550272/1
predict case 305 , predict result/given label= 0.392041/1
predict case 306 , predict result/given label= 0.326859/1
predict case 307 , predict result/given label= 0.876793/1
predict case 308 , predict result/given label= 0.890217/1
predict case 309 , predict result/given label= 0.927162/1
predict case 310 , predict result/given label= 0.867892/1
predict case 311 , predict result/given label= 0.830012/1
predict case 312 , predict result/given label= 0.553114/1
predict case 313 , predict result/given label= 0.905953/1
predict case 314 , predict result/given label= 0.365992/1
predict case 315 , predict result/given label= 0.408976/1
predict case 316 , predict result/given label= 0.246669/1
predict case 317 , predict result/given label= 0.677086/1
predict case 318 , predict result/given label= 0.854970/1
predict case 319 , predict result/given label= 0.436598/1
predict case 320 , predict result/given label= 0.904520/1
predict case 321 , predict result/given label= 0.262588/1
predict case 322 , predict result/given label= 0.830012/1
predict case 323 , predict result/given label= 0.312799/1
predict case 324 , predict result/given label= 0.860440/1
predict case 325 , predict result/given label= 0.742340/1
predict case 326 , predict result/given label= 0.865865/1
predict case 327 , predict result/given label= 0.465926/1
predict case 328 , predict result/given label= 0.773127/1
predict case 329 , predict result/given label= 0.898721/1
predict case 330 , predict result/given label= 0.872678/1
predict case 331 , predict result/given label= 0.321748/1
predict case 332 , predict result/given label= 0.905208/1
predict case 333 , predict result/given label= 0.924785/1
predict case 334 , predict result/given label= 0.252356/1
predict case 335 , predict result/given label= 0.300756/1
predict case 336 , predict result/given label= 0.439023/1
predict case 337 , predict result/given label= 0.346971/1
predict case 338 , predict result/given label= 0.876800/1
predict case 339 , predict result/given label= 0.549497/1
predict case 340 , predict result/given label= 0.399562/1
predict case 341 , predict result/given label= 0.935082/1
predict case 342 , predict result/given label= 0.854536/1
predict case 343 , predict result/given label= 0.923741/1
predict case 344 , predict result/given label= 0.341699/1
predict case 345 , predict result/given label= 0.929251/1
predict case 346 , predict result/given label= 0.886914/1
predict case 347 , predict result/given label= 0.844711/1
predict case 348 , predict result/given label= 0.321651/1
predict case 349 , predict result/given label= 0.389489/1
predict case 350 , predict result/given label= 0.773332/1
predict case 351 , predict result/given label= 0.408505/1
predict case 352 , predict result/given label= 0.436017/1
predict case 353 , predict result/given label= 0.318237/1
predict case 354 , predict result/given label= 0.266791/1
predict case 355 , predict result/given label= 0.388368/1
predict case 356 , predict result/given label= 0.849427/1
predict case 357 , predict result/given label= 0.302096/1
predict case 358 , predict result/given label= 0.900939/1
predict case 359 , predict result/given label= 0.933831/1
predict case 360 , predict result/given label= 0.830012/1
predict case 361 , predict result/given label= 0.472083/1
predict case 362 , predict result/given label= 0.906869/1
predict case 363 , predict result/given label= 0.926964/1
predict case 364 , predict result/given label= 0.930928/1
predict case 365 , predict result/given label= 0.317201/1
predict case 366 , predict result/given label= 0.862959/1
predict case 367 , predict result/given label= 0.395803/1
predict case 368 , predict result/given label= 0.292646/1
predict case 369 , predict result/given label= 0.838178/1
predict case 370 , predict result/given label= 0.933404/1
predict case 371 , predict result/given label= 0.929726/1
predict case 372 , predict result/given label= 0.911095/1
predict case 373 , predict result/given label= 0.300934/1
predict case 374 , predict result/given label= 0.930962/1
predict case 375 , predict result/given label= 0.468824/1
predict case 376 , predict result/given label= 0.282633/1
predict case 377 , predict result/given label= 0.364122/1
predict case 378 , predict result/given label= 0.316403/1
predict case 379 , predict result/given label= 0.913236/1
predict case 380 , predict result/given label= 0.723418/1
predict case 381 , predict result/given label= 0.566767/1
predict case 382 , predict result/given label= 0.779523/1
predict case 383 , predict result/given label= 0.359989/1
predict case 384 , predict result/given label= 0.798546/1
predict case 385 , predict result/given label= 0.336005/1
predict case 386 , predict result/given label= 0.932480/1
predict case 387 , predict result/given label= 0.326489/1
predict case 388 , predict result/given label= 0.316127/1
predict case 389 , predict result/given label= 0.859916/1
predict case 390 , predict result/given label= 0.691743/1
predict case 391 , predict result/given label= 0.902430/1
predict case 392 , predict result/given label= 0.747442/1
predict case 393 , predict result/given label= 0.703219/1
predict case 394 , predict result/given label= 0.262588/1
predict case 395 , predict result/given label= 0.464184/1
predict case 396 , predict result/given label= 0.343164/1
predict case 397 , predict result/given label= 0.802809/1
predict case 398 , predict result/given label= 0.759197/1
predict case 399 , predict result/given label= 0.650598/1
predict case 400 , predict result/given label= 0.830012/1
predict case 401 , predict result/given label= 0.928278/1
predict case 402 , predict result/given label= 0.486145/1
predict case 403 , predict result/given label= 0.889522/1
predict case 404 , predict result/given label= 0.660843/1
predict case 405 , predict result/given label= 0.899845/1
predict case 406 , predict result/given label= 0.330945/1
predict case 407 , predict result/given label= 0.891139/1
predict case 408 , predict result/given label= 0.262588/1
predict case 409 , predict result/given label= 0.420143/1
predict case 410 , predict result/given label= 0.521516/1
predict case 411 , predict result/given label= 0.924815/1
predict case 412 , predict result/given label= 0.268048/1
predict case 413 , predict result/given label= 0.337612/1
predict case 414 , predict result/given label= 0.426860/1
predict case 415 , predict result/given label= 0.581436/1
predict case 416 , predict result/given label= 0.890013/1
predict case 417 , predict result/given label= 0.300527/1
predict case 418 , predict result/given label= 0.398677/1
predict case 419 , predict result/given label= 0.447815/1
predict case 420 , predict result/given label= 0.626851/1
predict case 421 , predict result/given label= 0.347079/1
predict case 422 , predict result/given label= 0.328503/1
predict case 423 , predict result/given label= 0.257977/1
predict case 424 , predict result/given label= 0.897393/1
predict case 425 , predict result/given label= 0.919743/1
