predict case 0 , predict result/given label= 0.720151/1
predict case 1 , predict result/given label= 0.174948/1
predict case 2 , predict result/given label= 0.222987/1
predict case 3 , predict result/given label= 0.394740/1
predict case 4 , predict result/given label= 0.535912/1
predict case 5 , predict result/given label= 0.496856/1
predict case 6 , predict result/given label= 0.277603/1
predict case 7 , predict result/given label= 0.760061/1
predict case 8 , predict result/given label= 0.573583/1
predict case 9 , predict result/given label= 0.619210/1
predict case 10 , predict result/given label= 0.810099/1
predict case 11 , predict result/given label= 0.926428/1
predict case 12 , predict result/given label= 0.907138/1
predict case 13 , predict result/given label= 0.923666/1
predict case 14 , predict result/given label= 0.874833/1
predict case 15 , predict result/given label= 0.721570/1
predict case 16 , predict result/given label= 0.889652/1
predict case 17 , predict result/given label= 0.195378/1
predict case 18 , predict result/given label= 0.393650/1
predict case 19 , predict result/given label= 0.935520/1
predict case 20 , predict result/given label= 0.316257/1
predict case 21 , predict result/given label= 0.670610/1
predict case 22 , predict result/given label= 0.871150/1
predict case 23 , predict result/given label= 0.925143/1
predict case 24 , predict result/given label= 0.924170/1
predict case 25 , predict result/given label= 0.882135/1
predict case 26 , predict result/given label= 0.931883/1
predict case 27 , predict result/given label= 0.358891/1
predict case 28 , predict result/given label= 0.298111/1
predict case 29 , predict result/given label= 0.496004/1
predict case 30 , predict result/given label= 0.888186/1
predict case 31 , predict result/given label= 0.441206/1
predict case 32 , predict result/given label= 0.288194/1
predict case 33 , predict result/given label= 0.840910/1
predict case 34 , predict result/given label= 0.813131/1
predict case 35 , predict result/given label= 0.608216/1
predict case 36 , predict result/given label= 0.280203/1
predict case 37 , predict result/given label= 0.477173/1
predict case 38 , predict result/given label= 0.924359/1
predict case 39 , predict result/given label= 0.935022/1
predict case 40 , predict result/given label= 0.336910/1
predict case 41 , predict result/given label= 0.423242/1
predict case 42 , predict result/given label= 0.875949/1
predict case 43 , predict result/given label= 0.271809/1
predict case 44 , predict result/given label= 0.905311/1
predict case 45 , predict result/given label= 0.336910/1
predict case 46 , predict result/given label= 0.814225/1
predict case 47 , predict result/given label= 0.720151/1
