predict case 0 , predict result/given label= 0.325385/1
predict case 1 , predict result/given label= 0.935280/1
predict case 2 , predict result/given label= 0.507757/1
predict case 3 , predict result/given label= 0.783295/1
predict case 4 , predict result/given label= 0.927387/1
predict case 5 , predict result/given label= 0.300450/1
predict case 6 , predict result/given label= 0.519025/1
predict case 7 , predict result/given label= 0.882470/1
predict case 8 , predict result/given label= 0.339011/1
predict case 9 , predict result/given label= 0.578499/1
predict case 10 , predict result/given label= 0.482988/1
predict case 11 , predict result/given label= 0.927043/1
predict case 12 , predict result/given label= 0.337851/1
predict case 13 , predict result/given label= 0.274877/1
predict case 14 , predict result/given label= 0.629756/1
predict case 15 , predict result/given label= 0.288725/1
predict case 16 , predict result/given label= 0.929693/1
predict case 17 , predict result/given label= 0.276166/1
predict case 18 , predict result/given label= 0.860653/1
predict case 19 , predict result/given label= 0.491475/1
predict case 20 , predict result/given label= 0.312585/1
predict case 21 , predict result/given label= 0.932364/1
predict case 22 , predict result/given label= 0.229440/1
predict case 23 , predict result/given label= 0.701728/1
predict case 24 , predict result/given label= 0.387452/1
predict case 25 , predict result/given label= 0.784155/1
predict case 26 , predict result/given label= 0.878728/1
predict case 27 , predict result/given label= 0.925289/1
predict case 28 , predict result/given label= 0.257560/1
predict case 29 , predict result/given label= 0.567500/1
predict case 30 , predict result/given label= 0.528001/1
predict case 31 , predict result/given label= 0.927336/1
predict case 32 , predict result/given label= 0.420992/1
predict case 33 , predict result/given label= 0.715821/1
predict case 34 , predict result/given label= 0.448819/1
predict case 35 , predict result/given label= 0.925692/1
predict case 36 , predict result/given label= 0.933941/1
predict case 37 , predict result/given label= 0.926492/1
predict case 38 , predict result/given label= 0.590570/1
predict case 39 , predict result/given label= 0.928014/1
predict case 40 , predict result/given label= 0.591762/1
predict case 41 , predict result/given label= 0.158685/1
predict case 42 , predict result/given label= 0.785971/1
predict case 43 , predict result/given label= 0.242492/1
predict case 44 , predict result/given label= 0.924910/1
predict case 45 , predict result/given label= 0.674056/1
predict case 46 , predict result/given label= 0.934328/1
predict case 47 , predict result/given label= 0.629460/1
predict case 48 , predict result/given label= 0.550516/1
predict case 49 , predict result/given label= 0.508030/1
predict case 50 , predict result/given label= 0.811901/1
predict case 51 , predict result/given label= 0.315021/1
predict case 52 , predict result/given label= 0.358394/1
predict case 53 , predict result/given label= 0.917673/1
