predict case 0 , predict result/given label= 0.936558/1
predict case 1 , predict result/given label= 0.549606/1
predict case 2 , predict result/given label= 0.909607/1
predict case 3 , predict result/given label= 0.824245/1
predict case 4 , predict result/given label= 0.927806/1
predict case 5 , predict result/given label= 0.413497/1
predict case 6 , predict result/given label= 0.878332/1
predict case 7 , predict result/given label= 0.219725/1
predict case 8 , predict result/given label= 0.273314/1
predict case 9 , predict result/given label= 0.854259/1
predict case 10 , predict result/given label= 0.931894/1
predict case 11 , predict result/given label= 0.175296/1
predict case 12 , predict result/given label= 0.255840/1
predict case 13 , predict result/given label= 0.386680/1
predict case 14 , predict result/given label= 0.937307/1
predict case 15 , predict result/given label= 0.322181/1
predict case 16 , predict result/given label= 0.878799/1
predict case 17 , predict result/given label= 0.897134/1
predict case 18 , predict result/given label= 0.898082/1
predict case 19 , predict result/given label= 0.924909/1
predict case 20 , predict result/given label= 0.251637/1
predict case 21 , predict result/given label= 0.590482/1
predict case 22 , predict result/given label= 0.761875/1
predict case 23 , predict result/given label= 0.929055/1
predict case 24 , predict result/given label= 0.926819/1
predict case 25 , predict result/given label= 0.612471/1
predict case 26 , predict result/given label= 0.928723/1
predict case 27 , predict result/given label= 0.213829/1
predict case 28 , predict result/given label= 0.770003/1
predict case 29 , predict result/given label= 0.246723/1
predict case 30 , predict result/given label= 0.716947/1
predict case 31 , predict result/given label= 0.719823/1
predict case 32 , predict result/given label= 0.643669/1
predict case 33 , predict result/given label= 0.838096/1
predict case 34 , predict result/given label= 0.679505/1
predict case 35 , predict result/given label= 0.929726/1
predict case 36 , predict result/given label= 0.302713/1
predict case 37 , predict result/given label= 0.799286/1
predict case 38 , predict result/given label= 0.598753/1
predict case 39 , predict result/given label= 0.838831/1
predict case 40 , predict result/given label= 0.256554/1
predict case 41 , predict result/given label= 0.927326/1
predict case 42 , predict result/given label= 0.338379/1
predict case 43 , predict result/given label= 0.463249/1
predict case 44 , predict result/given label= 0.390963/1
predict case 45 , predict result/given label= 0.925987/1
predict case 46 , predict result/given label= 0.844146/1
predict case 47 , predict result/given label= 0.926382/1
predict case 48 , predict result/given label= 0.492581/1
predict case 49 , predict result/given label= 0.643669/1
predict case 50 , predict result/given label= 0.613081/1
predict case 51 , predict result/given label= 0.845791/1
predict case 52 , predict result/given label= 0.909255/1
predict case 53 , predict result/given label= 0.921403/1
predict case 54 , predict result/given label= 0.927938/1
predict case 55 , predict result/given label= 0.274344/1
predict case 56 , predict result/given label= 0.663956/1
predict case 57 , predict result/given label= 0.939031/1
predict case 58 , predict result/given label= 0.930498/1
predict case 59 , predict result/given label= 0.924716/1
predict case 60 , predict result/given label= 0.574653/1
predict case 61 , predict result/given label= 0.302075/1
predict case 62 , predict result/given label= 0.887798/1
predict case 63 , predict result/given label= 0.745168/1
predict case 64 , predict result/given label= 0.939775/1
predict case 65 , predict result/given label= 0.294668/1
predict case 66 , predict result/given label= 0.578497/1
predict case 67 , predict result/given label= 0.820295/1
predict case 68 , predict result/given label= 0.243140/1
predict case 69 , predict result/given label= 0.358819/1
predict case 70 , predict result/given label= 0.930510/1
predict case 71 , predict result/given label= 0.789219/1
predict case 72 , predict result/given label= 0.301437/1
predict case 73 , predict result/given label= 0.927963/1
predict case 74 , predict result/given label= 0.881095/1
predict case 75 , predict result/given label= 0.191728/1
predict case 76 , predict result/given label= 0.445813/1
predict case 77 , predict result/given label= 0.655296/1
predict case 78 , predict result/given label= 0.748524/1
predict case 79 , predict result/given label= 0.300337/1
predict case 80 , predict result/given label= 0.320743/1
predict case 81 , predict result/given label= 0.929820/1
predict case 82 , predict result/given label= 0.930291/1
predict case 83 , predict result/given label= 0.376948/1
predict case 84 , predict result/given label= 0.928028/1
predict case 85 , predict result/given label= 0.926475/1
predict case 86 , predict result/given label= 0.507591/1
predict case 87 , predict result/given label= 0.929759/1
predict case 88 , predict result/given label= 0.883028/1
predict case 89 , predict result/given label= 0.935317/1
predict case 90 , predict result/given label= 0.872302/1
predict case 91 , predict result/given label= 0.818561/1
predict case 92 , predict result/given label= 0.821725/1
predict case 93 , predict result/given label= 0.198484/1
predict case 94 , predict result/given label= 0.885818/1
predict case 95 , predict result/given label= 0.891173/1
predict case 96 , predict result/given label= 0.914567/1
predict case 97 , predict result/given label= 0.827618/1
predict case 98 , predict result/given label= 0.924440/1
predict case 99 , predict result/given label= 0.715465/1
predict case 100 , predict result/given label= 0.475951/1
predict case 101 , predict result/given label= 0.625980/1
predict case 102 , predict result/given label= 0.927754/1
predict case 103 , predict result/given label= 0.643669/1
predict case 104 , predict result/given label= 0.662343/1
predict case 105 , predict result/given label= 0.932104/1
predict case 106 , predict result/given label= 0.511380/1
predict case 107 , predict result/given label= 0.924335/1
predict case 108 , predict result/given label= 0.749127/1
predict case 109 , predict result/given label= 0.934037/1
predict case 110 , predict result/given label= 0.228629/1
predict case 111 , predict result/given label= 0.909721/1
predict case 112 , predict result/given label= 0.924400/1
predict case 113 , predict result/given label= 0.902856/1
predict case 114 , predict result/given label= 0.907728/1
predict case 115 , predict result/given label= 0.886422/1
predict case 116 , predict result/given label= 0.358609/1
predict case 117 , predict result/given label= 0.932933/1
predict case 118 , predict result/given label= 0.926774/1
predict case 119 , predict result/given label= 0.503058/1
predict case 120 , predict result/given label= 0.370875/1
predict case 121 , predict result/given label= 0.767721/1
predict case 122 , predict result/given label= 0.794432/1
predict case 123 , predict result/given label= 0.925393/1
predict case 124 , predict result/given label= 0.274344/1
predict case 125 , predict result/given label= 0.213669/1
predict case 126 , predict result/given label= 0.193601/1
predict case 127 , predict result/given label= 0.924718/1
predict case 128 , predict result/given label= 0.888783/1
predict case 129 , predict result/given label= 0.574513/1
predict case 130 , predict result/given label= 0.888853/1
predict case 131 , predict result/given label= 0.902957/1
predict case 132 , predict result/given label= 0.250807/1
predict case 133 , predict result/given label= 0.274344/1
predict case 134 , predict result/given label= 0.927389/1
predict case 135 , predict result/given label= 0.860953/1
predict case 136 , predict result/given label= 0.930971/1
predict case 137 , predict result/given label= 0.924367/1
predict case 138 , predict result/given label= 0.205219/1
predict case 139 , predict result/given label= 0.555881/1
predict case 140 , predict result/given label= 0.436658/1
predict case 141 , predict result/given label= 0.856072/1
predict case 142 , predict result/given label= 0.930219/1
predict case 143 , predict result/given label= 0.932976/1
predict case 144 , predict result/given label= 0.915701/1
predict case 145 , predict result/given label= 0.588235/1
predict case 146 , predict result/given label= 0.734441/1
predict case 147 , predict result/given label= 0.928571/1
predict case 148 , predict result/given label= 0.643669/1
predict case 149 , predict result/given label= 0.928769/1
predict case 150 , predict result/given label= 0.265198/1
predict case 151 , predict result/given label= 0.211390/1
predict case 152 , predict result/given label= 0.666247/1
predict case 153 , predict result/given label= 0.224410/1
predict case 154 , predict result/given label= 0.814940/1
predict case 155 , predict result/given label= 0.931034/1
predict case 156 , predict result/given label= 0.677032/1
predict case 157 , predict result/given label= 0.922657/1
predict case 158 , predict result/given label= 0.786985/1
predict case 159 , predict result/given label= 0.643669/1
predict case 160 , predict result/given label= 0.928054/1
predict case 161 , predict result/given label= 0.931043/1
predict case 162 , predict result/given label= 0.927405/1
predict case 163 , predict result/given label= 0.617773/1
predict case 164 , predict result/given label= 0.933129/1
predict case 165 , predict result/given label= 0.275008/1
predict case 166 , predict result/given label= 0.479544/1
predict case 167 , predict result/given label= 0.877259/1
predict case 168 , predict result/given label= 0.928117/1
predict case 169 , predict result/given label= 0.925013/1
predict case 170 , predict result/given label= 0.840047/1
predict case 171 , predict result/given label= 0.324469/1
predict case 172 , predict result/given label= 0.164286/1
predict case 173 , predict result/given label= 0.589460/1
predict case 174 , predict result/given label= 0.928506/1
