predict case 0 , predict result/given label= 0.927117/1
predict case 1 , predict result/given label= 0.926017/1
predict case 2 , predict result/given label= 0.328820/1
predict case 3 , predict result/given label= 0.324462/1
predict case 4 , predict result/given label= 0.861713/1
predict case 5 , predict result/given label= 0.273526/1
predict case 6 , predict result/given label= 0.280975/1
predict case 7 , predict result/given label= 0.544809/1
predict case 8 , predict result/given label= 0.869150/1
predict case 9 , predict result/given label= 0.498957/1
predict case 10 , predict result/given label= 0.893146/1
predict case 11 , predict result/given label= 0.915396/1
predict case 12 , predict result/given label= 0.927252/1
predict case 13 , predict result/given label= 0.359466/1
predict case 14 , predict result/given label= 0.496549/1
predict case 15 , predict result/given label= 0.502204/1
predict case 16 , predict result/given label= 0.724211/1
predict case 17 , predict result/given label= 0.770067/1
predict case 18 , predict result/given label= 0.181171/1
predict case 19 , predict result/given label= 0.376819/1
predict case 20 , predict result/given label= 0.925487/1
predict case 21 , predict result/given label= 0.924182/1
predict case 22 , predict result/given label= 0.575855/1
predict case 23 , predict result/given label= 0.935489/1
predict case 24 , predict result/given label= 0.925069/1
predict case 25 , predict result/given label= 0.273526/1
predict case 26 , predict result/given label= 0.695770/1
predict case 27 , predict result/given label= 0.817935/1
predict case 28 , predict result/given label= 0.609491/1
predict case 29 , predict result/given label= 0.910959/1
predict case 30 , predict result/given label= 0.546213/1
predict case 31 , predict result/given label= 0.926124/1
predict case 32 , predict result/given label= 0.885045/1
predict case 33 , predict result/given label= 0.258428/1
predict case 34 , predict result/given label= 0.385202/1
predict case 35 , predict result/given label= 0.927295/1
predict case 36 , predict result/given label= 0.935739/1
predict case 37 , predict result/given label= 0.369469/1
predict case 38 , predict result/given label= 0.547019/1
predict case 39 , predict result/given label= 0.924544/1
predict case 40 , predict result/given label= 0.697123/1
predict case 41 , predict result/given label= 0.926252/1
predict case 42 , predict result/given label= 0.926906/1
predict case 43 , predict result/given label= 0.273526/1
predict case 44 , predict result/given label= 0.901584/1
predict case 45 , predict result/given label= 0.927295/1
predict case 46 , predict result/given label= 0.467260/1
predict case 47 , predict result/given label= 0.807479/1
predict case 48 , predict result/given label= 0.583651/1
predict case 49 , predict result/given label= 0.357925/1
predict case 50 , predict result/given label= 0.925083/1
predict case 51 , predict result/given label= 0.351663/1
predict case 52 , predict result/given label= 0.893600/1
predict case 53 , predict result/given label= 0.496010/1
predict case 54 , predict result/given label= 0.657105/1
predict case 55 , predict result/given label= 0.495495/1
predict case 56 , predict result/given label= 0.818352/1
predict case 57 , predict result/given label= 0.778950/1
predict case 58 , predict result/given label= 0.308872/1
predict case 59 , predict result/given label= 0.759545/1
predict case 60 , predict result/given label= 0.930796/1
predict case 61 , predict result/given label= 0.403993/1
predict case 62 , predict result/given label= 0.779600/1
predict case 63 , predict result/given label= 0.928058/1
predict case 64 , predict result/given label= 0.323939/1
