predict case 0 , predict result/given label= 0.199669/1
predict case 1 , predict result/given label= 0.498128/1
predict case 2 , predict result/given label= 0.864520/1
predict case 3 , predict result/given label= 0.608476/1
predict case 4 , predict result/given label= 0.545076/1
predict case 5 , predict result/given label= 0.631017/1
predict case 6 , predict result/given label= 0.460654/1
predict case 7 , predict result/given label= 0.652235/1
predict case 8 , predict result/given label= 0.570225/1
predict case 9 , predict result/given label= 0.488688/1
predict case 10 , predict result/given label= 0.600483/1
predict case 11 , predict result/given label= 0.242218/1
predict case 12 , predict result/given label= 0.634398/1
predict case 13 , predict result/given label= 0.736337/1
predict case 14 , predict result/given label= 0.162491/1
predict case 15 , predict result/given label= 0.316937/1
predict case 16 , predict result/given label= 0.298423/1
predict case 17 , predict result/given label= 0.530015/1
predict case 18 , predict result/given label= 0.101388/1
predict case 19 , predict result/given label= 0.522344/1
predict case 20 , predict result/given label= 0.267145/1
predict case 21 , predict result/given label= 0.852819/1
predict case 22 , predict result/given label= 0.557238/1
predict case 23 , predict result/given label= 0.695853/1
predict case 24 , predict result/given label= 0.814456/1
predict case 25 , predict result/given label= 0.599914/1
predict case 26 , predict result/given label= 0.812725/1
predict case 27 , predict result/given label= 0.753003/1
predict case 28 , predict result/given label= 0.607437/1
predict case 29 , predict result/given label= 0.791703/1
predict case 30 , predict result/given label= 0.605646/1
predict case 31 , predict result/given label= 0.654289/1
predict case 32 , predict result/given label= 0.504804/1
predict case 33 , predict result/given label= 0.577904/1
predict case 34 , predict result/given label= 0.696623/1
predict case 35 , predict result/given label= 0.604921/1
predict case 36 , predict result/given label= 0.718969/1
predict case 37 , predict result/given label= 0.118330/1
predict case 38 , predict result/given label= 0.610307/1
predict case 39 , predict result/given label= 0.588433/1
predict case 40 , predict result/given label= 0.536768/1
predict case 41 , predict result/given label= 0.134635/1
predict case 42 , predict result/given label= 0.535627/1
predict case 43 , predict result/given label= 0.476794/1
predict case 44 , predict result/given label= 0.752194/1
predict case 45 , predict result/given label= 0.356394/1
predict case 46 , predict result/given label= 0.645038/1
predict case 47 , predict result/given label= 0.433977/1
predict case 48 , predict result/given label= 0.567382/1
predict case 49 , predict result/given label= 0.460858/1
predict case 50 , predict result/given label= 0.469554/1
predict case 51 , predict result/given label= 0.628513/1
predict case 52 , predict result/given label= 0.069833/1
predict case 53 , predict result/given label= 0.367225/1
predict case 54 , predict result/given label= 0.434490/1
predict case 55 , predict result/given label= 0.089136/1
predict case 56 , predict result/given label= 0.109619/1
predict case 57 , predict result/given label= 0.269365/1
predict case 58 , predict result/given label= 0.128839/1
predict case 59 , predict result/given label= 0.659069/1
predict case 60 , predict result/given label= 0.593729/1
predict case 61 , predict result/given label= 0.811295/1
predict case 62 , predict result/given label= 0.133739/1
predict case 63 , predict result/given label= 0.657200/1
predict case 64 , predict result/given label= 0.470892/1
predict case 65 , predict result/given label= 0.267512/1
predict case 66 , predict result/given label= 0.398992/1
predict case 67 , predict result/given label= 0.554992/1
predict case 68 , predict result/given label= 0.557487/1
predict case 69 , predict result/given label= 0.714757/1
predict case 70 , predict result/given label= 0.795947/1
predict case 71 , predict result/given label= 0.354781/1
predict case 72 , predict result/given label= 0.687559/1
predict case 73 , predict result/given label= 0.845464/1
predict case 74 , predict result/given label= 0.570776/1
predict case 75 , predict result/given label= 0.815589/1
predict case 76 , predict result/given label= 0.581630/1
predict case 77 , predict result/given label= 0.502983/1
predict case 78 , predict result/given label= 0.507355/1
predict case 79 , predict result/given label= 0.689440/1
predict case 80 , predict result/given label= 0.186118/1
predict case 81 , predict result/given label= 0.791873/1
predict case 82 , predict result/given label= 0.511426/1
predict case 83 , predict result/given label= 0.488723/1
predict case 84 , predict result/given label= 0.902608/1
predict case 85 , predict result/given label= 0.382871/1
predict case 86 , predict result/given label= 0.507796/1
predict case 87 , predict result/given label= 0.720160/1
predict case 88 , predict result/given label= 0.382861/1
predict case 89 , predict result/given label= 0.545626/1
predict case 90 , predict result/given label= 0.685585/1
predict case 91 , predict result/given label= 0.569624/1
predict case 92 , predict result/given label= 0.169008/1
predict case 93 , predict result/given label= 0.111596/1
predict case 94 , predict result/given label= 0.088754/1
predict case 95 , predict result/given label= 0.454008/1
predict case 96 , predict result/given label= 0.626404/1
predict case 97 , predict result/given label= 0.843455/1
predict case 98 , predict result/given label= 0.708605/1
predict case 99 , predict result/given label= 0.565776/1
predict case 100 , predict result/given label= 0.584181/1
predict case 101 , predict result/given label= 0.631697/1
predict case 102 , predict result/given label= 0.559320/1
predict case 103 , predict result/given label= 0.584208/1
predict case 104 , predict result/given label= 0.624344/1
predict case 105 , predict result/given label= 0.687649/1
predict case 106 , predict result/given label= 0.670940/1
predict case 107 , predict result/given label= 0.465627/1
predict case 108 , predict result/given label= 0.075597/1
predict case 109 , predict result/given label= 0.796121/1
predict case 110 , predict result/given label= 0.497150/1
predict case 111 , predict result/given label= 0.560867/1
predict case 112 , predict result/given label= 0.720247/1
predict case 113 , predict result/given label= 0.354213/1
predict case 114 , predict result/given label= 0.130673/1
predict case 115 , predict result/given label= 0.792902/1
predict case 116 , predict result/given label= 0.536558/1
predict case 117 , predict result/given label= 0.902211/1
predict case 118 , predict result/given label= 0.483533/1
predict case 119 , predict result/given label= 0.604243/1
predict case 120 , predict result/given label= 0.845788/1
predict case 121 , predict result/given label= 0.793738/1
predict case 122 , predict result/given label= 0.500061/1
predict case 123 , predict result/given label= 0.499148/1
predict case 124 , predict result/given label= 0.793817/1
predict case 125 , predict result/given label= 0.484970/1
predict case 126 , predict result/given label= 0.630047/1
predict case 127 , predict result/given label= 0.570658/1
predict case 128 , predict result/given label= 0.732715/1
predict case 129 , predict result/given label= 0.608724/1
predict case 130 , predict result/given label= 0.611445/1
predict case 131 , predict result/given label= 0.526965/1
predict case 132 , predict result/given label= 0.700780/1
predict case 133 , predict result/given label= 0.414646/1
predict case 134 , predict result/given label= 0.861575/1
predict case 135 , predict result/given label= 0.296477/1
predict case 136 , predict result/given label= 0.669914/1
predict case 137 , predict result/given label= 0.546611/1
predict case 138 , predict result/given label= 0.142895/1
predict case 139 , predict result/given label= 0.802241/1
predict case 140 , predict result/given label= 0.897660/1
predict case 141 , predict result/given label= 0.567731/1
predict case 142 , predict result/given label= 0.790021/1
predict case 143 , predict result/given label= 0.406636/1
predict case 144 , predict result/given label= 0.605498/1
predict case 145 , predict result/given label= 0.536393/1
predict case 146 , predict result/given label= 0.504797/1
