predict case 0 , predict result/given label= 0.892830/1
predict case 1 , predict result/given label= 0.386287/1
predict case 2 , predict result/given label= 0.596423/1
predict case 3 , predict result/given label= 0.918778/1
predict case 4 , predict result/given label= 0.318925/1
predict case 5 , predict result/given label= 0.543155/1
predict case 6 , predict result/given label= 0.412466/1
predict case 7 , predict result/given label= 0.599984/1
predict case 8 , predict result/given label= 0.672913/1
predict case 9 , predict result/given label= 0.288313/1
predict case 10 , predict result/given label= 0.472688/1
predict case 11 , predict result/given label= 0.367367/1
predict case 12 , predict result/given label= 0.763603/1
predict case 13 , predict result/given label= 0.390860/1
predict case 14 , predict result/given label= 0.862690/1
predict case 15 , predict result/given label= 0.128662/1
predict case 16 , predict result/given label= 0.228929/1
predict case 17 , predict result/given label= 0.609600/1
predict case 18 , predict result/given label= 0.217601/1
predict case 19 , predict result/given label= 0.648987/1
predict case 20 , predict result/given label= 0.416540/1
predict case 21 , predict result/given label= 0.761739/1
predict case 22 , predict result/given label= 0.759408/1
predict case 23 , predict result/given label= 0.075357/1
predict case 24 , predict result/given label= 0.525733/1
predict case 25 , predict result/given label= 0.737513/1
predict case 26 , predict result/given label= 0.838519/1
predict case 27 , predict result/given label= 0.289653/1
predict case 28 , predict result/given label= 0.738656/1
predict case 29 , predict result/given label= 0.909896/1
predict case 30 , predict result/given label= 0.525605/1
predict case 31 , predict result/given label= 0.560167/1
predict case 32 , predict result/given label= 0.269021/1
predict case 33 , predict result/given label= 0.171663/1
predict case 34 , predict result/given label= 0.472104/1
predict case 35 , predict result/given label= 0.296185/1
predict case 36 , predict result/given label= 0.739099/1
predict case 37 , predict result/given label= 0.818792/1
predict case 38 , predict result/given label= 0.561886/1
predict case 39 , predict result/given label= 0.494423/1
predict case 40 , predict result/given label= 0.860840/1
predict case 41 , predict result/given label= 0.232862/1
predict case 42 , predict result/given label= 0.111302/1
predict case 43 , predict result/given label= 0.351028/1
predict case 44 , predict result/given label= 0.810336/1
predict case 45 , predict result/given label= 0.820705/1
predict case 46 , predict result/given label= 0.836044/1
predict case 47 , predict result/given label= 0.241055/1
predict case 48 , predict result/given label= 0.620738/1
predict case 49 , predict result/given label= 0.761743/1
predict case 50 , predict result/given label= 0.391272/1
predict case 51 , predict result/given label= 0.739997/1
predict case 52 , predict result/given label= 0.771475/1
predict case 53 , predict result/given label= 0.681945/1
predict case 54 , predict result/given label= 0.230784/1
predict case 55 , predict result/given label= 0.270080/1
predict case 56 , predict result/given label= 0.362327/1
predict case 57 , predict result/given label= 0.479407/1
predict case 58 , predict result/given label= 0.279243/1
predict case 59 , predict result/given label= 0.506925/1
predict case 60 , predict result/given label= 0.656740/1
predict case 61 , predict result/given label= 0.566192/1
predict case 62 , predict result/given label= 0.335085/1
predict case 63 , predict result/given label= 0.585206/1
predict case 64 , predict result/given label= 0.378100/1
predict case 65 , predict result/given label= 0.707766/1
predict case 66 , predict result/given label= 0.655376/1
predict case 67 , predict result/given label= 0.377135/1
predict case 68 , predict result/given label= 0.576572/1
predict case 69 , predict result/given label= 0.335976/1
predict case 70 , predict result/given label= 0.356036/1
