predict case 0 , predict result/given label= 0.670973/1
predict case 1 , predict result/given label= 0.788489/1
predict case 2 , predict result/given label= 0.856600/1
predict case 3 , predict result/given label= 0.775906/1
predict case 4 , predict result/given label= 0.761338/1
predict case 5 , predict result/given label= 0.155330/1
predict case 6 , predict result/given label= 0.473785/1
predict case 7 , predict result/given label= 0.878821/1
predict case 8 , predict result/given label= 0.678923/1
predict case 9 , predict result/given label= 0.801653/1
predict case 10 , predict result/given label= 0.341758/1
predict case 11 , predict result/given label= 0.208029/1
predict case 12 , predict result/given label= 0.758713/1
predict case 13 , predict result/given label= 0.241430/1
predict case 14 , predict result/given label= 0.200106/1
predict case 15 , predict result/given label= 0.228841/1
predict case 16 , predict result/given label= 0.466065/1
predict case 17 , predict result/given label= 0.413130/1
predict case 18 , predict result/given label= 0.468533/1
predict case 19 , predict result/given label= 0.679992/1
predict case 20 , predict result/given label= 0.233152/1
predict case 21 , predict result/given label= 0.794542/1
predict case 22 , predict result/given label= 0.818591/1
predict case 23 , predict result/given label= 0.223352/1
predict case 24 , predict result/given label= 0.838182/1
predict case 25 , predict result/given label= 0.457740/1
predict case 26 , predict result/given label= 0.483195/1
predict case 27 , predict result/given label= 0.924168/1
predict case 28 , predict result/given label= 0.494007/1
predict case 29 , predict result/given label= 0.175374/1
predict case 30 , predict result/given label= 0.236181/1
predict case 31 , predict result/given label= 0.893442/1
predict case 32 , predict result/given label= 0.525035/1
predict case 33 , predict result/given label= 0.487963/1
predict case 34 , predict result/given label= 0.924368/1
predict case 35 , predict result/given label= 0.427576/1
predict case 36 , predict result/given label= 0.324661/1
predict case 37 , predict result/given label= 0.401689/1
predict case 38 , predict result/given label= 0.694078/1
predict case 39 , predict result/given label= 0.352730/1
predict case 40 , predict result/given label= 0.630879/1
predict case 41 , predict result/given label= 0.342412/1
predict case 42 , predict result/given label= 0.767671/1
predict case 43 , predict result/given label= 0.818020/1
predict case 44 , predict result/given label= 0.892966/1
predict case 45 , predict result/given label= 0.849980/1
predict case 46 , predict result/given label= 0.733274/1
predict case 47 , predict result/given label= 0.651710/1
predict case 48 , predict result/given label= 0.525425/1
predict case 49 , predict result/given label= 0.421707/1
predict case 50 , predict result/given label= 0.522258/1
predict case 51 , predict result/given label= 0.897105/1
predict case 52 , predict result/given label= 0.556658/1
predict case 53 , predict result/given label= 0.514871/1
predict case 54 , predict result/given label= 0.511824/1
predict case 55 , predict result/given label= 0.831430/1
predict case 56 , predict result/given label= 0.683925/1
predict case 57 , predict result/given label= 0.237222/1
predict case 58 , predict result/given label= 0.465525/1
predict case 59 , predict result/given label= 0.392940/1
predict case 60 , predict result/given label= 0.111667/1
predict case 61 , predict result/given label= 0.754424/1
predict case 62 , predict result/given label= 0.860586/1
predict case 63 , predict result/given label= 0.205880/1
predict case 64 , predict result/given label= 0.197440/1
predict case 65 , predict result/given label= 0.674761/1
predict case 66 , predict result/given label= 0.736260/1
predict case 67 , predict result/given label= 0.632054/1
predict case 68 , predict result/given label= 0.361000/1
predict case 69 , predict result/given label= 0.618461/1
predict case 70 , predict result/given label= 0.348795/1
predict case 71 , predict result/given label= 0.385245/1
predict case 72 , predict result/given label= 0.863174/1
predict case 73 , predict result/given label= 0.670027/1
predict case 74 , predict result/given label= 0.731922/1
predict case 75 , predict result/given label= 0.480095/1
predict case 76 , predict result/given label= 0.756593/1
predict case 77 , predict result/given label= 0.769781/1
predict case 78 , predict result/given label= 0.524297/1
predict case 79 , predict result/given label= 0.556432/1
predict case 80 , predict result/given label= 0.686199/1
predict case 81 , predict result/given label= 0.221756/1
predict case 82 , predict result/given label= 0.791210/1
predict case 83 , predict result/given label= 0.493216/1
predict case 84 , predict result/given label= 0.533430/1
predict case 85 , predict result/given label= 0.755016/1
predict case 86 , predict result/given label= 0.646121/1
predict case 87 , predict result/given label= 0.727438/1
