predict case 0 , predict result/given label= 0.803921/1
predict case 1 , predict result/given label= 0.923859/1
predict case 2 , predict result/given label= 0.618328/1
predict case 3 , predict result/given label= 0.372901/1
predict case 4 , predict result/given label= 0.468917/1
predict case 5 , predict result/given label= 0.817028/1
predict case 6 , predict result/given label= 0.551367/1
predict case 7 , predict result/given label= 0.463635/1
predict case 8 , predict result/given label= 0.434336/1
predict case 9 , predict result/given label= 0.929515/1
predict case 10 , predict result/given label= 0.677041/1
predict case 11 , predict result/given label= 0.305744/1
predict case 12 , predict result/given label= 0.294719/1
predict case 13 , predict result/given label= 0.694490/1
predict case 14 , predict result/given label= 0.844247/1
predict case 15 , predict result/given label= 0.399712/1
predict case 16 , predict result/given label= 0.714271/1
predict case 17 , predict result/given label= 0.836004/1
predict case 18 , predict result/given label= 0.619912/1
predict case 19 , predict result/given label= 0.104827/1
predict case 20 , predict result/given label= 0.360477/1
predict case 21 , predict result/given label= 0.536012/1
predict case 22 , predict result/given label= 0.829853/1
predict case 23 , predict result/given label= 0.474790/1
predict case 24 , predict result/given label= 0.640472/1
predict case 25 , predict result/given label= 0.401726/1
predict case 26 , predict result/given label= 0.932803/1
predict case 27 , predict result/given label= 0.348067/1
predict case 28 , predict result/given label= 0.829466/1
predict case 29 , predict result/given label= 0.918104/1
predict case 30 , predict result/given label= 0.465295/1
predict case 31 , predict result/given label= 0.615564/1
predict case 32 , predict result/given label= 0.747931/1
predict case 33 , predict result/given label= 0.783081/1
predict case 34 , predict result/given label= 0.745459/1
predict case 35 , predict result/given label= 0.798726/1
predict case 36 , predict result/given label= 0.855373/1
predict case 37 , predict result/given label= 0.738332/1
predict case 38 , predict result/given label= 0.877213/1
predict case 39 , predict result/given label= 0.788021/1
predict case 40 , predict result/given label= 0.860934/1
predict case 41 , predict result/given label= 0.406408/1
predict case 42 , predict result/given label= 0.874166/1
predict case 43 , predict result/given label= 0.907836/1
predict case 44 , predict result/given label= 0.348717/1
predict case 45 , predict result/given label= 0.502584/1
predict case 46 , predict result/given label= 0.824720/1
predict case 47 , predict result/given label= 0.265603/1
predict case 48 , predict result/given label= 0.405921/1
predict case 49 , predict result/given label= 0.301990/1
predict case 50 , predict result/given label= 0.436400/1
predict case 51 , predict result/given label= 0.918644/1
predict case 52 , predict result/given label= 0.664882/1
predict case 53 , predict result/given label= 0.334793/1
predict case 54 , predict result/given label= 0.778751/1
predict case 55 , predict result/given label= 0.877106/1
predict case 56 , predict result/given label= 0.800801/1
predict case 57 , predict result/given label= 0.550919/1
predict case 58 , predict result/given label= 0.439428/1
predict case 59 , predict result/given label= 0.803460/1
predict case 60 , predict result/given label= 0.731264/1
predict case 61 , predict result/given label= 0.498852/1
predict case 62 , predict result/given label= 0.429374/1
predict case 63 , predict result/given label= 0.239310/1
predict case 64 , predict result/given label= 0.815516/1
predict case 65 , predict result/given label= 0.072176/1
predict case 66 , predict result/given label= 0.855217/1
predict case 67 , predict result/given label= 0.887049/1
predict case 68 , predict result/given label= 0.752930/1
predict case 69 , predict result/given label= 0.539525/1
predict case 70 , predict result/given label= 0.792186/1
predict case 71 , predict result/given label= 0.246546/1
predict case 72 , predict result/given label= 0.306247/1
predict case 73 , predict result/given label= 0.915479/1
predict case 74 , predict result/given label= 0.355599/1
predict case 75 , predict result/given label= 0.750912/1
predict case 76 , predict result/given label= 0.861963/1
predict case 77 , predict result/given label= 0.819021/1
predict case 78 , predict result/given label= 0.837465/1
predict case 79 , predict result/given label= 0.422662/1
predict case 80 , predict result/given label= 0.913599/1
predict case 81 , predict result/given label= 0.523947/1
predict case 82 , predict result/given label= 0.839755/1
predict case 83 , predict result/given label= 0.274540/1
predict case 84 , predict result/given label= 0.917203/1
predict case 85 , predict result/given label= 0.359365/1
predict case 86 , predict result/given label= 0.388954/1
predict case 87 , predict result/given label= 0.400041/1
predict case 88 , predict result/given label= 0.354748/1
predict case 89 , predict result/given label= 0.755975/1
predict case 90 , predict result/given label= 0.797098/1
predict case 91 , predict result/given label= 0.841500/1
predict case 92 , predict result/given label= 0.085206/1
predict case 93 , predict result/given label= 0.650111/1
predict case 94 , predict result/given label= 0.852334/1
predict case 95 , predict result/given label= 0.288920/1
predict case 96 , predict result/given label= 0.718450/1
predict case 97 , predict result/given label= 0.916347/1
predict case 98 , predict result/given label= 0.879844/1
predict case 99 , predict result/given label= 0.380486/1
predict case 100 , predict result/given label= 0.808938/1
predict case 101 , predict result/given label= 0.506436/1
predict case 102 , predict result/given label= 0.146508/1
predict case 103 , predict result/given label= 0.742645/1
