predict case 0 , predict result/given label= 0.300519/1
predict case 1 , predict result/given label= 0.923343/1
predict case 2 , predict result/given label= 0.426217/1
predict case 3 , predict result/given label= 0.171250/1
predict case 4 , predict result/given label= 0.182207/1
predict case 5 , predict result/given label= 0.895188/1
predict case 6 , predict result/given label= 0.623878/1
predict case 7 , predict result/given label= 0.085023/1
predict case 8 , predict result/given label= 0.805827/1
predict case 9 , predict result/given label= 0.307675/1
predict case 10 , predict result/given label= 0.925175/1
predict case 11 , predict result/given label= 0.370598/1
predict case 12 , predict result/given label= 0.498729/1
predict case 13 , predict result/given label= 0.924181/1
predict case 14 , predict result/given label= 0.880149/1
predict case 15 , predict result/given label= 0.185525/1
predict case 16 , predict result/given label= 0.727670/1
predict case 17 , predict result/given label= 0.744551/1
predict case 18 , predict result/given label= 0.595738/1
predict case 19 , predict result/given label= 0.925088/1
predict case 20 , predict result/given label= 0.819059/1
predict case 21 , predict result/given label= 0.891062/1
predict case 22 , predict result/given label= 0.674269/1
predict case 23 , predict result/given label= 0.400066/1
predict case 24 , predict result/given label= 0.216562/1
predict case 25 , predict result/given label= 0.818803/1
predict case 26 , predict result/given label= 0.847783/1
predict case 27 , predict result/given label= 0.747688/1
predict case 28 , predict result/given label= 0.378424/1
predict case 29 , predict result/given label= 0.804998/1
predict case 30 , predict result/given label= 0.478066/1
predict case 31 , predict result/given label= 0.298314/1
predict case 32 , predict result/given label= 0.583069/1
predict case 33 , predict result/given label= 0.658781/1
predict case 34 , predict result/given label= 0.470577/1
predict case 35 , predict result/given label= 0.683778/1
predict case 36 , predict result/given label= 0.602298/1
predict case 37 , predict result/given label= 0.902921/1
predict case 38 , predict result/given label= 0.866526/1
predict case 39 , predict result/given label= 0.250731/1
predict case 40 , predict result/given label= 0.596808/1
predict case 41 , predict result/given label= 0.924542/1
predict case 42 , predict result/given label= 0.551771/1
predict case 43 , predict result/given label= 0.730791/1
predict case 44 , predict result/given label= 0.863846/1
predict case 45 , predict result/given label= 0.282635/1
predict case 46 , predict result/given label= 0.378017/1
predict case 47 , predict result/given label= 0.678981/1
predict case 48 , predict result/given label= 0.196123/1
predict case 49 , predict result/given label= 0.913190/1
predict case 50 , predict result/given label= 0.889867/1
predict case 51 , predict result/given label= 0.170882/1
predict case 52 , predict result/given label= 0.575600/1
predict case 53 , predict result/given label= 0.250464/1
predict case 54 , predict result/given label= 0.367081/1
predict case 55 , predict result/given label= 0.199759/1
predict case 56 , predict result/given label= 0.142740/1
predict case 57 , predict result/given label= 0.642208/1
predict case 58 , predict result/given label= 0.391343/1
predict case 59 , predict result/given label= 0.778769/1
predict case 60 , predict result/given label= 0.759361/1
predict case 61 , predict result/given label= 0.296406/1
predict case 62 , predict result/given label= 0.144914/1
