predict case 0 , predict result/given label= 0.231787/1
predict case 1 , predict result/given label= 0.471601/1
predict case 2 , predict result/given label= 0.564101/1
predict case 3 , predict result/given label= 0.141111/1
predict case 4 , predict result/given label= 0.062713/1
predict case 5 , predict result/given label= 0.504361/1
predict case 6 , predict result/given label= 0.069359/1
predict case 7 , predict result/given label= 0.778367/1
predict case 8 , predict result/given label= 0.073194/1
predict case 9 , predict result/given label= 0.176978/1
predict case 10 , predict result/given label= 0.412369/1
predict case 11 , predict result/given label= 0.587974/1
predict case 12 , predict result/given label= 0.221622/1
predict case 13 , predict result/given label= 0.822364/1
predict case 14 , predict result/given label= 0.064500/1
predict case 15 , predict result/given label= 0.122489/1
predict case 16 , predict result/given label= 0.066431/1
predict case 17 , predict result/given label= 0.150343/1
predict case 18 , predict result/given label= 0.061529/1
predict case 19 , predict result/given label= 0.820947/1
predict case 20 , predict result/given label= 0.393874/1
predict case 21 , predict result/given label= 0.074529/1
predict case 22 , predict result/given label= 0.430180/1
predict case 23 , predict result/given label= 0.191938/1
predict case 24 , predict result/given label= 0.068274/1
predict case 25 , predict result/given label= 0.115557/1
predict case 26 , predict result/given label= 0.127288/1
predict case 27 , predict result/given label= 0.301204/1
predict case 28 , predict result/given label= 0.088133/1
predict case 29 , predict result/given label= 0.103845/1
predict case 30 , predict result/given label= 0.270964/1
predict case 31 , predict result/given label= 0.143460/1
predict case 32 , predict result/given label= 0.567785/1
predict case 33 , predict result/given label= 0.243092/1
predict case 34 , predict result/given label= 0.069844/1
predict case 35 , predict result/given label= 0.663612/1
predict case 36 , predict result/given label= 0.171128/1
predict case 37 , predict result/given label= 0.398988/1
predict case 38 , predict result/given label= 0.763734/1
predict case 39 , predict result/given label= 0.064636/1
predict case 40 , predict result/given label= 0.074088/1
predict case 41 , predict result/given label= 0.150468/1
predict case 42 , predict result/given label= 0.697678/1
predict case 43 , predict result/given label= 0.074568/1
predict case 44 , predict result/given label= 0.077331/1
predict case 45 , predict result/given label= 0.220309/1
predict case 46 , predict result/given label= 0.080248/1
predict case 47 , predict result/given label= 0.566721/1
predict case 48 , predict result/given label= 0.426421/1
predict case 49 , predict result/given label= 0.547267/1
predict case 50 , predict result/given label= 0.378774/1
predict case 51 , predict result/given label= 0.224747/1
predict case 52 , predict result/given label= 0.346492/1
predict case 53 , predict result/given label= 0.141266/1
predict case 54 , predict result/given label= 0.066428/1
predict case 55 , predict result/given label= 0.221865/1
predict case 56 , predict result/given label= 0.074438/1
predict case 57 , predict result/given label= 0.418244/0
predict case 58 , predict result/given label= 0.219897/0
predict case 59 , predict result/given label= 0.486566/0
predict case 60 , predict result/given label= 0.381470/0
predict case 61 , predict result/given label= 0.483226/0
predict case 62 , predict result/given label= 0.188804/0
predict case 63 , predict result/given label= 0.132334/0
predict case 64 , predict result/given label= 0.404144/0
predict case 65 , predict result/given label= 0.878744/0
predict case 66 , predict result/given label= 0.284368/0
predict case 67 , predict result/given label= 0.074419/0
predict case 68 , predict result/given label= 0.168405/0
predict case 69 , predict result/given label= 0.071029/0
predict case 70 , predict result/given label= 0.153399/0
predict case 71 , predict result/given label= 0.427218/0
predict case 72 , predict result/given label= 0.696997/0
predict case 73 , predict result/given label= 0.139411/0
predict case 74 , predict result/given label= 0.073273/0
predict case 75 , predict result/given label= 0.567514/0
predict case 76 , predict result/given label= 0.792306/0
predict case 77 , predict result/given label= 0.068937/0
predict case 78 , predict result/given label= 0.173510/0
predict case 79 , predict result/given label= 0.698011/0
predict case 80 , predict result/given label= 0.664441/0
predict case 81 , predict result/given label= 0.483223/0
predict case 82 , predict result/given label= 0.199503/0
predict case 83 , predict result/given label= 0.072043/0
predict case 84 , predict result/given label= 0.060922/0
predict case 85 , predict result/given label= 0.870691/0
predict case 86 , predict result/given label= 0.666939/0
predict case 87 , predict result/given label= 0.077018/0
predict case 88 , predict result/given label= 0.484816/0
predict case 89 , predict result/given label= 0.681857/0
predict case 90 , predict result/given label= 0.547293/0
predict case 91 , predict result/given label= 0.307998/0
predict case 92 , predict result/given label= 0.077288/0
predict case 93 , predict result/given label= 0.073273/0
predict case 94 , predict result/given label= 0.098818/0
predict case 95 , predict result/given label= 0.646968/0
predict case 96 , predict result/given label= 0.072139/0
predict case 97 , predict result/given label= 0.278325/0
predict case 98 , predict result/given label= 0.071925/0
predict case 99 , predict result/given label= 0.141249/0
predict case 100 , predict result/given label= 0.073211/0
predict case 101 , predict result/given label= 0.068940/0
predict case 102 , predict result/given label= 0.086576/0
predict case 103 , predict result/given label= 0.168249/0
predict case 104 , predict result/given label= 0.666860/0
predict case 105 , predict result/given label= 0.221350/0
predict case 106 , predict result/given label= 0.090113/0
predict case 107 , predict result/given label= 0.105066/0
predict case 108 , predict result/given label= 0.278325/0
predict case 109 , predict result/given label= 0.188350/0
predict case 110 , predict result/given label= 0.258376/0
predict case 111 , predict result/given label= 0.647579/0
predict case 112 , predict result/given label= 0.069912/0
predict case 113 , predict result/given label= 0.069912/0
