predict case 0 , predict result/given label= 0.303691/1
predict case 1 , predict result/given label= 0.473078/1
predict case 2 , predict result/given label= 0.405184/1
predict case 3 , predict result/given label= 0.541811/1
predict case 4 , predict result/given label= 0.778784/1
predict case 5 , predict result/given label= 0.770161/1
predict case 6 , predict result/given label= 0.342442/1
predict case 7 , predict result/given label= 0.354248/1
predict case 8 , predict result/given label= 0.733004/1
predict case 9 , predict result/given label= 0.481112/1
predict case 10 , predict result/given label= 0.248970/1
predict case 11 , predict result/given label= 0.757205/1
predict case 12 , predict result/given label= 0.388105/1
predict case 13 , predict result/given label= 0.647557/1
predict case 14 , predict result/given label= 0.641203/1
predict case 15 , predict result/given label= 0.391616/1
predict case 16 , predict result/given label= 0.590349/1
predict case 17 , predict result/given label= 0.541599/1
predict case 18 , predict result/given label= 0.468726/1
predict case 19 , predict result/given label= 0.211308/1
predict case 20 , predict result/given label= 0.436377/1
predict case 21 , predict result/given label= 0.392643/1
predict case 22 , predict result/given label= 0.793765/1
predict case 23 , predict result/given label= 0.862165/1
predict case 24 , predict result/given label= 0.206224/1
predict case 25 , predict result/given label= 0.773172/1
predict case 26 , predict result/given label= 0.360846/1
predict case 27 , predict result/given label= 0.127958/1
predict case 28 , predict result/given label= 0.671601/1
predict case 29 , predict result/given label= 0.075530/1
predict case 30 , predict result/given label= 0.490461/1
predict case 31 , predict result/given label= 0.149747/1
predict case 32 , predict result/given label= 0.277900/1
predict case 33 , predict result/given label= 0.233408/1
predict case 34 , predict result/given label= 0.242429/1
predict case 35 , predict result/given label= 0.804451/1
predict case 36 , predict result/given label= 0.342466/1
predict case 37 , predict result/given label= 0.686957/1
predict case 38 , predict result/given label= 0.238521/1
predict case 39 , predict result/given label= 0.383911/1
predict case 40 , predict result/given label= 0.312333/1
predict case 41 , predict result/given label= 0.362840/1
predict case 42 , predict result/given label= 0.253589/1
predict case 43 , predict result/given label= 0.615679/1
predict case 44 , predict result/given label= 0.310500/1
predict case 45 , predict result/given label= 0.099213/1
predict case 46 , predict result/given label= 0.826731/1
predict case 47 , predict result/given label= 0.414174/1
predict case 48 , predict result/given label= 0.486939/1
predict case 49 , predict result/given label= 0.308510/0
predict case 50 , predict result/given label= 0.302888/0
predict case 51 , predict result/given label= 0.661026/0
predict case 52 , predict result/given label= 0.228539/0
predict case 53 , predict result/given label= 0.262498/0
predict case 54 , predict result/given label= 0.589085/0
predict case 55 , predict result/given label= 0.754587/0
predict case 56 , predict result/given label= 0.289342/0
predict case 57 , predict result/given label= 0.687523/0
predict case 58 , predict result/given label= 0.355948/0
predict case 59 , predict result/given label= 0.310288/0
predict case 60 , predict result/given label= 0.329156/0
predict case 61 , predict result/given label= 0.848157/0
predict case 62 , predict result/given label= 0.548514/0
predict case 63 , predict result/given label= 0.119244/0
predict case 64 , predict result/given label= 0.396396/0
predict case 65 , predict result/given label= 0.489503/0
predict case 66 , predict result/given label= 0.195081/0
predict case 67 , predict result/given label= 0.499485/0
predict case 68 , predict result/given label= 0.315927/0
predict case 69 , predict result/given label= 0.505832/0
predict case 70 , predict result/given label= 0.315306/0
predict case 71 , predict result/given label= 0.673481/0
predict case 72 , predict result/given label= 0.308883/0
predict case 73 , predict result/given label= 0.695825/0
predict case 74 , predict result/given label= 0.756024/0
predict case 75 , predict result/given label= 0.753542/0
predict case 76 , predict result/given label= 0.765315/0
predict case 77 , predict result/given label= 0.283451/0
predict case 78 , predict result/given label= 0.323611/0
predict case 79 , predict result/given label= 0.200927/0
predict case 80 , predict result/given label= 0.203036/0
predict case 81 , predict result/given label= 0.413733/0
predict case 82 , predict result/given label= 0.400658/0
predict case 83 , predict result/given label= 0.240494/0
predict case 84 , predict result/given label= 0.313706/0
predict case 85 , predict result/given label= 0.321700/0
predict case 86 , predict result/given label= 0.548199/0
predict case 87 , predict result/given label= 0.277156/0
predict case 88 , predict result/given label= 0.221630/0
predict case 89 , predict result/given label= 0.499553/0
predict case 90 , predict result/given label= 0.313154/0
predict case 91 , predict result/given label= 0.410562/0
predict case 92 , predict result/given label= 0.193231/0
predict case 93 , predict result/given label= 0.731773/0
predict case 94 , predict result/given label= 0.363479/0
predict case 95 , predict result/given label= 0.386867/0
predict case 96 , predict result/given label= 0.627154/0
predict case 97 , predict result/given label= 0.754557/0
