predict case 0 , predict result/given label= 0.188678/1
predict case 1 , predict result/given label= 0.759145/1
predict case 2 , predict result/given label= 0.434589/1
predict case 3 , predict result/given label= 0.591075/1
predict case 4 , predict result/given label= 0.523398/1
predict case 5 , predict result/given label= 0.249416/1
predict case 6 , predict result/given label= 0.194428/1
predict case 7 , predict result/given label= 0.304561/1
predict case 8 , predict result/given label= 0.197709/1
predict case 9 , predict result/given label= 0.155066/1
predict case 10 , predict result/given label= 0.187009/1
predict case 11 , predict result/given label= 0.758263/1
predict case 12 , predict result/given label= 0.611287/1
predict case 13 , predict result/given label= 0.312367/1
predict case 14 , predict result/given label= 0.074068/1
predict case 15 , predict result/given label= 0.091577/1
predict case 16 , predict result/given label= 0.346302/1
predict case 17 , predict result/given label= 0.135982/1
predict case 18 , predict result/given label= 0.595583/1
predict case 19 , predict result/given label= 0.076363/1
predict case 20 , predict result/given label= 0.339334/1
predict case 21 , predict result/given label= 0.112572/1
predict case 22 , predict result/given label= 0.221482/1
predict case 23 , predict result/given label= 0.294430/1
predict case 24 , predict result/given label= 0.503223/1
predict case 25 , predict result/given label= 0.666916/1
predict case 26 , predict result/given label= 0.141187/1
predict case 27 , predict result/given label= 0.196580/1
predict case 28 , predict result/given label= 0.829061/1
predict case 29 , predict result/given label= 0.457319/1
predict case 30 , predict result/given label= 0.272311/1
predict case 31 , predict result/given label= 0.307047/1
predict case 32 , predict result/given label= 0.543372/1
predict case 33 , predict result/given label= 0.286982/1
predict case 34 , predict result/given label= 0.453991/1
predict case 35 , predict result/given label= 0.550636/1
predict case 36 , predict result/given label= 0.393965/1
predict case 37 , predict result/given label= 0.412456/1
predict case 38 , predict result/given label= 0.652654/1
predict case 39 , predict result/given label= 0.509912/1
predict case 40 , predict result/given label= 0.093270/1
predict case 41 , predict result/given label= 0.134234/1
predict case 42 , predict result/given label= 0.157709/1
predict case 43 , predict result/given label= 0.268553/1
predict case 44 , predict result/given label= 0.693752/1
predict case 45 , predict result/given label= 0.160950/1
predict case 46 , predict result/given label= 0.927751/1
predict case 47 , predict result/given label= 0.319251/1
predict case 48 , predict result/given label= 0.441223/1
predict case 49 , predict result/given label= 0.851508/0
predict case 50 , predict result/given label= 0.187367/0
predict case 51 , predict result/given label= 0.601978/0
predict case 52 , predict result/given label= 0.493765/0
predict case 53 , predict result/given label= 0.479569/0
predict case 54 , predict result/given label= 0.173968/0
predict case 55 , predict result/given label= 0.616406/0
predict case 56 , predict result/given label= 0.618155/0
predict case 57 , predict result/given label= 0.110407/0
predict case 58 , predict result/given label= 0.534708/0
predict case 59 , predict result/given label= 0.735863/0
predict case 60 , predict result/given label= 0.534952/0
predict case 61 , predict result/given label= 0.235443/0
predict case 62 , predict result/given label= 0.534666/0
predict case 63 , predict result/given label= 0.367677/0
predict case 64 , predict result/given label= 0.207679/0
predict case 65 , predict result/given label= 0.237380/0
predict case 66 , predict result/given label= 0.161070/0
predict case 67 , predict result/given label= 0.380601/0
predict case 68 , predict result/given label= 0.514833/0
predict case 69 , predict result/given label= 0.418025/0
predict case 70 , predict result/given label= 0.161326/0
predict case 71 , predict result/given label= 0.180638/0
predict case 72 , predict result/given label= 0.316526/0
predict case 73 , predict result/given label= 0.830180/0
predict case 74 , predict result/given label= 0.146526/0
predict case 75 , predict result/given label= 0.352632/0
predict case 76 , predict result/given label= 0.816678/0
predict case 77 , predict result/given label= 0.456541/0
predict case 78 , predict result/given label= 0.703775/0
predict case 79 , predict result/given label= 0.200611/0
predict case 80 , predict result/given label= 0.109121/0
predict case 81 , predict result/given label= 0.162661/0
predict case 82 , predict result/given label= 0.545038/0
predict case 83 , predict result/given label= 0.821732/0
predict case 84 , predict result/given label= 0.320808/0
predict case 85 , predict result/given label= 0.161326/0
predict case 86 , predict result/given label= 0.430293/0
predict case 87 , predict result/given label= 0.231139/0
predict case 88 , predict result/given label= 0.161546/0
predict case 89 , predict result/given label= 0.120796/0
predict case 90 , predict result/given label= 0.331376/0
predict case 91 , predict result/given label= 0.118643/0
predict case 92 , predict result/given label= 0.195209/0
predict case 93 , predict result/given label= 0.468315/0
predict case 94 , predict result/given label= 0.659467/0
predict case 95 , predict result/given label= 0.088520/0
predict case 96 , predict result/given label= 0.420330/0
predict case 97 , predict result/given label= 0.340238/0
