predict case 0 , predict result/given label= 0.864955/1
predict case 1 , predict result/given label= 0.362525/1
predict case 2 , predict result/given label= 0.466589/1
predict case 3 , predict result/given label= 0.729706/1
predict case 4 , predict result/given label= 0.388934/1
predict case 5 , predict result/given label= 0.461307/1
predict case 6 , predict result/given label= 0.320345/1
predict case 7 , predict result/given label= 0.631410/1
predict case 8 , predict result/given label= 0.727622/1
predict case 9 , predict result/given label= 0.152979/1
predict case 10 , predict result/given label= 0.330659/1
predict case 11 , predict result/given label= 0.072855/1
predict case 12 , predict result/given label= 0.584066/1
predict case 13 , predict result/given label= 0.750634/1
predict case 14 , predict result/given label= 0.683288/1
predict case 15 , predict result/given label= 0.577107/1
predict case 16 , predict result/given label= 0.333190/1
predict case 17 , predict result/given label= 0.799167/1
predict case 18 , predict result/given label= 0.528371/1
predict case 19 , predict result/given label= 0.925641/1
predict case 20 , predict result/given label= 0.446391/1
predict case 21 , predict result/given label= 0.517804/1
predict case 22 , predict result/given label= 0.901299/1
predict case 23 , predict result/given label= 0.389507/1
predict case 24 , predict result/given label= 0.492957/1
predict case 25 , predict result/given label= 0.822189/1
predict case 26 , predict result/given label= 0.334391/1
predict case 27 , predict result/given label= 0.481292/1
predict case 28 , predict result/given label= 0.475960/1
predict case 29 , predict result/given label= 0.663652/1
predict case 30 , predict result/given label= 0.728333/1
predict case 31 , predict result/given label= 0.414097/1
predict case 32 , predict result/given label= 0.173155/1
predict case 33 , predict result/given label= 0.595031/1
predict case 34 , predict result/given label= 0.791688/1
predict case 35 , predict result/given label= 0.617900/1
predict case 36 , predict result/given label= 0.784448/1
predict case 37 , predict result/given label= 0.847611/1
predict case 38 , predict result/given label= 0.368691/1
predict case 39 , predict result/given label= 0.540516/1
predict case 40 , predict result/given label= 0.595863/1
predict case 41 , predict result/given label= 0.485693/1
predict case 42 , predict result/given label= 0.535518/1
predict case 43 , predict result/given label= 0.492480/1
predict case 44 , predict result/given label= 0.839933/1
predict case 45 , predict result/given label= 0.358299/1
predict case 46 , predict result/given label= 0.902162/1
predict case 47 , predict result/given label= 0.848355/1
predict case 48 , predict result/given label= 0.193415/1
predict case 49 , predict result/given label= 0.634425/1
predict case 50 , predict result/given label= 0.407458/1
predict case 51 , predict result/given label= 0.804754/1
predict case 52 , predict result/given label= 0.284918/1
predict case 53 , predict result/given label= 0.559844/1
predict case 54 , predict result/given label= 0.468645/1
predict case 55 , predict result/given label= 0.518781/1
predict case 56 , predict result/given label= 0.394482/1
predict case 57 , predict result/given label= 0.703758/1
predict case 58 , predict result/given label= 0.695287/1
predict case 59 , predict result/given label= 0.391190/1
predict case 60 , predict result/given label= 0.134781/1
predict case 61 , predict result/given label= 0.597161/1
predict case 62 , predict result/given label= 0.549790/1
predict case 63 , predict result/given label= 0.738231/1
predict case 64 , predict result/given label= 0.475818/1
predict case 65 , predict result/given label= 0.369303/1
predict case 66 , predict result/given label= 0.817635/1
predict case 67 , predict result/given label= 0.427502/1
predict case 68 , predict result/given label= 0.378194/1
predict case 69 , predict result/given label= 0.830457/1
predict case 70 , predict result/given label= 0.821322/1
predict case 71 , predict result/given label= 0.750990/1
predict case 72 , predict result/given label= 0.580195/1
predict case 73 , predict result/given label= 0.605279/1
predict case 74 , predict result/given label= 0.635609/1
predict case 75 , predict result/given label= 0.836495/1
predict case 76 , predict result/given label= 0.133235/1
predict case 77 , predict result/given label= 0.538063/1
predict case 78 , predict result/given label= 0.194385/1
predict case 79 , predict result/given label= 0.228750/1
predict case 80 , predict result/given label= 0.276507/1
predict case 81 , predict result/given label= 0.564558/1
predict case 82 , predict result/given label= 0.589764/1
predict case 83 , predict result/given label= 0.219164/1
predict case 84 , predict result/given label= 0.629192/1
predict case 85 , predict result/given label= 0.263086/1
predict case 86 , predict result/given label= 0.559133/1
predict case 87 , predict result/given label= 0.719826/1
predict case 88 , predict result/given label= 0.858529/1
predict case 89 , predict result/given label= 0.174747/0
predict case 90 , predict result/given label= 0.157113/0
predict case 91 , predict result/given label= 0.328761/0
predict case 92 , predict result/given label= 0.787430/0
predict case 93 , predict result/given label= 0.835270/0
predict case 94 , predict result/given label= 0.366643/0
predict case 95 , predict result/given label= 0.295981/0
predict case 96 , predict result/given label= 0.527652/0
predict case 97 , predict result/given label= 0.652999/0
predict case 98 , predict result/given label= 0.621152/0
predict case 99 , predict result/given label= 0.410201/0
predict case 100 , predict result/given label= 0.597748/0
predict case 101 , predict result/given label= 0.076473/0
predict case 102 , predict result/given label= 0.348605/0
predict case 103 , predict result/given label= 0.276329/0
predict case 104 , predict result/given label= 0.541359/0
predict case 105 , predict result/given label= 0.668541/0
predict case 106 , predict result/given label= 0.559482/0
predict case 107 , predict result/given label= 0.512999/0
predict case 108 , predict result/given label= 0.739998/0
predict case 109 , predict result/given label= 0.156578/0
predict case 110 , predict result/given label= 0.817711/0
predict case 111 , predict result/given label= 0.147366/0
predict case 112 , predict result/given label= 0.648873/0
predict case 113 , predict result/given label= 0.458243/0
predict case 114 , predict result/given label= 0.564532/0
predict case 115 , predict result/given label= 0.731010/0
predict case 116 , predict result/given label= 0.296016/0
predict case 117 , predict result/given label= 0.374322/0
predict case 118 , predict result/given label= 0.424375/0
