predict case 0 , predict result/given label= 0.681278/1
predict case 1 , predict result/given label= 0.526079/1
predict case 2 , predict result/given label= 0.327171/1
predict case 3 , predict result/given label= 0.394381/1
predict case 4 , predict result/given label= 0.617230/1
predict case 5 , predict result/given label= 0.777035/1
predict case 6 , predict result/given label= 0.396162/1
predict case 7 , predict result/given label= 0.192481/1
predict case 8 , predict result/given label= 0.455593/1
predict case 9 , predict result/given label= 0.904680/1
predict case 10 , predict result/given label= 0.665730/1
predict case 11 , predict result/given label= 0.342030/1
predict case 12 , predict result/given label= 0.642678/1
predict case 13 , predict result/given label= 0.641614/1
predict case 14 , predict result/given label= 0.633766/1
predict case 15 , predict result/given label= 0.351450/1
predict case 16 , predict result/given label= 0.401841/1
predict case 17 , predict result/given label= 0.454640/1
predict case 18 , predict result/given label= 0.224211/1
predict case 19 , predict result/given label= 0.415432/1
predict case 20 , predict result/given label= 0.393120/1
predict case 21 , predict result/given label= 0.391437/1
predict case 22 , predict result/given label= 0.342523/1
predict case 23 , predict result/given label= 0.401360/1
predict case 24 , predict result/given label= 0.417859/1
predict case 25 , predict result/given label= 0.911420/1
predict case 26 , predict result/given label= 0.470470/1
predict case 27 , predict result/given label= 0.774684/1
predict case 28 , predict result/given label= 0.549908/1
predict case 29 , predict result/given label= 0.150043/1
predict case 30 , predict result/given label= 0.548931/1
predict case 31 , predict result/given label= 0.869724/1
predict case 32 , predict result/given label= 0.798415/1
predict case 33 , predict result/given label= 0.797255/1
predict case 34 , predict result/given label= 0.555986/1
predict case 35 , predict result/given label= 0.540564/1
predict case 36 , predict result/given label= 0.527903/1
predict case 37 , predict result/given label= 0.514918/1
predict case 38 , predict result/given label= 0.396592/1
predict case 39 , predict result/given label= 0.412560/1
predict case 40 , predict result/given label= 0.322901/1
predict case 41 , predict result/given label= 0.600544/1
predict case 42 , predict result/given label= 0.554159/1
predict case 43 , predict result/given label= 0.428535/1
predict case 44 , predict result/given label= 0.401740/1
predict case 45 , predict result/given label= 0.335649/1
