predict case 0 , predict result/given label= 0.623655/1
predict case 1 , predict result/given label= 0.664458/1
predict case 2 , predict result/given label= 0.072353/1
predict case 3 , predict result/given label= 0.699896/1
predict case 4 , predict result/given label= 0.793165/1
predict case 5 , predict result/given label= 0.495383/1
predict case 6 , predict result/given label= 0.788900/1
predict case 7 , predict result/given label= 0.752075/1
predict case 8 , predict result/given label= 0.574317/1
predict case 9 , predict result/given label= 0.540228/1
predict case 10 , predict result/given label= 0.614954/1
predict case 11 , predict result/given label= 0.656737/1
predict case 12 , predict result/given label= 0.422777/1
predict case 13 , predict result/given label= 0.789643/1
predict case 14 , predict result/given label= 0.810535/1
predict case 15 , predict result/given label= 0.609749/1
predict case 16 , predict result/given label= 0.667422/1
predict case 17 , predict result/given label= 0.593697/1
predict case 18 , predict result/given label= 0.480152/1
predict case 19 , predict result/given label= 0.818078/1
predict case 20 , predict result/given label= 0.653565/1
predict case 21 , predict result/given label= 0.835516/1
predict case 22 , predict result/given label= 0.776443/1
predict case 23 , predict result/given label= 0.566858/1
predict case 24 , predict result/given label= 0.280024/1
predict case 25 , predict result/given label= 0.741481/1
predict case 26 , predict result/given label= 0.727059/1
predict case 27 , predict result/given label= 0.569350/1
predict case 28 , predict result/given label= 0.648748/1
predict case 29 , predict result/given label= 0.271187/1
predict case 30 , predict result/given label= 0.621937/1
predict case 31 , predict result/given label= 0.783132/1
predict case 32 , predict result/given label= 0.661419/1
predict case 33 , predict result/given label= 0.750593/1
predict case 34 , predict result/given label= 0.650889/1
predict case 35 , predict result/given label= 0.612421/1
predict case 36 , predict result/given label= 0.621597/1
predict case 37 , predict result/given label= 0.599142/1
predict case 38 , predict result/given label= 0.657991/1
predict case 39 , predict result/given label= 0.595999/1
predict case 40 , predict result/given label= 0.425742/1
predict case 41 , predict result/given label= 0.664691/1
predict case 42 , predict result/given label= 0.573734/1
predict case 43 , predict result/given label= 0.637852/1
predict case 44 , predict result/given label= 0.713163/1
predict case 45 , predict result/given label= 0.651347/1
predict case 46 , predict result/given label= 0.634528/1
predict case 47 , predict result/given label= 0.652194/1
predict case 48 , predict result/given label= 0.776413/1
predict case 49 , predict result/given label= 0.749762/1
