predict case 0 , predict result/given label= 0.412593/1
predict case 1 , predict result/given label= 0.352471/1
predict case 2 , predict result/given label= 0.564052/1
predict case 3 , predict result/given label= 0.822976/1
predict case 4 , predict result/given label= 0.463846/1
predict case 5 , predict result/given label= 0.602300/1
predict case 6 , predict result/given label= 0.870669/1
predict case 7 , predict result/given label= 0.440571/1
predict case 8 , predict result/given label= 0.897450/1
predict case 9 , predict result/given label= 0.486175/1
predict case 10 , predict result/given label= 0.719122/1
predict case 11 , predict result/given label= 0.276540/1
predict case 12 , predict result/given label= 0.359634/1
predict case 13 , predict result/given label= 0.750456/1
predict case 14 , predict result/given label= 0.691444/1
predict case 15 , predict result/given label= 0.290325/1
predict case 16 , predict result/given label= 0.584565/1
predict case 17 , predict result/given label= 0.321892/1
predict case 18 , predict result/given label= 0.278273/1
predict case 19 , predict result/given label= 0.622716/1
predict case 20 , predict result/given label= 0.490390/1
predict case 21 , predict result/given label= 0.456852/1
predict case 22 , predict result/given label= 0.825816/1
predict case 23 , predict result/given label= 0.475697/1
predict case 24 , predict result/given label= 0.203428/1
predict case 25 , predict result/given label= 0.340212/1
predict case 26 , predict result/given label= 0.478797/1
predict case 27 , predict result/given label= 0.838145/1
predict case 28 , predict result/given label= 0.736335/1
predict case 29 , predict result/given label= 0.841247/1
predict case 30 , predict result/given label= 0.417250/1
predict case 31 , predict result/given label= 0.440030/1
predict case 32 , predict result/given label= 0.581840/1
predict case 33 , predict result/given label= 0.661163/1
predict case 34 , predict result/given label= 0.900907/1
predict case 35 , predict result/given label= 0.438219/1
predict case 36 , predict result/given label= 0.910725/1
predict case 37 , predict result/given label= 0.419273/1
predict case 38 , predict result/given label= 0.699692/1
predict case 39 , predict result/given label= 0.424572/1
predict case 40 , predict result/given label= 0.894554/1
predict case 41 , predict result/given label= 0.398775/1
predict case 42 , predict result/given label= 0.570560/1
predict case 43 , predict result/given label= 0.655992/1
predict case 44 , predict result/given label= 0.462624/1
predict case 45 , predict result/given label= 0.488626/1
predict case 46 , predict result/given label= 0.625157/1
predict case 47 , predict result/given label= 0.760980/1
predict case 48 , predict result/given label= 0.278093/1
predict case 49 , predict result/given label= 0.704517/1
predict case 50 , predict result/given label= 0.448174/1
predict case 51 , predict result/given label= 0.418098/1
