predict case 0 , predict result/given label= 0.308744/1
predict case 1 , predict result/given label= 0.140937/1
predict case 2 , predict result/given label= 0.528601/1
predict case 3 , predict result/given label= 0.453116/1
predict case 4 , predict result/given label= 0.864258/1
predict case 5 , predict result/given label= 0.757576/1
predict case 6 , predict result/given label= 0.925677/1
predict case 7 , predict result/given label= 0.699817/1
predict case 8 , predict result/given label= 0.621753/1
predict case 9 , predict result/given label= 0.857217/1
predict case 10 , predict result/given label= 0.509942/1
predict case 11 , predict result/given label= 0.491078/1
predict case 12 , predict result/given label= 0.832609/1
predict case 13 , predict result/given label= 0.420434/1
predict case 14 , predict result/given label= 0.508138/1
predict case 15 , predict result/given label= 0.284805/1
predict case 16 , predict result/given label= 0.251944/1
predict case 17 , predict result/given label= 0.331332/1
predict case 18 , predict result/given label= 0.468480/1
predict case 19 , predict result/given label= 0.886960/1
predict case 20 , predict result/given label= 0.591026/1
predict case 21 , predict result/given label= 0.497747/1
predict case 22 , predict result/given label= 0.486794/1
predict case 23 , predict result/given label= 0.913481/1
predict case 24 , predict result/given label= 0.527534/1
predict case 25 , predict result/given label= 0.889931/1
predict case 26 , predict result/given label= 0.743367/1
predict case 27 , predict result/given label= 0.439785/1
predict case 28 , predict result/given label= 0.587190/1
predict case 29 , predict result/given label= 0.740522/1
predict case 30 , predict result/given label= 0.477662/1
predict case 31 , predict result/given label= 0.865500/1
predict case 32 , predict result/given label= 0.564560/1
predict case 33 , predict result/given label= 0.413938/1
predict case 34 , predict result/given label= 0.862720/1
predict case 35 , predict result/given label= 0.470444/1
predict case 36 , predict result/given label= 0.916210/1
predict case 37 , predict result/given label= 0.585511/1
predict case 38 , predict result/given label= 0.523048/1
predict case 39 , predict result/given label= 0.641928/1
predict case 40 , predict result/given label= 0.375343/1
predict case 41 , predict result/given label= 0.671737/1
predict case 42 , predict result/given label= 0.629385/1
predict case 43 , predict result/given label= 0.505320/1
predict case 44 , predict result/given label= 0.807171/1
predict case 45 , predict result/given label= 0.735603/1
predict case 46 , predict result/given label= 0.553656/1
predict case 47 , predict result/given label= 0.708319/1
predict case 48 , predict result/given label= 0.274737/1
predict case 49 , predict result/given label= 0.710958/1
predict case 50 , predict result/given label= 0.796920/1
predict case 51 , predict result/given label= 0.438153/1
predict case 52 , predict result/given label= 0.852859/1
predict case 53 , predict result/given label= 0.157540/1
predict case 54 , predict result/given label= 0.698365/1
predict case 55 , predict result/given label= 0.770713/1
predict case 56 , predict result/given label= 0.367452/1
predict case 57 , predict result/given label= 0.384091/1
predict case 58 , predict result/given label= 0.294330/1
predict case 59 , predict result/given label= 0.313211/1
predict case 60 , predict result/given label= 0.913541/1
predict case 61 , predict result/given label= 0.217172/1
predict case 62 , predict result/given label= 0.323155/1
predict case 63 , predict result/given label= 0.702404/1
predict case 64 , predict result/given label= 0.435034/1
predict case 65 , predict result/given label= 0.355111/1
predict case 66 , predict result/given label= 0.344994/1
predict case 67 , predict result/given label= 0.929762/1
predict case 68 , predict result/given label= 0.900239/1
predict case 69 , predict result/given label= 0.593569/1
predict case 70 , predict result/given label= 0.564420/1
predict case 71 , predict result/given label= 0.693090/1
predict case 72 , predict result/given label= 0.378799/1
predict case 73 , predict result/given label= 0.567624/1
predict case 74 , predict result/given label= 0.736872/1
predict case 75 , predict result/given label= 0.925143/1
predict case 76 , predict result/given label= 0.877710/1
predict case 77 , predict result/given label= 0.426584/1
predict case 78 , predict result/given label= 0.621733/1
predict case 79 , predict result/given label= 0.240508/1
predict case 80 , predict result/given label= 0.727874/1
predict case 81 , predict result/given label= 0.921358/1
predict case 82 , predict result/given label= 0.925625/1
predict case 83 , predict result/given label= 0.366084/1
predict case 84 , predict result/given label= 0.700397/1
predict case 85 , predict result/given label= 0.797689/1
predict case 86 , predict result/given label= 0.407987/1
predict case 87 , predict result/given label= 0.823641/1
predict case 88 , predict result/given label= 0.907622/1
predict case 89 , predict result/given label= 0.229907/1
predict case 90 , predict result/given label= 0.689900/1
predict case 91 , predict result/given label= 0.647485/1
predict case 92 , predict result/given label= 0.719344/1
predict case 93 , predict result/given label= 0.169821/1
predict case 94 , predict result/given label= 0.818048/1
predict case 95 , predict result/given label= 0.252475/1
predict case 96 , predict result/given label= 0.405191/1
predict case 97 , predict result/given label= 0.665459/1
predict case 98 , predict result/given label= 0.924878/1
predict case 99 , predict result/given label= 0.131928/1
predict case 100 , predict result/given label= 0.802494/1
predict case 101 , predict result/given label= 0.755603/1
predict case 102 , predict result/given label= 0.443080/1
predict case 103 , predict result/given label= 0.451339/1
predict case 104 , predict result/given label= 0.568241/1
predict case 105 , predict result/given label= 0.237737/1
predict case 106 , predict result/given label= 0.837362/1
predict case 107 , predict result/given label= 0.599592/1
predict case 108 , predict result/given label= 0.784535/1
predict case 109 , predict result/given label= 0.681427/1
predict case 110 , predict result/given label= 0.287595/1
predict case 111 , predict result/given label= 0.359220/1
predict case 112 , predict result/given label= 0.248496/1
predict case 113 , predict result/given label= 0.879747/1
predict case 114 , predict result/given label= 0.782492/1
predict case 115 , predict result/given label= 0.419702/1
predict case 116 , predict result/given label= 0.439208/1
predict case 117 , predict result/given label= 0.627603/1
predict case 118 , predict result/given label= 0.930823/1
predict case 119 , predict result/given label= 0.821598/1
predict case 120 , predict result/given label= 0.600974/1
predict case 121 , predict result/given label= 0.451482/1
predict case 122 , predict result/given label= 0.372718/1
predict case 123 , predict result/given label= 0.550736/1
predict case 124 , predict result/given label= 0.510495/1
predict case 125 , predict result/given label= 0.883451/1
predict case 126 , predict result/given label= 0.255154/1
predict case 127 , predict result/given label= 0.684765/1
predict case 128 , predict result/given label= 0.490077/1
predict case 129 , predict result/given label= 0.689158/1
predict case 130 , predict result/given label= 0.565123/1
predict case 131 , predict result/given label= 0.656203/1
predict case 132 , predict result/given label= 0.358467/1
predict case 133 , predict result/given label= 0.383857/1
predict case 134 , predict result/given label= 0.331838/1
predict case 135 , predict result/given label= 0.799770/1
predict case 136 , predict result/given label= 0.441695/1
predict case 137 , predict result/given label= 0.731982/1
predict case 138 , predict result/given label= 0.263174/1
predict case 139 , predict result/given label= 0.305103/1
predict case 140 , predict result/given label= 0.497775/1
predict case 141 , predict result/given label= 0.458619/1
predict case 142 , predict result/given label= 0.913740/1
predict case 143 , predict result/given label= 0.839355/1
predict case 144 , predict result/given label= 0.791438/1
predict case 145 , predict result/given label= 0.883545/1
predict case 146 , predict result/given label= 0.497307/1
predict case 147 , predict result/given label= 0.810349/1
predict case 148 , predict result/given label= 0.252269/1
predict case 149 , predict result/given label= 0.818767/1
predict case 150 , predict result/given label= 0.458765/1
predict case 151 , predict result/given label= 0.418922/1
predict case 152 , predict result/given label= 0.895850/1
predict case 153 , predict result/given label= 0.689898/1
predict case 154 , predict result/given label= 0.316498/1
predict case 155 , predict result/given label= 0.259925/1
predict case 156 , predict result/given label= 0.461384/1
predict case 157 , predict result/given label= 0.294121/1
predict case 158 , predict result/given label= 0.456039/1
predict case 159 , predict result/given label= 0.894574/1
predict case 160 , predict result/given label= 0.267340/1
predict case 161 , predict result/given label= 0.888504/1
predict case 162 , predict result/given label= 0.623106/1
predict case 163 , predict result/given label= 0.442366/1
predict case 164 , predict result/given label= 0.833783/1
predict case 165 , predict result/given label= 0.334471/1
predict case 166 , predict result/given label= 0.449710/1
predict case 167 , predict result/given label= 0.769281/1
predict case 168 , predict result/given label= 0.319615/1
predict case 169 , predict result/given label= 0.817195/1
predict case 170 , predict result/given label= 0.838185/1
predict case 171 , predict result/given label= 0.631515/1
predict case 172 , predict result/given label= 0.125619/1
predict case 173 , predict result/given label= 0.745977/1
predict case 174 , predict result/given label= 0.790254/1
predict case 175 , predict result/given label= 0.786232/1
predict case 176 , predict result/given label= 0.272491/1
predict case 177 , predict result/given label= 0.603916/1
predict case 178 , predict result/given label= 0.855376/1
predict case 179 , predict result/given label= 0.380064/1
predict case 180 , predict result/given label= 0.797494/1
predict case 181 , predict result/given label= 0.463115/1
predict case 182 , predict result/given label= 0.831479/1
predict case 183 , predict result/given label= 0.378243/1
predict case 184 , predict result/given label= 0.858382/1
predict case 185 , predict result/given label= 0.414410/1
predict case 186 , predict result/given label= 0.925562/1
predict case 187 , predict result/given label= 0.836488/1
predict case 188 , predict result/given label= 0.382456/1
predict case 189 , predict result/given label= 0.899184/1
predict case 190 , predict result/given label= 0.122221/1
predict case 191 , predict result/given label= 0.570026/1
predict case 192 , predict result/given label= 0.312168/1
predict case 193 , predict result/given label= 0.491963/1
predict case 194 , predict result/given label= 0.849594/1
predict case 195 , predict result/given label= 0.566240/1
predict case 196 , predict result/given label= 0.827663/1
predict case 197 , predict result/given label= 0.531953/1
predict case 198 , predict result/given label= 0.925404/1
predict case 199 , predict result/given label= 0.550344/1
predict case 200 , predict result/given label= 0.308389/1
predict case 201 , predict result/given label= 0.488963/1
predict case 202 , predict result/given label= 0.723974/1
predict case 203 , predict result/given label= 0.332793/1
predict case 204 , predict result/given label= 0.487709/1
predict case 205 , predict result/given label= 0.399778/1
predict case 206 , predict result/given label= 0.610124/1
predict case 207 , predict result/given label= 0.784520/1
predict case 208 , predict result/given label= 0.560832/0
predict case 209 , predict result/given label= 0.440027/0
predict case 210 , predict result/given label= 0.228801/0
predict case 211 , predict result/given label= 0.246940/0
predict case 212 , predict result/given label= 0.445763/0
predict case 213 , predict result/given label= 0.272157/0
predict case 214 , predict result/given label= 0.463083/0
predict case 215 , predict result/given label= 0.411918/0
predict case 216 , predict result/given label= 0.444459/0
predict case 217 , predict result/given label= 0.370490/0
predict case 218 , predict result/given label= 0.609435/0
predict case 219 , predict result/given label= 0.227014/0
predict case 220 , predict result/given label= 0.401194/0
predict case 221 , predict result/given label= 0.274627/0
predict case 222 , predict result/given label= 0.412021/0
predict case 223 , predict result/given label= 0.214579/0
predict case 224 , predict result/given label= 0.239665/0
predict case 225 , predict result/given label= 0.246402/0
predict case 226 , predict result/given label= 0.275846/0
predict case 227 , predict result/given label= 0.362504/0
predict case 228 , predict result/given label= 0.447018/0
predict case 229 , predict result/given label= 0.315037/0
predict case 230 , predict result/given label= 0.137997/0
predict case 231 , predict result/given label= 0.253713/0
predict case 232 , predict result/given label= 0.321465/0
predict case 233 , predict result/given label= 0.334305/0
predict case 234 , predict result/given label= 0.500565/0
predict case 235 , predict result/given label= 0.416701/0
predict case 236 , predict result/given label= 0.401846/0
predict case 237 , predict result/given label= 0.819420/0
