predict case 0 , predict result/given label= 0.302231/1
predict case 1 , predict result/given label= 0.069240/1
predict case 2 , predict result/given label= 0.789849/1
predict case 3 , predict result/given label= 0.847789/1
predict case 4 , predict result/given label= 0.228763/1
predict case 5 , predict result/given label= 0.771825/1
predict case 6 , predict result/given label= 0.925710/1
predict case 7 , predict result/given label= 0.168630/1
predict case 8 , predict result/given label= 0.179307/1
predict case 9 , predict result/given label= 0.405839/1
predict case 10 , predict result/given label= 0.249030/1
predict case 11 , predict result/given label= 0.362556/1
predict case 12 , predict result/given label= 0.463060/1
predict case 13 , predict result/given label= 0.300880/1
predict case 14 , predict result/given label= 0.779186/1
predict case 15 , predict result/given label= 0.073762/1
predict case 16 , predict result/given label= 0.239703/1
predict case 17 , predict result/given label= 0.232865/1
predict case 18 , predict result/given label= 0.257451/1
predict case 19 , predict result/given label= 0.434717/1
predict case 20 , predict result/given label= 0.626638/1
predict case 21 , predict result/given label= 0.108194/1
predict case 22 , predict result/given label= 0.925690/1
predict case 23 , predict result/given label= 0.158559/1
predict case 24 , predict result/given label= 0.071506/1
predict case 25 , predict result/given label= 0.310762/1
predict case 26 , predict result/given label= 0.169763/1
predict case 27 , predict result/given label= 0.233898/1
predict case 28 , predict result/given label= 0.145686/1
predict case 29 , predict result/given label= 0.138279/1
predict case 30 , predict result/given label= 0.836865/1
predict case 31 , predict result/given label= 0.094723/1
predict case 32 , predict result/given label= 0.068079/1
predict case 33 , predict result/given label= 0.067535/1
predict case 34 , predict result/given label= 0.899092/1
predict case 35 , predict result/given label= 0.221659/1
predict case 36 , predict result/given label= 0.431649/1
predict case 37 , predict result/given label= 0.433296/1
predict case 38 , predict result/given label= 0.452915/1
predict case 39 , predict result/given label= 0.073764/1
predict case 40 , predict result/given label= 0.108363/1
predict case 41 , predict result/given label= 0.825189/1
predict case 42 , predict result/given label= 0.144077/1
predict case 43 , predict result/given label= 0.085059/1
predict case 44 , predict result/given label= 0.674625/1
predict case 45 , predict result/given label= 0.187882/1
predict case 46 , predict result/given label= 0.270544/1
predict case 47 , predict result/given label= 0.075641/1
predict case 48 , predict result/given label= 0.134136/1
predict case 49 , predict result/given label= 0.269233/1
predict case 50 , predict result/given label= 0.065216/1
predict case 51 , predict result/given label= 0.150911/1
predict case 52 , predict result/given label= 0.249235/1
predict case 53 , predict result/given label= 0.552484/1
predict case 54 , predict result/given label= 0.067528/1
predict case 55 , predict result/given label= 0.911004/1
predict case 56 , predict result/given label= 0.070258/1
predict case 57 , predict result/given label= 0.080500/1
predict case 58 , predict result/given label= 0.365981/1
predict case 59 , predict result/given label= 0.108285/1
predict case 60 , predict result/given label= 0.122242/1
