predict case 0 , predict result/given label= 0.355648/1
predict case 1 , predict result/given label= 0.509564/1
predict case 2 , predict result/given label= 0.349883/1
predict case 3 , predict result/given label= 0.713938/1
predict case 4 , predict result/given label= 0.557176/1
predict case 5 , predict result/given label= 0.393402/1
predict case 6 , predict result/given label= 0.727437/1
predict case 7 , predict result/given label= 0.324364/1
predict case 8 , predict result/given label= 0.453028/1
predict case 9 , predict result/given label= 0.523288/1
predict case 10 , predict result/given label= 0.634856/1
predict case 11 , predict result/given label= 0.767618/1
predict case 12 , predict result/given label= 0.329496/1
predict case 13 , predict result/given label= 0.813426/1
predict case 14 , predict result/given label= 0.685341/1
predict case 15 , predict result/given label= 0.762439/1
predict case 16 , predict result/given label= 0.368136/1
predict case 17 , predict result/given label= 0.721343/1
predict case 18 , predict result/given label= 0.761888/1
predict case 19 , predict result/given label= 0.650380/1
predict case 20 , predict result/given label= 0.505104/1
predict case 21 , predict result/given label= 0.555903/1
predict case 22 , predict result/given label= 0.703500/1
predict case 23 , predict result/given label= 0.762018/1
predict case 24 , predict result/given label= 0.850156/1
predict case 25 , predict result/given label= 0.395700/1
predict case 26 , predict result/given label= 0.846113/1
predict case 27 , predict result/given label= 0.595476/1
predict case 28 , predict result/given label= 0.879252/1
predict case 29 , predict result/given label= 0.738158/1
predict case 30 , predict result/given label= 0.770644/1
predict case 31 , predict result/given label= 0.536623/1
predict case 32 , predict result/given label= 0.857333/1
predict case 33 , predict result/given label= 0.350169/1
predict case 34 , predict result/given label= 0.366732/1
predict case 35 , predict result/given label= 0.680139/1
predict case 36 , predict result/given label= 0.778976/1
predict case 37 , predict result/given label= 0.414207/1
predict case 38 , predict result/given label= 0.821864/1
predict case 39 , predict result/given label= 0.583319/1
predict case 40 , predict result/given label= 0.394428/1
predict case 41 , predict result/given label= 0.926940/1
predict case 42 , predict result/given label= 0.297032/1
predict case 43 , predict result/given label= 0.427342/1
predict case 44 , predict result/given label= 0.266847/1
predict case 45 , predict result/given label= 0.746742/1
predict case 46 , predict result/given label= 0.727432/1
