predict case 0 , predict result/given label= 0.770599/1
predict case 1 , predict result/given label= 0.430293/1
predict case 2 , predict result/given label= 0.332442/1
predict case 3 , predict result/given label= 0.892833/1
predict case 4 , predict result/given label= 0.530034/1
predict case 5 , predict result/given label= 0.782021/1
predict case 6 , predict result/given label= 0.305302/1
predict case 7 , predict result/given label= 0.873892/1
predict case 8 , predict result/given label= 0.430752/1
predict case 9 , predict result/given label= 0.670196/1
predict case 10 , predict result/given label= 0.288606/1
predict case 11 , predict result/given label= 0.243780/1
predict case 12 , predict result/given label= 0.816051/1
predict case 13 , predict result/given label= 0.924609/1
predict case 14 , predict result/given label= 0.367596/1
predict case 15 , predict result/given label= 0.550848/1
predict case 16 , predict result/given label= 0.857984/1
predict case 17 , predict result/given label= 0.512923/1
predict case 18 , predict result/given label= 0.446546/1
predict case 19 , predict result/given label= 0.404227/1
predict case 20 , predict result/given label= 0.523665/1
predict case 21 , predict result/given label= 0.922435/1
predict case 22 , predict result/given label= 0.910831/1
predict case 23 , predict result/given label= 0.357847/1
predict case 24 , predict result/given label= 0.924315/1
predict case 25 , predict result/given label= 0.507851/1
predict case 26 , predict result/given label= 0.415513/1
predict case 27 , predict result/given label= 0.483508/1
predict case 28 , predict result/given label= 0.911684/1
predict case 29 , predict result/given label= 0.759671/1
predict case 30 , predict result/given label= 0.616413/1
predict case 31 , predict result/given label= 0.632751/1
predict case 32 , predict result/given label= 0.442633/1
predict case 33 , predict result/given label= 0.385605/1
predict case 34 , predict result/given label= 0.293462/1
predict case 35 , predict result/given label= 0.876858/1
predict case 36 , predict result/given label= 0.428012/1
predict case 37 , predict result/given label= 0.321142/1
predict case 38 , predict result/given label= 0.798348/1
predict case 39 , predict result/given label= 0.835582/1
predict case 40 , predict result/given label= 0.823948/1
predict case 41 , predict result/given label= 0.518132/1
predict case 42 , predict result/given label= 0.860345/1
predict case 43 , predict result/given label= 0.460199/1
predict case 44 , predict result/given label= 0.394645/1
predict case 45 , predict result/given label= 0.741325/1
predict case 46 , predict result/given label= 0.585893/1
predict case 47 , predict result/given label= 0.238170/1
predict case 48 , predict result/given label= 0.534660/1
predict case 49 , predict result/given label= 0.757704/1
predict case 50 , predict result/given label= 0.358465/1
predict case 51 , predict result/given label= 0.456322/1
predict case 52 , predict result/given label= 0.284245/1
predict case 53 , predict result/given label= 0.374529/1
predict case 54 , predict result/given label= 0.246582/1
predict case 55 , predict result/given label= 0.651625/1
predict case 56 , predict result/given label= 0.753339/1
predict case 57 , predict result/given label= 0.344915/1
predict case 58 , predict result/given label= 0.926576/1
predict case 59 , predict result/given label= 0.831029/1
predict case 60 , predict result/given label= 0.667786/1
predict case 61 , predict result/given label= 0.326102/1
predict case 62 , predict result/given label= 0.900435/1
predict case 63 , predict result/given label= 0.542853/1
predict case 64 , predict result/given label= 0.362181/1
predict case 65 , predict result/given label= 0.536602/1
predict case 66 , predict result/given label= 0.414321/1
predict case 67 , predict result/given label= 0.734696/1
predict case 68 , predict result/given label= 0.845500/1
predict case 69 , predict result/given label= 0.433250/1
predict case 70 , predict result/given label= 0.864958/1
predict case 71 , predict result/given label= 0.919968/1
predict case 72 , predict result/given label= 0.846978/1
