predict case 0 , predict result/given label= 0.925001/1
predict case 1 , predict result/given label= 0.563091/1
predict case 2 , predict result/given label= 0.745192/1
predict case 3 , predict result/given label= 0.537002/1
predict case 4 , predict result/given label= 0.497380/1
predict case 5 , predict result/given label= 0.535672/1
predict case 6 , predict result/given label= 0.529154/1
predict case 7 , predict result/given label= 0.479164/1
predict case 8 , predict result/given label= 0.718617/1
predict case 9 , predict result/given label= 0.463740/1
predict case 10 , predict result/given label= 0.364485/1
predict case 11 , predict result/given label= 0.553851/1
predict case 12 , predict result/given label= 0.673605/1
predict case 13 , predict result/given label= 0.715448/1
predict case 14 , predict result/given label= 0.431598/1
predict case 15 , predict result/given label= 0.273003/1
predict case 16 , predict result/given label= 0.465573/1
predict case 17 , predict result/given label= 0.307416/1
predict case 18 , predict result/given label= 0.695173/1
predict case 19 , predict result/given label= 0.573301/1
predict case 20 , predict result/given label= 0.734514/1
predict case 21 , predict result/given label= 0.387806/1
predict case 22 , predict result/given label= 0.561712/1
predict case 23 , predict result/given label= 0.746671/1
predict case 24 , predict result/given label= 0.434758/1
predict case 25 , predict result/given label= 0.496117/1
predict case 26 , predict result/given label= 0.385646/1
predict case 27 , predict result/given label= 0.366401/1
predict case 28 , predict result/given label= 0.311652/1
predict case 29 , predict result/given label= 0.312105/1
predict case 30 , predict result/given label= 0.585334/1
predict case 31 , predict result/given label= 0.491975/1
predict case 32 , predict result/given label= 0.232150/1
predict case 33 , predict result/given label= 0.573891/1
predict case 34 , predict result/given label= 0.708771/1
predict case 35 , predict result/given label= 0.834367/1
predict case 36 , predict result/given label= 0.902148/1
predict case 37 , predict result/given label= 0.568760/1
predict case 38 , predict result/given label= 0.670059/1
predict case 39 , predict result/given label= 0.732815/1
predict case 40 , predict result/given label= 0.276062/1
predict case 41 , predict result/given label= 0.576620/1
predict case 42 , predict result/given label= 0.632551/1
predict case 43 , predict result/given label= 0.605006/1
predict case 44 , predict result/given label= 0.644005/1
predict case 45 , predict result/given label= 0.487476/1
predict case 46 , predict result/given label= 0.596845/1
predict case 47 , predict result/given label= 0.516617/1
predict case 48 , predict result/given label= 0.502607/1
predict case 49 , predict result/given label= 0.378851/1
predict case 50 , predict result/given label= 0.425824/1
predict case 51 , predict result/given label= 0.366046/1
predict case 52 , predict result/given label= 0.320811/1
predict case 53 , predict result/given label= 0.552221/1
predict case 54 , predict result/given label= 0.765789/1
predict case 55 , predict result/given label= 0.563918/1
predict case 56 , predict result/given label= 0.488872/1
predict case 57 , predict result/given label= 0.636272/1
predict case 58 , predict result/given label= 0.387124/1
predict case 59 , predict result/given label= 0.574801/1
predict case 60 , predict result/given label= 0.536032/1
predict case 61 , predict result/given label= 0.594900/1
predict case 62 , predict result/given label= 0.638304/1
predict case 63 , predict result/given label= 0.570581/1
predict case 64 , predict result/given label= 0.734633/1
predict case 65 , predict result/given label= 0.532729/1
predict case 66 , predict result/given label= 0.589889/1
predict case 67 , predict result/given label= 0.459154/1
predict case 68 , predict result/given label= 0.831207/1
predict case 69 , predict result/given label= 0.323319/1
predict case 70 , predict result/given label= 0.641065/1
predict case 71 , predict result/given label= 0.755886/1
predict case 72 , predict result/given label= 0.698003/1
predict case 73 , predict result/given label= 0.278516/1
predict case 74 , predict result/given label= 0.433825/1
predict case 75 , predict result/given label= 0.714248/1
predict case 76 , predict result/given label= 0.541587/1
predict case 77 , predict result/given label= 0.720773/1
predict case 78 , predict result/given label= 0.231096/1
predict case 79 , predict result/given label= 0.696863/1
predict case 80 , predict result/given label= 0.578776/1
predict case 81 , predict result/given label= 0.878284/1
predict case 82 , predict result/given label= 0.483807/1
predict case 83 , predict result/given label= 0.250530/1
predict case 84 , predict result/given label= 0.579101/1
predict case 85 , predict result/given label= 0.228412/1
predict case 86 , predict result/given label= 0.739437/1
predict case 87 , predict result/given label= 0.557105/1
predict case 88 , predict result/given label= 0.492726/1
predict case 89 , predict result/given label= 0.789219/1
predict case 90 , predict result/given label= 0.548435/1
predict case 91 , predict result/given label= 0.486199/1
predict case 92 , predict result/given label= 0.680854/1
predict case 93 , predict result/given label= 0.376557/1
predict case 94 , predict result/given label= 0.524531/1
predict case 95 , predict result/given label= 0.609063/1
predict case 96 , predict result/given label= 0.615301/1
predict case 97 , predict result/given label= 0.625726/1
predict case 98 , predict result/given label= 0.823131/1
predict case 99 , predict result/given label= 0.367046/1
predict case 100 , predict result/given label= 0.464955/1
