predict case 0 , predict result/given label= 0.664772/1
predict case 1 , predict result/given label= 0.549395/1
predict case 2 , predict result/given label= 0.273383/1
predict case 3 , predict result/given label= 0.384471/1
predict case 4 , predict result/given label= 0.223766/1
predict case 5 , predict result/given label= 0.605604/1
predict case 6 , predict result/given label= 0.539589/1
predict case 7 , predict result/given label= 0.662779/1
predict case 8 , predict result/given label= 0.884396/1
predict case 9 , predict result/given label= 0.921839/1
predict case 10 , predict result/given label= 0.407163/1
predict case 11 , predict result/given label= 0.458837/1
predict case 12 , predict result/given label= 0.362042/1
predict case 13 , predict result/given label= 0.887111/1
predict case 14 , predict result/given label= 0.548768/1
predict case 15 , predict result/given label= 0.633815/1
predict case 16 , predict result/given label= 0.370523/1
predict case 17 , predict result/given label= 0.370724/1
predict case 18 , predict result/given label= 0.886533/1
predict case 19 , predict result/given label= 0.907485/1
predict case 20 , predict result/given label= 0.936157/1
predict case 21 , predict result/given label= 0.437467/1
predict case 22 , predict result/given label= 0.847865/1
predict case 23 , predict result/given label= 0.198340/1
predict case 24 , predict result/given label= 0.221711/1
predict case 25 , predict result/given label= 0.259735/1
predict case 26 , predict result/given label= 0.673346/1
predict case 27 , predict result/given label= 0.918698/1
predict case 28 , predict result/given label= 0.349201/1
predict case 29 , predict result/given label= 0.509014/1
predict case 30 , predict result/given label= 0.454952/1
predict case 31 , predict result/given label= 0.919940/1
predict case 32 , predict result/given label= 0.745806/1
predict case 33 , predict result/given label= 0.896287/1
predict case 34 , predict result/given label= 0.864120/1
predict case 35 , predict result/given label= 0.925867/1
predict case 36 , predict result/given label= 0.118869/1
predict case 37 , predict result/given label= 0.333973/1
predict case 38 , predict result/given label= 0.763015/1
predict case 39 , predict result/given label= 0.445663/1
predict case 40 , predict result/given label= 0.314715/1
predict case 41 , predict result/given label= 0.551539/1
predict case 42 , predict result/given label= 0.888507/1
predict case 43 , predict result/given label= 0.625527/1
predict case 44 , predict result/given label= 0.714067/1
predict case 45 , predict result/given label= 0.337677/1
predict case 46 , predict result/given label= 0.259683/1
predict case 47 , predict result/given label= 0.870926/1
predict case 48 , predict result/given label= 0.321148/1
predict case 49 , predict result/given label= 0.743696/1
predict case 50 , predict result/given label= 0.929104/1
predict case 51 , predict result/given label= 0.669133/1
predict case 52 , predict result/given label= 0.844363/1
predict case 53 , predict result/given label= 0.347874/1
predict case 54 , predict result/given label= 0.924212/1
predict case 55 , predict result/given label= 0.922044/1
predict case 56 , predict result/given label= 0.612907/1
predict case 57 , predict result/given label= 0.379423/1
predict case 58 , predict result/given label= 0.823038/1
predict case 59 , predict result/given label= 0.467111/1
predict case 60 , predict result/given label= 0.399077/1
predict case 61 , predict result/given label= 0.763725/1
predict case 62 , predict result/given label= 0.411722/1
predict case 63 , predict result/given label= 0.872659/1
predict case 64 , predict result/given label= 0.921259/1
predict case 65 , predict result/given label= 0.850873/1
predict case 66 , predict result/given label= 0.426598/1
predict case 67 , predict result/given label= 0.761664/1
predict case 68 , predict result/given label= 0.318148/1
predict case 69 , predict result/given label= 0.439838/1
predict case 70 , predict result/given label= 0.934059/1
predict case 71 , predict result/given label= 0.200651/1
predict case 72 , predict result/given label= 0.364492/1
predict case 73 , predict result/given label= 0.597587/1
predict case 74 , predict result/given label= 0.493185/1
