predict case 0 , predict result/given label= 0.312984/1
predict case 1 , predict result/given label= 0.376546/1
predict case 2 , predict result/given label= 0.693892/1
predict case 3 , predict result/given label= 0.528039/1
predict case 4 , predict result/given label= 0.479534/1
predict case 5 , predict result/given label= 0.564861/1
predict case 6 , predict result/given label= 0.518830/1
predict case 7 , predict result/given label= 0.816359/1
predict case 8 , predict result/given label= 0.761373/1
predict case 9 , predict result/given label= 0.630846/1
predict case 10 , predict result/given label= 0.541786/1
predict case 11 , predict result/given label= 0.546211/1
predict case 12 , predict result/given label= 0.211894/1
predict case 13 , predict result/given label= 0.910307/1
predict case 14 , predict result/given label= 0.535153/1
predict case 15 , predict result/given label= 0.214150/1
predict case 16 , predict result/given label= 0.380760/1
predict case 17 , predict result/given label= 0.286129/1
predict case 18 , predict result/given label= 0.185473/1
predict case 19 , predict result/given label= 0.420349/1
predict case 20 , predict result/given label= 0.525842/1
predict case 21 , predict result/given label= 0.367235/1
predict case 22 , predict result/given label= 0.367619/1
predict case 23 , predict result/given label= 0.248798/1
predict case 24 , predict result/given label= 0.786971/1
predict case 25 , predict result/given label= 0.357612/1
predict case 26 , predict result/given label= 0.280192/1
predict case 27 , predict result/given label= 0.592183/1
predict case 28 , predict result/given label= 0.216935/1
predict case 29 , predict result/given label= 0.205846/1
predict case 30 , predict result/given label= 0.331999/1
predict case 31 , predict result/given label= 0.787820/1
predict case 32 , predict result/given label= 0.159541/1
predict case 33 , predict result/given label= 0.409299/1
predict case 34 , predict result/given label= 0.775549/1
predict case 35 , predict result/given label= 0.758655/1
predict case 36 , predict result/given label= 0.529759/1
predict case 37 , predict result/given label= 0.732669/1
predict case 38 , predict result/given label= 0.906445/1
predict case 39 , predict result/given label= 0.801511/1
predict case 40 , predict result/given label= 0.589816/1
predict case 41 , predict result/given label= 0.604878/1
predict case 42 , predict result/given label= 0.767902/1
predict case 43 , predict result/given label= 0.578169/1
predict case 44 , predict result/given label= 0.772915/1
predict case 45 , predict result/given label= 0.532106/1
predict case 46 , predict result/given label= 0.498597/1
predict case 47 , predict result/given label= 0.656367/1
predict case 48 , predict result/given label= 0.255210/1
predict case 49 , predict result/given label= 0.815010/1
predict case 50 , predict result/given label= 0.537266/1
predict case 51 , predict result/given label= 0.860283/1
predict case 52 , predict result/given label= 0.262062/1
predict case 53 , predict result/given label= 0.527975/1
predict case 54 , predict result/given label= 0.175564/1
predict case 55 , predict result/given label= 0.411613/1
predict case 56 , predict result/given label= 0.650970/1
predict case 57 , predict result/given label= 0.544857/1
predict case 58 , predict result/given label= 0.691249/1
predict case 59 , predict result/given label= 0.225140/1
predict case 60 , predict result/given label= 0.857682/1
predict case 61 , predict result/given label= 0.841117/1
predict case 62 , predict result/given label= 0.375194/1
predict case 63 , predict result/given label= 0.582990/1
predict case 64 , predict result/given label= 0.665010/1
predict case 65 , predict result/given label= 0.368599/1
predict case 66 , predict result/given label= 0.329429/1
predict case 67 , predict result/given label= 0.423160/1
predict case 68 , predict result/given label= 0.240602/1
predict case 69 , predict result/given label= 0.539356/1
predict case 70 , predict result/given label= 0.858760/1
predict case 71 , predict result/given label= 0.605400/1
predict case 72 , predict result/given label= 0.815636/1
predict case 73 , predict result/given label= 0.730474/1
predict case 74 , predict result/given label= 0.182556/1
predict case 75 , predict result/given label= 0.368619/1
predict case 76 , predict result/given label= 0.381154/1
predict case 77 , predict result/given label= 0.584927/1
predict case 78 , predict result/given label= 0.262522/1
predict case 79 , predict result/given label= 0.515654/1
predict case 80 , predict result/given label= 0.189197/1
predict case 81 , predict result/given label= 0.714216/1
predict case 82 , predict result/given label= 0.667522/1
predict case 83 , predict result/given label= 0.342512/1
predict case 84 , predict result/given label= 0.766979/1
predict case 85 , predict result/given label= 0.460461/1
predict case 86 , predict result/given label= 0.925092/1
predict case 87 , predict result/given label= 0.565847/1
predict case 88 , predict result/given label= 0.639569/1
predict case 89 , predict result/given label= 0.394957/1
predict case 90 , predict result/given label= 0.514730/1
predict case 91 , predict result/given label= 0.711691/1
predict case 92 , predict result/given label= 0.749047/1
predict case 93 , predict result/given label= 0.313515/1
predict case 94 , predict result/given label= 0.807280/1
predict case 95 , predict result/given label= 0.528758/1
predict case 96 , predict result/given label= 0.922183/1
predict case 97 , predict result/given label= 0.584556/1
predict case 98 , predict result/given label= 0.223694/1
predict case 99 , predict result/given label= 0.332020/1
predict case 100 , predict result/given label= 0.666448/1
predict case 101 , predict result/given label= 0.464859/1
predict case 102 , predict result/given label= 0.863884/1
predict case 103 , predict result/given label= 0.653834/1
predict case 104 , predict result/given label= 0.564293/1
predict case 105 , predict result/given label= 0.304566/1
predict case 106 , predict result/given label= 0.375423/1
predict case 107 , predict result/given label= 0.476216/1
predict case 108 , predict result/given label= 0.710978/1
predict case 109 , predict result/given label= 0.295284/1
predict case 110 , predict result/given label= 0.714435/1
predict case 111 , predict result/given label= 0.486198/1
predict case 112 , predict result/given label= 0.150118/1
predict case 113 , predict result/given label= 0.190251/1
predict case 114 , predict result/given label= 0.844389/1
predict case 115 , predict result/given label= 0.704114/1
predict case 116 , predict result/given label= 0.661118/1
predict case 117 , predict result/given label= 0.569620/1
predict case 118 , predict result/given label= 0.303477/1
predict case 119 , predict result/given label= 0.177590/1
predict case 120 , predict result/given label= 0.921201/1
predict case 121 , predict result/given label= 0.473944/1
predict case 122 , predict result/given label= 0.631842/1
predict case 123 , predict result/given label= 0.808483/1
predict case 124 , predict result/given label= 0.266396/1
predict case 125 , predict result/given label= 0.148836/1
predict case 126 , predict result/given label= 0.538528/1
predict case 127 , predict result/given label= 0.424166/1
predict case 128 , predict result/given label= 0.374462/1
predict case 129 , predict result/given label= 0.806237/1
predict case 130 , predict result/given label= 0.754206/1
predict case 131 , predict result/given label= 0.268814/1
predict case 132 , predict result/given label= 0.517427/1
predict case 133 , predict result/given label= 0.589491/1
predict case 134 , predict result/given label= 0.701074/1
predict case 135 , predict result/given label= 0.351361/1
predict case 136 , predict result/given label= 0.860540/1
predict case 137 , predict result/given label= 0.571623/1
predict case 138 , predict result/given label= 0.646293/1
predict case 139 , predict result/given label= 0.821062/1
predict case 140 , predict result/given label= 0.662914/1
