predict case 0 , predict result/given label= 0.609828/1
predict case 1 , predict result/given label= 0.422205/1
predict case 2 , predict result/given label= 0.790502/1
predict case 3 , predict result/given label= 0.927079/1
predict case 4 , predict result/given label= 0.935188/1
predict case 5 , predict result/given label= 0.715561/1
predict case 6 , predict result/given label= 0.708063/1
predict case 7 , predict result/given label= 0.810394/1
predict case 8 , predict result/given label= 0.507249/1
predict case 9 , predict result/given label= 0.320790/1
predict case 10 , predict result/given label= 0.815743/1
predict case 11 , predict result/given label= 0.927505/1
predict case 12 , predict result/given label= 0.359601/1
predict case 13 , predict result/given label= 0.685805/1
predict case 14 , predict result/given label= 0.327409/1
predict case 15 , predict result/given label= 0.924733/1
predict case 16 , predict result/given label= 0.683316/1
predict case 17 , predict result/given label= 0.447990/1
predict case 18 , predict result/given label= 0.476704/1
predict case 19 , predict result/given label= 0.849554/1
predict case 20 , predict result/given label= 0.924255/1
predict case 21 , predict result/given label= 0.576819/1
predict case 22 , predict result/given label= 0.687006/1
predict case 23 , predict result/given label= 0.513226/1
predict case 24 , predict result/given label= 0.797684/1
predict case 25 , predict result/given label= 0.558344/1
predict case 26 , predict result/given label= 0.296782/1
predict case 27 , predict result/given label= 0.925191/1
predict case 28 , predict result/given label= 0.282482/1
predict case 29 , predict result/given label= 0.747716/1
predict case 30 , predict result/given label= 0.905914/1
predict case 31 , predict result/given label= 0.738039/1
predict case 32 , predict result/given label= 0.430148/1
predict case 33 , predict result/given label= 0.818071/1
predict case 34 , predict result/given label= 0.746370/1
predict case 35 , predict result/given label= 0.704150/1
predict case 36 , predict result/given label= 0.303202/1
predict case 37 , predict result/given label= 0.848842/1
predict case 38 , predict result/given label= 0.928319/1
predict case 39 , predict result/given label= 0.850034/1
predict case 40 , predict result/given label= 0.303202/1
predict case 41 , predict result/given label= 0.645797/1
predict case 42 , predict result/given label= 0.922092/1
predict case 43 , predict result/given label= 0.438542/1
predict case 44 , predict result/given label= 0.250883/1
predict case 45 , predict result/given label= 0.486556/1
predict case 46 , predict result/given label= 0.916941/1
predict case 47 , predict result/given label= 0.190264/1
predict case 48 , predict result/given label= 0.804881/1
predict case 49 , predict result/given label= 0.728386/1
predict case 50 , predict result/given label= 0.927875/1
predict case 51 , predict result/given label= 0.308551/1
predict case 52 , predict result/given label= 0.693242/1
predict case 53 , predict result/given label= 0.571102/1
predict case 54 , predict result/given label= 0.779143/1
predict case 55 , predict result/given label= 0.300035/1
predict case 56 , predict result/given label= 0.477495/1
predict case 57 , predict result/given label= 0.785558/1
predict case 58 , predict result/given label= 0.356458/1
predict case 59 , predict result/given label= 0.282565/1
predict case 60 , predict result/given label= 0.712683/1
predict case 61 , predict result/given label= 0.737509/1
predict case 62 , predict result/given label= 0.745351/1
predict case 63 , predict result/given label= 0.503582/1
predict case 64 , predict result/given label= 0.856869/1
predict case 65 , predict result/given label= 0.840531/1
predict case 66 , predict result/given label= 0.361647/1
predict case 67 , predict result/given label= 0.620516/1
predict case 68 , predict result/given label= 0.279825/1
predict case 69 , predict result/given label= 0.875165/1
predict case 70 , predict result/given label= 0.275122/1
predict case 71 , predict result/given label= 0.909029/1
predict case 72 , predict result/given label= 0.770557/1
predict case 73 , predict result/given label= 0.756357/1
predict case 74 , predict result/given label= 0.802634/1
predict case 75 , predict result/given label= 0.687006/1
predict case 76 , predict result/given label= 0.927765/1
predict case 77 , predict result/given label= 0.245697/1
predict case 78 , predict result/given label= 0.275122/1
predict case 79 , predict result/given label= 0.750669/1
predict case 80 , predict result/given label= 0.331948/1
predict case 81 , predict result/given label= 0.581894/1
predict case 82 , predict result/given label= 0.851418/1
predict case 83 , predict result/given label= 0.527145/1
predict case 84 , predict result/given label= 0.896914/1
predict case 85 , predict result/given label= 0.880055/1
predict case 86 , predict result/given label= 0.433039/1
predict case 87 , predict result/given label= 0.932060/1
predict case 88 , predict result/given label= 0.924198/1
predict case 89 , predict result/given label= 0.925444/1
predict case 90 , predict result/given label= 0.574833/1
predict case 91 , predict result/given label= 0.617629/1
predict case 92 , predict result/given label= 0.355576/1
predict case 93 , predict result/given label= 0.221935/1
predict case 94 , predict result/given label= 0.848644/1
predict case 95 , predict result/given label= 0.587058/1
predict case 96 , predict result/given label= 0.730890/1
predict case 97 , predict result/given label= 0.865897/1
predict case 98 , predict result/given label= 0.281428/1
predict case 99 , predict result/given label= 0.358422/1
predict case 100 , predict result/given label= 0.875968/1
predict case 101 , predict result/given label= 0.370457/1
predict case 102 , predict result/given label= 0.417428/1
predict case 103 , predict result/given label= 0.711750/1
predict case 104 , predict result/given label= 0.481436/1
predict case 105 , predict result/given label= 0.933350/1
predict case 106 , predict result/given label= 0.494712/1
predict case 107 , predict result/given label= 0.847373/1
predict case 108 , predict result/given label= 0.570233/1
predict case 109 , predict result/given label= 0.687006/1
predict case 110 , predict result/given label= 0.884159/1
predict case 111 , predict result/given label= 0.318912/1
predict case 112 , predict result/given label= 0.752312/1
predict case 113 , predict result/given label= 0.873802/1
predict case 114 , predict result/given label= 0.275122/1
predict case 115 , predict result/given label= 0.679919/1
predict case 116 , predict result/given label= 0.927346/1
predict case 117 , predict result/given label= 0.275122/1
predict case 118 , predict result/given label= 0.418212/1
predict case 119 , predict result/given label= 0.897364/1
predict case 120 , predict result/given label= 0.526164/1
predict case 121 , predict result/given label= 0.931512/1
predict case 122 , predict result/given label= 0.638104/1
predict case 123 , predict result/given label= 0.737917/1
predict case 124 , predict result/given label= 0.253865/1
predict case 125 , predict result/given label= 0.928328/1
predict case 126 , predict result/given label= 0.901869/1
predict case 127 , predict result/given label= 0.790333/1
predict case 128 , predict result/given label= 0.933619/1
predict case 129 , predict result/given label= 0.591091/1
predict case 130 , predict result/given label= 0.363886/1
predict case 131 , predict result/given label= 0.261228/1
predict case 132 , predict result/given label= 0.902804/1
predict case 133 , predict result/given label= 0.687006/1
predict case 134 , predict result/given label= 0.243614/1
predict case 135 , predict result/given label= 0.470596/1
predict case 136 , predict result/given label= 0.925173/1
predict case 137 , predict result/given label= 0.766307/1
