predict case 0 , predict result/given label= 0.707006/1
predict case 1 , predict result/given label= 0.929000/1
predict case 2 , predict result/given label= 0.596412/1
predict case 3 , predict result/given label= 0.862594/1
predict case 4 , predict result/given label= 0.576349/1
predict case 5 , predict result/given label= 0.822612/1
predict case 6 , predict result/given label= 0.427577/1
predict case 7 , predict result/given label= 0.532876/1
predict case 8 , predict result/given label= 0.339234/1
predict case 9 , predict result/given label= 0.901675/1
predict case 10 , predict result/given label= 0.926467/1
predict case 11 , predict result/given label= 0.188193/1
predict case 12 , predict result/given label= 0.239926/1
predict case 13 , predict result/given label= 0.188193/1
predict case 14 , predict result/given label= 0.248508/1
predict case 15 , predict result/given label= 0.910395/1
predict case 16 , predict result/given label= 0.910807/1
predict case 17 , predict result/given label= 0.573934/1
predict case 18 , predict result/given label= 0.920319/1
predict case 19 , predict result/given label= 0.290845/1
predict case 20 , predict result/given label= 0.688112/1
predict case 21 , predict result/given label= 0.842813/1
predict case 22 , predict result/given label= 0.828737/1
predict case 23 , predict result/given label= 0.812799/1
predict case 24 , predict result/given label= 0.363474/1
predict case 25 , predict result/given label= 0.421355/1
predict case 26 , predict result/given label= 0.926507/1
predict case 27 , predict result/given label= 0.249441/1
predict case 28 , predict result/given label= 0.930377/1
predict case 29 , predict result/given label= 0.383267/1
predict case 30 , predict result/given label= 0.864706/1
predict case 31 , predict result/given label= 0.933571/1
predict case 32 , predict result/given label= 0.462966/1
predict case 33 , predict result/given label= 0.460843/1
predict case 34 , predict result/given label= 0.414002/1
predict case 35 , predict result/given label= 0.362191/1
predict case 36 , predict result/given label= 0.810479/1
predict case 37 , predict result/given label= 0.924769/1
predict case 38 , predict result/given label= 0.407182/1
predict case 39 , predict result/given label= 0.707006/1
predict case 40 , predict result/given label= 0.449187/1
predict case 41 , predict result/given label= 0.398557/1
predict case 42 , predict result/given label= 0.364554/1
predict case 43 , predict result/given label= 0.381765/1
predict case 44 , predict result/given label= 0.602196/1
predict case 45 , predict result/given label= 0.447619/1
predict case 46 , predict result/given label= 0.895485/1
predict case 47 , predict result/given label= 0.926286/1
predict case 48 , predict result/given label= 0.704331/1
predict case 49 , predict result/given label= 0.266584/1
predict case 50 , predict result/given label= 0.276680/1
predict case 51 , predict result/given label= 0.499858/1
predict case 52 , predict result/given label= 0.426356/1
predict case 53 , predict result/given label= 0.249950/1
predict case 54 , predict result/given label= 0.318609/1
predict case 55 , predict result/given label= 0.498102/1
predict case 56 , predict result/given label= 0.758386/1
predict case 57 , predict result/given label= 0.930633/1
predict case 58 , predict result/given label= 0.298157/1
predict case 59 , predict result/given label= 0.927829/1
predict case 60 , predict result/given label= 0.338751/1
predict case 61 , predict result/given label= 0.575061/1
predict case 62 , predict result/given label= 0.390369/1
predict case 63 , predict result/given label= 0.591709/1
predict case 64 , predict result/given label= 0.434280/1
predict case 65 , predict result/given label= 0.768126/1
predict case 66 , predict result/given label= 0.833295/1
predict case 67 , predict result/given label= 0.344411/1
predict case 68 , predict result/given label= 0.333403/1
predict case 69 , predict result/given label= 0.438501/1
predict case 70 , predict result/given label= 0.927296/1
predict case 71 , predict result/given label= 0.465439/1
predict case 72 , predict result/given label= 0.926504/1
predict case 73 , predict result/given label= 0.830436/1
predict case 74 , predict result/given label= 0.912322/1
predict case 75 , predict result/given label= 0.821806/1
predict case 76 , predict result/given label= 0.932363/1
predict case 77 , predict result/given label= 0.864066/1
predict case 78 , predict result/given label= 0.429644/1
predict case 79 , predict result/given label= 0.818215/1
predict case 80 , predict result/given label= 0.925672/1
predict case 81 , predict result/given label= 0.842920/1
predict case 82 , predict result/given label= 0.752512/1
predict case 83 , predict result/given label= 0.925390/1
predict case 84 , predict result/given label= 0.611258/1
predict case 85 , predict result/given label= 0.646889/1
predict case 86 , predict result/given label= 0.895167/1
predict case 87 , predict result/given label= 0.347105/1
predict case 88 , predict result/given label= 0.838586/1
predict case 89 , predict result/given label= 0.341310/1
predict case 90 , predict result/given label= 0.835644/1
predict case 91 , predict result/given label= 0.924593/1
predict case 92 , predict result/given label= 0.709138/1
predict case 93 , predict result/given label= 0.387589/1
predict case 94 , predict result/given label= 0.454834/1
predict case 95 , predict result/given label= 0.925072/1
predict case 96 , predict result/given label= 0.632247/1
predict case 97 , predict result/given label= 0.835331/1
predict case 98 , predict result/given label= 0.926356/1
predict case 99 , predict result/given label= 0.351498/1
predict case 100 , predict result/given label= 0.800846/1
predict case 101 , predict result/given label= 0.710415/1
predict case 102 , predict result/given label= 0.541389/1
predict case 103 , predict result/given label= 0.707006/1
predict case 104 , predict result/given label= 0.787078/1
predict case 105 , predict result/given label= 0.937042/1
predict case 106 , predict result/given label= 0.932175/1
predict case 107 , predict result/given label= 0.868391/1
predict case 108 , predict result/given label= 0.864391/1
predict case 109 , predict result/given label= 0.330088/1
predict case 110 , predict result/given label= 0.885521/1
predict case 111 , predict result/given label= 0.924827/1
predict case 112 , predict result/given label= 0.915373/1
predict case 113 , predict result/given label= 0.929997/1
predict case 114 , predict result/given label= 0.935629/1
predict case 115 , predict result/given label= 0.896506/1
predict case 116 , predict result/given label= 0.871306/1
predict case 117 , predict result/given label= 0.851340/1
predict case 118 , predict result/given label= 0.927271/1
predict case 119 , predict result/given label= 0.669097/1
predict case 120 , predict result/given label= 0.768504/1
predict case 121 , predict result/given label= 0.366981/1
predict case 122 , predict result/given label= 0.253842/1
predict case 123 , predict result/given label= 0.388465/1
predict case 124 , predict result/given label= 0.925295/1
predict case 125 , predict result/given label= 0.330088/1
predict case 126 , predict result/given label= 0.886783/1
predict case 127 , predict result/given label= 0.926613/1
predict case 128 , predict result/given label= 0.317379/1
predict case 129 , predict result/given label= 0.352483/1
predict case 130 , predict result/given label= 0.935581/1
predict case 131 , predict result/given label= 0.648670/1
predict case 132 , predict result/given label= 0.679479/1
predict case 133 , predict result/given label= 0.848495/1
predict case 134 , predict result/given label= 0.382941/1
predict case 135 , predict result/given label= 0.925390/1
predict case 136 , predict result/given label= 0.931854/1
predict case 137 , predict result/given label= 0.795427/1
predict case 138 , predict result/given label= 0.926914/1
predict case 139 , predict result/given label= 0.919582/1
predict case 140 , predict result/given label= 0.326762/1
predict case 141 , predict result/given label= 0.908933/1
predict case 142 , predict result/given label= 0.926981/1
predict case 143 , predict result/given label= 0.249703/1
predict case 144 , predict result/given label= 0.266921/1
predict case 145 , predict result/given label= 0.402767/1
predict case 146 , predict result/given label= 0.591531/1
predict case 147 , predict result/given label= 0.935279/1
predict case 148 , predict result/given label= 0.926405/1
predict case 149 , predict result/given label= 0.925672/1
predict case 150 , predict result/given label= 0.574472/1
predict case 151 , predict result/given label= 0.336773/1
predict case 152 , predict result/given label= 0.705468/1
predict case 153 , predict result/given label= 0.838848/1
predict case 154 , predict result/given label= 0.576707/1
predict case 155 , predict result/given label= 0.898405/1
predict case 156 , predict result/given label= 0.839723/1
predict case 157 , predict result/given label= 0.698322/1
predict case 158 , predict result/given label= 0.522745/1
predict case 159 , predict result/given label= 0.593357/1
predict case 160 , predict result/given label= 0.894140/1
predict case 161 , predict result/given label= 0.606516/1
predict case 162 , predict result/given label= 0.263581/1
predict case 163 , predict result/given label= 0.526255/1
predict case 164 , predict result/given label= 0.926614/1
predict case 165 , predict result/given label= 0.719981/1
predict case 166 , predict result/given label= 0.925285/1
predict case 167 , predict result/given label= 0.276322/1
predict case 168 , predict result/given label= 0.188193/1
predict case 169 , predict result/given label= 0.844510/1
predict case 170 , predict result/given label= 0.856769/1
predict case 171 , predict result/given label= 0.299070/1
predict case 172 , predict result/given label= 0.936686/1
predict case 173 , predict result/given label= 0.259319/1
predict case 174 , predict result/given label= 0.927097/1
predict case 175 , predict result/given label= 0.283506/1
predict case 176 , predict result/given label= 0.402815/1
predict case 177 , predict result/given label= 0.887580/1
predict case 178 , predict result/given label= 0.415382/1
predict case 179 , predict result/given label= 0.254211/1
predict case 180 , predict result/given label= 0.510196/1
predict case 181 , predict result/given label= 0.863720/1
predict case 182 , predict result/given label= 0.786856/1
predict case 183 , predict result/given label= 0.924952/1
predict case 184 , predict result/given label= 0.925384/1
predict case 185 , predict result/given label= 0.397700/1
predict case 186 , predict result/given label= 0.334951/1
predict case 187 , predict result/given label= 0.882173/1
predict case 188 , predict result/given label= 0.368924/1
predict case 189 , predict result/given label= 0.686885/1
predict case 190 , predict result/given label= 0.528236/1
predict case 191 , predict result/given label= 0.376766/1
predict case 192 , predict result/given label= 0.396626/1
predict case 193 , predict result/given label= 0.784088/1
predict case 194 , predict result/given label= 0.527725/1
predict case 195 , predict result/given label= 0.409892/1
predict case 196 , predict result/given label= 0.909185/1
predict case 197 , predict result/given label= 0.833850/1
predict case 198 , predict result/given label= 0.773352/1
predict case 199 , predict result/given label= 0.924767/1
predict case 200 , predict result/given label= 0.892262/1
predict case 201 , predict result/given label= 0.871048/1
predict case 202 , predict result/given label= 0.552858/1
predict case 203 , predict result/given label= 0.788831/1
predict case 204 , predict result/given label= 0.823389/1
