predict case 0 , predict result/given label= 0.848462/1
predict case 1 , predict result/given label= 0.289390/1
predict case 2 , predict result/given label= 0.798718/1
predict case 3 , predict result/given label= 0.303583/1
predict case 4 , predict result/given label= 0.231179/1
predict case 5 , predict result/given label= 0.559424/1
predict case 6 , predict result/given label= 0.578392/1
predict case 7 , predict result/given label= 0.375199/1
predict case 8 , predict result/given label= 0.658550/1
predict case 9 , predict result/given label= 0.778403/1
predict case 10 , predict result/given label= 0.287476/1
predict case 11 , predict result/given label= 0.927037/1
predict case 12 , predict result/given label= 0.345142/1
predict case 13 , predict result/given label= 0.772049/1
predict case 14 , predict result/given label= 0.581752/1
predict case 15 , predict result/given label= 0.926802/1
predict case 16 , predict result/given label= 0.746778/1
predict case 17 , predict result/given label= 0.282113/1
predict case 18 , predict result/given label= 0.799815/1
predict case 19 , predict result/given label= 0.416189/1
predict case 20 , predict result/given label= 0.551384/1
predict case 21 , predict result/given label= 0.434234/1
predict case 22 , predict result/given label= 0.332470/1
predict case 23 , predict result/given label= 0.865340/1
predict case 24 , predict result/given label= 0.323846/1
predict case 25 , predict result/given label= 0.265412/1
predict case 26 , predict result/given label= 0.823463/1
predict case 27 , predict result/given label= 0.800569/1
predict case 28 , predict result/given label= 0.344211/1
predict case 29 , predict result/given label= 0.288460/1
predict case 30 , predict result/given label= 0.905643/1
predict case 31 , predict result/given label= 0.654253/1
predict case 32 , predict result/given label= 0.252143/1
predict case 33 , predict result/given label= 0.860701/1
predict case 34 , predict result/given label= 0.722762/1
predict case 35 , predict result/given label= 0.613385/1
predict case 36 , predict result/given label= 0.817866/1
predict case 37 , predict result/given label= 0.362680/1
predict case 38 , predict result/given label= 0.925678/1
predict case 39 , predict result/given label= 0.559601/1
predict case 40 , predict result/given label= 0.328772/1
predict case 41 , predict result/given label= 0.888031/1
predict case 42 , predict result/given label= 0.904616/1
predict case 43 , predict result/given label= 0.222096/1
predict case 44 , predict result/given label= 0.833860/1
predict case 45 , predict result/given label= 0.829672/1
predict case 46 , predict result/given label= 0.535419/1
predict case 47 , predict result/given label= 0.835952/1
predict case 48 , predict result/given label= 0.620309/1
predict case 49 , predict result/given label= 0.581673/1
predict case 50 , predict result/given label= 0.828027/1
predict case 51 , predict result/given label= 0.471196/1
predict case 52 , predict result/given label= 0.897169/1
predict case 53 , predict result/given label= 0.425748/1
predict case 54 , predict result/given label= 0.909917/1
predict case 55 , predict result/given label= 0.877438/1
predict case 56 , predict result/given label= 0.360680/1
predict case 57 , predict result/given label= 0.350391/1
predict case 58 , predict result/given label= 0.879069/1
predict case 59 , predict result/given label= 0.411353/1
predict case 60 , predict result/given label= 0.344097/1
predict case 61 , predict result/given label= 0.554632/1
predict case 62 , predict result/given label= 0.340371/1
predict case 63 , predict result/given label= 0.819426/1
predict case 64 , predict result/given label= 0.290795/1
predict case 65 , predict result/given label= 0.650819/1
predict case 66 , predict result/given label= 0.899012/1
predict case 67 , predict result/given label= 0.801862/1
predict case 68 , predict result/given label= 0.926651/1
predict case 69 , predict result/given label= 0.816509/1
predict case 70 , predict result/given label= 0.339863/1
predict case 71 , predict result/given label= 0.327963/1
predict case 72 , predict result/given label= 0.387429/1
predict case 73 , predict result/given label= 0.449204/1
predict case 74 , predict result/given label= 0.516547/1
predict case 75 , predict result/given label= 0.849441/1
predict case 76 , predict result/given label= 0.833424/1
predict case 77 , predict result/given label= 0.814994/1
predict case 78 , predict result/given label= 0.662492/1
predict case 79 , predict result/given label= 0.926008/1
predict case 80 , predict result/given label= 0.838972/1
predict case 81 , predict result/given label= 0.660859/1
predict case 82 , predict result/given label= 0.792999/1
predict case 83 , predict result/given label= 0.661786/1
predict case 84 , predict result/given label= 0.924703/1
predict case 85 , predict result/given label= 0.899473/1
predict case 86 , predict result/given label= 0.494001/1
predict case 87 , predict result/given label= 0.786470/1
predict case 88 , predict result/given label= 0.366185/1
predict case 89 , predict result/given label= 0.429466/1
predict case 90 , predict result/given label= 0.682246/1
predict case 91 , predict result/given label= 0.403194/1
predict case 92 , predict result/given label= 0.339042/1
predict case 93 , predict result/given label= 0.925943/1
predict case 94 , predict result/given label= 0.439410/1
predict case 95 , predict result/given label= 0.345617/1
predict case 96 , predict result/given label= 0.490836/1
predict case 97 , predict result/given label= 0.341985/1
predict case 98 , predict result/given label= 0.420936/1
predict case 99 , predict result/given label= 0.930807/1
predict case 100 , predict result/given label= 0.540901/1
predict case 101 , predict result/given label= 0.456887/1
predict case 102 , predict result/given label= 0.439601/1
predict case 103 , predict result/given label= 0.818396/1
predict case 104 , predict result/given label= 0.806448/1
predict case 105 , predict result/given label= 0.360846/1
predict case 106 , predict result/given label= 0.896620/1
predict case 107 , predict result/given label= 0.647335/1
predict case 108 , predict result/given label= 0.519668/1
predict case 109 , predict result/given label= 0.639414/1
predict case 110 , predict result/given label= 0.287738/1
predict case 111 , predict result/given label= 0.652194/1
predict case 112 , predict result/given label= 0.580167/1
predict case 113 , predict result/given label= 0.357957/1
predict case 114 , predict result/given label= 0.302344/1
predict case 115 , predict result/given label= 0.357869/1
predict case 116 , predict result/given label= 0.639414/1
predict case 117 , predict result/given label= 0.932385/1
predict case 118 , predict result/given label= 0.300239/1
predict case 119 , predict result/given label= 0.897311/1
predict case 120 , predict result/given label= 0.314004/1
predict case 121 , predict result/given label= 0.847786/1
predict case 122 , predict result/given label= 0.929441/1
predict case 123 , predict result/given label= 0.832462/1
predict case 124 , predict result/given label= 0.924996/1
predict case 125 , predict result/given label= 0.277181/1
predict case 126 , predict result/given label= 0.530541/1
predict case 127 , predict result/given label= 0.363197/1
predict case 128 , predict result/given label= 0.722869/1
predict case 129 , predict result/given label= 0.793419/1
predict case 130 , predict result/given label= 0.496225/1
predict case 131 , predict result/given label= 0.401820/1
predict case 132 , predict result/given label= 0.435307/1
predict case 133 , predict result/given label= 0.789465/1
predict case 134 , predict result/given label= 0.820990/1
predict case 135 , predict result/given label= 0.167266/1
predict case 136 , predict result/given label= 0.832696/1
predict case 137 , predict result/given label= 0.927072/1
predict case 138 , predict result/given label= 0.367801/1
predict case 139 , predict result/given label= 0.436074/1
predict case 140 , predict result/given label= 0.329353/1
predict case 141 , predict result/given label= 0.449487/1
predict case 142 , predict result/given label= 0.620551/1
predict case 143 , predict result/given label= 0.513774/1
predict case 144 , predict result/given label= 0.280269/1
predict case 145 , predict result/given label= 0.830493/1
predict case 146 , predict result/given label= 0.836008/1
