predict case 0 , predict result/given label= 0.357845/1
predict case 1 , predict result/given label= 0.924181/1
predict case 2 , predict result/given label= 0.496615/1
predict case 3 , predict result/given label= 0.872268/1
predict case 4 , predict result/given label= 0.312075/1
predict case 5 , predict result/given label= 0.472842/1
predict case 6 , predict result/given label= 0.828581/1
predict case 7 , predict result/given label= 0.835283/1
predict case 8 , predict result/given label= 0.670784/1
predict case 9 , predict result/given label= 0.902709/1
predict case 10 , predict result/given label= 0.913740/1
predict case 11 , predict result/given label= 0.401833/1
predict case 12 , predict result/given label= 0.931632/1
predict case 13 , predict result/given label= 0.283460/1
predict case 14 , predict result/given label= 0.454441/1
predict case 15 , predict result/given label= 0.847353/1
predict case 16 , predict result/given label= 0.813413/1
predict case 17 , predict result/given label= 0.905227/1
predict case 18 , predict result/given label= 0.327592/1
predict case 19 , predict result/given label= 0.417195/1
predict case 20 , predict result/given label= 0.928098/1
predict case 21 , predict result/given label= 0.866039/1
predict case 22 , predict result/given label= 0.315252/1
predict case 23 , predict result/given label= 0.451642/1
predict case 24 , predict result/given label= 0.924225/1
predict case 25 , predict result/given label= 0.746460/1
predict case 26 , predict result/given label= 0.840630/1
predict case 27 , predict result/given label= 0.827978/1
predict case 28 , predict result/given label= 0.736666/1
predict case 29 , predict result/given label= 0.766790/1
predict case 30 , predict result/given label= 0.515648/1
predict case 31 , predict result/given label= 0.213116/1
predict case 32 , predict result/given label= 0.438216/1
predict case 33 , predict result/given label= 0.356780/1
predict case 34 , predict result/given label= 0.850273/1
predict case 35 , predict result/given label= 0.930894/1
predict case 36 , predict result/given label= 0.497008/1
predict case 37 , predict result/given label= 0.928556/1
predict case 38 , predict result/given label= 0.262151/1
predict case 39 , predict result/given label= 0.824745/1
predict case 40 , predict result/given label= 0.391008/1
predict case 41 , predict result/given label= 0.926053/1
predict case 42 , predict result/given label= 0.737500/1
predict case 43 , predict result/given label= 0.401060/1
predict case 44 , predict result/given label= 0.464592/1
predict case 45 , predict result/given label= 0.930404/1
predict case 46 , predict result/given label= 0.253310/1
predict case 47 , predict result/given label= 0.847642/1
predict case 48 , predict result/given label= 0.464151/1
predict case 49 , predict result/given label= 0.329694/1
predict case 50 , predict result/given label= 0.516212/1
predict case 51 , predict result/given label= 0.200712/1
predict case 52 , predict result/given label= 0.459497/1
predict case 53 , predict result/given label= 0.608269/1
predict case 54 , predict result/given label= 0.658821/1
predict case 55 , predict result/given label= 0.309329/1
predict case 56 , predict result/given label= 0.826995/1
predict case 57 , predict result/given label= 0.921450/1
predict case 58 , predict result/given label= 0.867421/1
predict case 59 , predict result/given label= 0.408298/1
predict case 60 , predict result/given label= 0.857715/1
predict case 61 , predict result/given label= 0.853262/1
predict case 62 , predict result/given label= 0.844373/1
predict case 63 , predict result/given label= 0.595886/1
predict case 64 , predict result/given label= 0.406717/1
predict case 65 , predict result/given label= 0.873263/1
predict case 66 , predict result/given label= 0.347079/1
predict case 67 , predict result/given label= 0.669246/1
predict case 68 , predict result/given label= 0.921531/1
predict case 69 , predict result/given label= 0.571131/1
predict case 70 , predict result/given label= 0.724685/1
predict case 71 , predict result/given label= 0.794666/1
predict case 72 , predict result/given label= 0.304837/1
predict case 73 , predict result/given label= 0.285696/1
predict case 74 , predict result/given label= 0.929479/1
predict case 75 , predict result/given label= 0.550366/1
predict case 76 , predict result/given label= 0.246954/1
predict case 77 , predict result/given label= 0.491417/1
predict case 78 , predict result/given label= 0.359091/1
predict case 79 , predict result/given label= 0.917587/1
predict case 80 , predict result/given label= 0.866855/1
predict case 81 , predict result/given label= 0.400777/1
predict case 82 , predict result/given label= 0.881770/1
predict case 83 , predict result/given label= 0.876437/1
predict case 84 , predict result/given label= 0.324983/1
predict case 85 , predict result/given label= 0.828927/1
predict case 86 , predict result/given label= 0.368215/1
predict case 87 , predict result/given label= 0.924918/1
predict case 88 , predict result/given label= 0.326649/1
predict case 89 , predict result/given label= 0.933849/1
predict case 90 , predict result/given label= 0.620990/1
predict case 91 , predict result/given label= 0.799595/1
predict case 92 , predict result/given label= 0.658854/1
predict case 93 , predict result/given label= 0.474696/1
predict case 94 , predict result/given label= 0.739852/1
predict case 95 , predict result/given label= 0.870011/1
predict case 96 , predict result/given label= 0.849793/1
predict case 97 , predict result/given label= 0.337826/1
predict case 98 , predict result/given label= 0.709880/1
predict case 99 , predict result/given label= 0.931335/1
predict case 100 , predict result/given label= 0.345431/1
predict case 101 , predict result/given label= 0.453083/1
predict case 102 , predict result/given label= 0.289162/1
predict case 103 , predict result/given label= 0.350813/1
predict case 104 , predict result/given label= 0.754856/1
predict case 105 , predict result/given label= 0.390956/1
predict case 106 , predict result/given label= 0.584417/1
predict case 107 , predict result/given label= 0.904974/1
predict case 108 , predict result/given label= 0.796746/1
predict case 109 , predict result/given label= 0.317281/1
predict case 110 , predict result/given label= 0.340982/1
predict case 111 , predict result/given label= 0.737232/1
predict case 112 , predict result/given label= 0.249772/1
predict case 113 , predict result/given label= 0.445103/1
predict case 114 , predict result/given label= 0.554335/1
predict case 115 , predict result/given label= 0.774580/1
predict case 116 , predict result/given label= 0.607392/1
predict case 117 , predict result/given label= 0.277003/1
predict case 118 , predict result/given label= 0.513536/1
predict case 119 , predict result/given label= 0.305971/1
predict case 120 , predict result/given label= 0.268677/1
predict case 121 , predict result/given label= 0.580463/1
predict case 122 , predict result/given label= 0.410487/1
predict case 123 , predict result/given label= 0.295757/1
predict case 124 , predict result/given label= 0.277008/1
predict case 125 , predict result/given label= 0.479420/1
predict case 126 , predict result/given label= 0.887656/1
predict case 127 , predict result/given label= 0.827027/1
predict case 128 , predict result/given label= 0.776036/1
predict case 129 , predict result/given label= 0.416980/1
predict case 130 , predict result/given label= 0.269941/1
predict case 131 , predict result/given label= 0.346500/1
predict case 132 , predict result/given label= 0.931092/1
predict case 133 , predict result/given label= 0.794245/1
predict case 134 , predict result/given label= 0.299832/1
predict case 135 , predict result/given label= 0.548560/1
predict case 136 , predict result/given label= 0.389777/1
predict case 137 , predict result/given label= 0.924181/1
predict case 138 , predict result/given label= 0.293989/1
predict case 139 , predict result/given label= 0.413224/1
predict case 140 , predict result/given label= 0.335769/1
predict case 141 , predict result/given label= 0.848796/1
predict case 142 , predict result/given label= 0.398743/1
predict case 143 , predict result/given label= 0.933839/1
predict case 144 , predict result/given label= 0.753914/1
predict case 145 , predict result/given label= 0.782199/1
predict case 146 , predict result/given label= 0.867558/1
predict case 147 , predict result/given label= 0.871285/1
predict case 148 , predict result/given label= 0.925305/1
predict case 149 , predict result/given label= 0.733311/1
predict case 150 , predict result/given label= 0.372468/1
predict case 151 , predict result/given label= 0.267484/1
predict case 152 , predict result/given label= 0.669246/1
predict case 153 , predict result/given label= 0.618669/1
predict case 154 , predict result/given label= 0.213116/1
predict case 155 , predict result/given label= 0.491582/1
predict case 156 , predict result/given label= 0.926902/1
predict case 157 , predict result/given label= 0.393063/1
predict case 158 , predict result/given label= 0.849173/1
predict case 159 , predict result/given label= 0.754131/1
