predict case 0 , predict result/given label= 0.699884/1
predict case 1 , predict result/given label= 0.369317/1
predict case 2 , predict result/given label= 0.550337/1
predict case 3 , predict result/given label= 0.646671/1
predict case 4 , predict result/given label= 0.492338/1
predict case 5 , predict result/given label= 0.664149/1
predict case 6 , predict result/given label= 0.530018/1
predict case 7 , predict result/given label= 0.138008/1
predict case 8 , predict result/given label= 0.452534/1
predict case 9 , predict result/given label= 0.711003/1
predict case 10 , predict result/given label= 0.600413/1
predict case 11 , predict result/given label= 0.532214/1
predict case 12 , predict result/given label= 0.434348/1
predict case 13 , predict result/given label= 0.584643/1
predict case 14 , predict result/given label= 0.682078/1
predict case 15 , predict result/given label= 0.607360/1
predict case 16 , predict result/given label= 0.228891/1
predict case 17 , predict result/given label= 0.489585/1
predict case 18 , predict result/given label= 0.667883/1
predict case 19 , predict result/given label= 0.615527/1
predict case 20 , predict result/given label= 0.593928/1
predict case 21 , predict result/given label= 0.540965/1
predict case 22 , predict result/given label= 0.506904/1
predict case 23 , predict result/given label= 0.368840/1
predict case 24 , predict result/given label= 0.793097/1
predict case 25 , predict result/given label= 0.394478/1
predict case 26 , predict result/given label= 0.663053/1
predict case 27 , predict result/given label= 0.535358/1
predict case 28 , predict result/given label= 0.485754/1
predict case 29 , predict result/given label= 0.534378/1
predict case 30 , predict result/given label= 0.345591/1
predict case 31 , predict result/given label= 0.606963/1
predict case 32 , predict result/given label= 0.600737/1
predict case 33 , predict result/given label= 0.450001/1
predict case 34 , predict result/given label= 0.456958/1
predict case 35 , predict result/given label= 0.658390/1
predict case 36 , predict result/given label= 0.459874/1
predict case 37 , predict result/given label= 0.571544/1
predict case 38 , predict result/given label= 0.836546/1
predict case 39 , predict result/given label= 0.486518/1
predict case 40 , predict result/given label= 0.630197/1
predict case 41 , predict result/given label= 0.345076/1
predict case 42 , predict result/given label= 0.654658/1
predict case 43 , predict result/given label= 0.520807/1
predict case 44 , predict result/given label= 0.688735/1
predict case 45 , predict result/given label= 0.482407/1
predict case 46 , predict result/given label= 0.422108/1
predict case 47 , predict result/given label= 0.447636/1
predict case 48 , predict result/given label= 0.456895/1
predict case 49 , predict result/given label= 0.456576/1
predict case 50 , predict result/given label= 0.379261/1
predict case 51 , predict result/given label= 0.432327/1
predict case 52 , predict result/given label= 0.613341/1
predict case 53 , predict result/given label= 0.563038/1
predict case 54 , predict result/given label= 0.683363/1
predict case 55 , predict result/given label= 0.558905/1
predict case 56 , predict result/given label= 0.636766/1
predict case 57 , predict result/given label= 0.664409/1
predict case 58 , predict result/given label= 0.607711/1
predict case 59 , predict result/given label= 0.425930/1
predict case 60 , predict result/given label= 0.788018/1
predict case 61 , predict result/given label= 0.515993/1
predict case 62 , predict result/given label= 0.660841/1
predict case 63 , predict result/given label= 0.485396/1
predict case 64 , predict result/given label= 0.757301/1
predict case 65 , predict result/given label= 0.588800/1
predict case 66 , predict result/given label= 0.455886/1
predict case 67 , predict result/given label= 0.527739/1
predict case 68 , predict result/given label= 0.843146/1
predict case 69 , predict result/given label= 0.638190/1
predict case 70 , predict result/given label= 0.662919/1
predict case 71 , predict result/given label= 0.420057/1
predict case 72 , predict result/given label= 0.577544/1
predict case 73 , predict result/given label= 0.531575/1
predict case 74 , predict result/given label= 0.555708/1
predict case 75 , predict result/given label= 0.520249/1
predict case 76 , predict result/given label= 0.605572/1
predict case 77 , predict result/given label= 0.537937/1
predict case 78 , predict result/given label= 0.744736/1
predict case 79 , predict result/given label= 0.528997/1
predict case 80 , predict result/given label= 0.650593/1
predict case 81 , predict result/given label= 0.403355/1
predict case 82 , predict result/given label= 0.655031/1
predict case 83 , predict result/given label= 0.552661/1
predict case 84 , predict result/given label= 0.439309/1
predict case 85 , predict result/given label= 0.465204/1
predict case 86 , predict result/given label= 0.369512/1
predict case 87 , predict result/given label= 0.565645/1
predict case 88 , predict result/given label= 0.363778/1
predict case 89 , predict result/given label= 0.416849/1
predict case 90 , predict result/given label= 0.572673/1
predict case 91 , predict result/given label= 0.699308/1
predict case 92 , predict result/given label= 0.596566/1
predict case 93 , predict result/given label= 0.529055/1
predict case 94 , predict result/given label= 0.617578/1
predict case 95 , predict result/given label= 0.429152/1
predict case 96 , predict result/given label= 0.558506/1
predict case 97 , predict result/given label= 0.651702/1
predict case 98 , predict result/given label= 0.275931/1
predict case 99 , predict result/given label= 0.672878/1
predict case 100 , predict result/given label= 0.377590/1
predict case 101 , predict result/given label= 0.650328/1
predict case 102 , predict result/given label= 0.695447/1
predict case 103 , predict result/given label= 0.523401/1
predict case 104 , predict result/given label= 0.445678/1
predict case 105 , predict result/given label= 0.766559/1
predict case 106 , predict result/given label= 0.636121/1
predict case 107 , predict result/given label= 0.356302/1
predict case 108 , predict result/given label= 0.682509/1
predict case 109 , predict result/given label= 0.505268/1
predict case 110 , predict result/given label= 0.501427/1
predict case 111 , predict result/given label= 0.521375/1
predict case 112 , predict result/given label= 0.281728/1
predict case 113 , predict result/given label= 0.146501/1
predict case 114 , predict result/given label= 0.642049/1
predict case 115 , predict result/given label= 0.615178/1
predict case 116 , predict result/given label= 0.658577/1
predict case 117 , predict result/given label= 0.569030/1
predict case 118 , predict result/given label= 0.608701/1
predict case 119 , predict result/given label= 0.731390/1
predict case 120 , predict result/given label= 0.443036/1
predict case 121 , predict result/given label= 0.450884/1
predict case 122 , predict result/given label= 0.659638/1
predict case 123 , predict result/given label= 0.458556/1
predict case 124 , predict result/given label= 0.490727/1
predict case 125 , predict result/given label= 0.597551/1
predict case 126 , predict result/given label= 0.372299/1
predict case 127 , predict result/given label= 0.450277/1
predict case 128 , predict result/given label= 0.581735/1
predict case 129 , predict result/given label= 0.836492/1
predict case 130 , predict result/given label= 0.701739/1
predict case 131 , predict result/given label= 0.510352/1
predict case 132 , predict result/given label= 0.442390/1
predict case 133 , predict result/given label= 0.649452/1
predict case 134 , predict result/given label= 0.550845/1
predict case 135 , predict result/given label= 0.774956/1
predict case 136 , predict result/given label= 0.726554/1
predict case 137 , predict result/given label= 0.766860/1
predict case 138 , predict result/given label= 0.613920/1
predict case 139 , predict result/given label= 0.738202/1
predict case 140 , predict result/given label= 0.768816/1
predict case 141 , predict result/given label= 0.484242/1
predict case 142 , predict result/given label= 0.810811/1
predict case 143 , predict result/given label= 0.630077/1
predict case 144 , predict result/given label= 0.317404/1
predict case 145 , predict result/given label= 0.410523/1
predict case 146 , predict result/given label= 0.708231/1
predict case 147 , predict result/given label= 0.505596/1
predict case 148 , predict result/given label= 0.654490/1
predict case 149 , predict result/given label= 0.686547/1
predict case 150 , predict result/given label= 0.680795/1
predict case 151 , predict result/given label= 0.416647/1
predict case 152 , predict result/given label= 0.455292/1
predict case 153 , predict result/given label= 0.519382/1
predict case 154 , predict result/given label= 0.584151/1
predict case 155 , predict result/given label= 0.381179/1
predict case 156 , predict result/given label= 0.633034/1
predict case 157 , predict result/given label= 0.138782/1
predict case 158 , predict result/given label= 0.625394/1
predict case 159 , predict result/given label= 0.503719/1
predict case 160 , predict result/given label= 0.490897/1
predict case 161 , predict result/given label= 0.348429/1
predict case 162 , predict result/given label= 0.413167/1
predict case 163 , predict result/given label= 0.350345/1
predict case 164 , predict result/given label= 0.434469/1
predict case 165 , predict result/given label= 0.652858/1
predict case 166 , predict result/given label= 0.565859/1
predict case 167 , predict result/given label= 0.353763/1
predict case 168 , predict result/given label= 0.419883/1
predict case 169 , predict result/given label= 0.410552/1
predict case 170 , predict result/given label= 0.342510/1
predict case 171 , predict result/given label= 0.603522/1
predict case 172 , predict result/given label= 0.521977/1
predict case 173 , predict result/given label= 0.552877/1
predict case 174 , predict result/given label= 0.480890/1
predict case 175 , predict result/given label= 0.535936/1
predict case 176 , predict result/given label= 0.390975/1
predict case 177 , predict result/given label= 0.657273/1
predict case 178 , predict result/given label= 0.719022/1
predict case 179 , predict result/given label= 0.745032/1
predict case 180 , predict result/given label= 0.496208/1
predict case 181 , predict result/given label= 0.607676/1
predict case 182 , predict result/given label= 0.408426/1
predict case 183 , predict result/given label= 0.345466/1
predict case 184 , predict result/given label= 0.399869/1
predict case 185 , predict result/given label= 0.710976/1
predict case 186 , predict result/given label= 0.613228/1
predict case 187 , predict result/given label= 0.644852/1
predict case 188 , predict result/given label= 0.559195/1
predict case 189 , predict result/given label= 0.369988/1
predict case 190 , predict result/given label= 0.502672/1
predict case 191 , predict result/given label= 0.773918/1
predict case 192 , predict result/given label= 0.727059/1
predict case 193 , predict result/given label= 0.769713/1
predict case 194 , predict result/given label= 0.636075/1
predict case 195 , predict result/given label= 0.686182/1
predict case 196 , predict result/given label= 0.658004/1
predict case 197 , predict result/given label= 0.550985/1
predict case 198 , predict result/given label= 0.526415/1
predict case 199 , predict result/given label= 0.552364/1
predict case 200 , predict result/given label= 0.454675/1
predict case 201 , predict result/given label= 0.327342/1
predict case 202 , predict result/given label= 0.632524/1
predict case 203 , predict result/given label= 0.683219/1
predict case 204 , predict result/given label= 0.658583/1
predict case 205 , predict result/given label= 0.636010/1
predict case 206 , predict result/given label= 0.489657/1
predict case 207 , predict result/given label= 0.671160/1
predict case 208 , predict result/given label= 0.433880/1
predict case 209 , predict result/given label= 0.427711/1
predict case 210 , predict result/given label= 0.769390/1
predict case 211 , predict result/given label= 0.617567/1
predict case 212 , predict result/given label= 0.341090/1
predict case 213 , predict result/given label= 0.402668/1
predict case 214 , predict result/given label= 0.584366/1
predict case 215 , predict result/given label= 0.353328/1
predict case 216 , predict result/given label= 0.385081/1
predict case 217 , predict result/given label= 0.434451/1
predict case 218 , predict result/given label= 0.567581/1
predict case 219 , predict result/given label= 0.748257/1
predict case 220 , predict result/given label= 0.345485/1
predict case 221 , predict result/given label= 0.530885/1
predict case 222 , predict result/given label= 0.558375/1
predict case 223 , predict result/given label= 0.525613/1
predict case 224 , predict result/given label= 0.399167/1
predict case 225 , predict result/given label= 0.298127/1
predict case 226 , predict result/given label= 0.586022/1
predict case 227 , predict result/given label= 0.611855/1
predict case 228 , predict result/given label= 0.547079/1
predict case 229 , predict result/given label= 0.405023/1
predict case 230 , predict result/given label= 0.451309/1
predict case 231 , predict result/given label= 0.447953/1
predict case 232 , predict result/given label= 0.729230/0
predict case 233 , predict result/given label= 0.576156/0
predict case 234 , predict result/given label= 0.525572/0
predict case 235 , predict result/given label= 0.563090/0
predict case 236 , predict result/given label= 0.553307/0
predict case 237 , predict result/given label= 0.302030/0
predict case 238 , predict result/given label= 0.372817/0
predict case 239 , predict result/given label= 0.503813/0
predict case 240 , predict result/given label= 0.308743/0
predict case 241 , predict result/given label= 0.323306/0
predict case 242 , predict result/given label= 0.254452/0
predict case 243 , predict result/given label= 0.617459/0
predict case 244 , predict result/given label= 0.650499/0
predict case 245 , predict result/given label= 0.354180/0
predict case 246 , predict result/given label= 0.468693/0
predict case 247 , predict result/given label= 0.425762/0
predict case 248 , predict result/given label= 0.350466/0
predict case 249 , predict result/given label= 0.450941/0
predict case 250 , predict result/given label= 0.350362/0
predict case 251 , predict result/given label= 0.554821/0
predict case 252 , predict result/given label= 0.327081/0
predict case 253 , predict result/given label= 0.421082/0
predict case 254 , predict result/given label= 0.573348/0
predict case 255 , predict result/given label= 0.455905/0
predict case 256 , predict result/given label= 0.322579/0
predict case 257 , predict result/given label= 0.566266/0
predict case 258 , predict result/given label= 0.422575/0
predict case 259 , predict result/given label= 0.537337/0
predict case 260 , predict result/given label= 0.501094/0
predict case 261 , predict result/given label= 0.411248/0
predict case 262 , predict result/given label= 0.444162/0
predict case 263 , predict result/given label= 0.536870/0
predict case 264 , predict result/given label= 0.377075/0
predict case 265 , predict result/given label= 0.416067/0
predict case 266 , predict result/given label= 0.662595/0
predict case 267 , predict result/given label= 0.452176/0
