predict case 0 , predict result/given label= 0.716693/1
predict case 1 , predict result/given label= 0.393986/1
predict case 2 , predict result/given label= 0.594520/1
predict case 3 , predict result/given label= 0.534798/1
predict case 4 , predict result/given label= 0.644622/1
predict case 5 , predict result/given label= 0.616432/1
predict case 6 , predict result/given label= 0.438709/1
predict case 7 , predict result/given label= 0.374226/1
predict case 8 , predict result/given label= 0.701132/1
predict case 9 , predict result/given label= 0.407430/1
predict case 10 , predict result/given label= 0.472224/1
predict case 11 , predict result/given label= 0.408773/1
predict case 12 , predict result/given label= 0.530210/1
predict case 13 , predict result/given label= 0.750882/1
predict case 14 , predict result/given label= 0.478415/1
predict case 15 , predict result/given label= 0.581482/1
predict case 16 , predict result/given label= 0.412124/1
predict case 17 , predict result/given label= 0.437070/1
predict case 18 , predict result/given label= 0.514170/1
predict case 19 , predict result/given label= 0.790189/1
predict case 20 , predict result/given label= 0.551257/1
predict case 21 , predict result/given label= 0.415711/1
predict case 22 , predict result/given label= 0.355959/1
predict case 23 , predict result/given label= 0.675502/1
predict case 24 , predict result/given label= 0.663369/1
predict case 25 , predict result/given label= 0.653648/1
predict case 26 , predict result/given label= 0.559633/1
predict case 27 , predict result/given label= 0.438573/1
predict case 28 , predict result/given label= 0.531352/1
predict case 29 , predict result/given label= 0.526182/1
predict case 30 , predict result/given label= 0.672410/1
predict case 31 , predict result/given label= 0.594492/1
predict case 32 , predict result/given label= 0.650188/1
predict case 33 , predict result/given label= 0.485574/1
predict case 34 , predict result/given label= 0.408697/1
predict case 35 , predict result/given label= 0.486862/1
predict case 36 , predict result/given label= 0.718516/1
predict case 37 , predict result/given label= 0.522499/1
predict case 38 , predict result/given label= 0.480204/1
predict case 39 , predict result/given label= 0.471690/1
predict case 40 , predict result/given label= 0.479369/1
predict case 41 , predict result/given label= 0.676802/1
predict case 42 , predict result/given label= 0.408364/1
predict case 43 , predict result/given label= 0.457626/1
predict case 44 , predict result/given label= 0.801372/1
predict case 45 , predict result/given label= 0.692618/1
predict case 46 , predict result/given label= 0.304992/1
predict case 47 , predict result/given label= 0.350650/1
predict case 48 , predict result/given label= 0.573208/1
