predict case 0 , predict result/given label= 0.371406/1
predict case 1 , predict result/given label= 0.558718/1
predict case 2 , predict result/given label= 0.811952/1
predict case 3 , predict result/given label= 0.405859/1
predict case 4 , predict result/given label= 0.466733/1
predict case 5 , predict result/given label= 0.074388/1
predict case 6 , predict result/given label= 0.070175/1
predict case 7 , predict result/given label= 0.342047/1
predict case 8 , predict result/given label= 0.140935/1
predict case 9 , predict result/given label= 0.465492/1
predict case 10 , predict result/given label= 0.074185/1
predict case 11 , predict result/given label= 0.344576/1
predict case 12 , predict result/given label= 0.522328/1
predict case 13 , predict result/given label= 0.371719/1
predict case 14 , predict result/given label= 0.400634/1
predict case 15 , predict result/given label= 0.371408/1
predict case 16 , predict result/given label= 0.499713/1
predict case 17 , predict result/given label= 0.527035/1
predict case 18 , predict result/given label= 0.595102/1
predict case 19 , predict result/given label= 0.522720/1
predict case 20 , predict result/given label= 0.657691/1
predict case 21 , predict result/given label= 0.585445/1
predict case 22 , predict result/given label= 0.068439/1
predict case 23 , predict result/given label= 0.069330/1
predict case 24 , predict result/given label= 0.762881/1
predict case 25 , predict result/given label= 0.451673/1
predict case 26 , predict result/given label= 0.337108/1
predict case 27 , predict result/given label= 0.587526/1
predict case 28 , predict result/given label= 0.691930/1
predict case 29 , predict result/given label= 0.381571/1
predict case 30 , predict result/given label= 0.642659/1
predict case 31 , predict result/given label= 0.722916/1
predict case 32 , predict result/given label= 0.522220/1
predict case 33 , predict result/given label= 0.826648/1
predict case 34 , predict result/given label= 0.719088/1
predict case 35 , predict result/given label= 0.521128/1
predict case 36 , predict result/given label= 0.417168/1
predict case 37 , predict result/given label= 0.371350/1
predict case 38 , predict result/given label= 0.516599/1
predict case 39 , predict result/given label= 0.642406/1
predict case 40 , predict result/given label= 0.528373/1
predict case 41 , predict result/given label= 0.521908/1
predict case 42 , predict result/given label= 0.413857/1
predict case 43 , predict result/given label= 0.404960/1
predict case 44 , predict result/given label= 0.280993/1
predict case 45 , predict result/given label= 0.548733/1
predict case 46 , predict result/given label= 0.064229/1
predict case 47 , predict result/given label= 0.069211/1
predict case 48 , predict result/given label= 0.813241/1
predict case 49 , predict result/given label= 0.516548/1
predict case 50 , predict result/given label= 0.345175/1
predict case 51 , predict result/given label= 0.072013/1
predict case 52 , predict result/given label= 0.554122/1
predict case 53 , predict result/given label= 0.090273/1
predict case 54 , predict result/given label= 0.067379/1
predict case 55 , predict result/given label= 0.169404/1
predict case 56 , predict result/given label= 0.071850/1
predict case 57 , predict result/given label= 0.726931/1
predict case 58 , predict result/given label= 0.068163/1
predict case 59 , predict result/given label= 0.692283/1
predict case 60 , predict result/given label= 0.727256/1
predict case 61 , predict result/given label= 0.415350/1
predict case 62 , predict result/given label= 0.446893/1
predict case 63 , predict result/given label= 0.341959/1
predict case 64 , predict result/given label= 0.069847/1
predict case 65 , predict result/given label= 0.314092/1
predict case 66 , predict result/given label= 0.499773/1
predict case 67 , predict result/given label= 0.496576/1
predict case 68 , predict result/given label= 0.067488/1
predict case 69 , predict result/given label= 0.730113/1
predict case 70 , predict result/given label= 0.074466/1
predict case 71 , predict result/given label= 0.488071/1
predict case 72 , predict result/given label= 0.697803/1
predict case 73 , predict result/given label= 0.068296/1
predict case 74 , predict result/given label= 0.751771/1
predict case 75 , predict result/given label= 0.487607/1
predict case 76 , predict result/given label= 0.487600/1
predict case 77 , predict result/given label= 0.733699/1
predict case 78 , predict result/given label= 0.808751/1
predict case 79 , predict result/given label= 0.585378/1
predict case 80 , predict result/given label= 0.341651/1
predict case 81 , predict result/given label= 0.239017/1
predict case 82 , predict result/given label= 0.521308/1
predict case 83 , predict result/given label= 0.068436/1
predict case 84 , predict result/given label= 0.516700/1
predict case 85 , predict result/given label= 0.069089/1
predict case 86 , predict result/given label= 0.109511/1
predict case 87 , predict result/given label= 0.521811/1
predict case 88 , predict result/given label= 0.372871/0
predict case 89 , predict result/given label= 0.372106/0
predict case 90 , predict result/given label= 0.725275/0
predict case 91 , predict result/given label= 0.363796/0
predict case 92 , predict result/given label= 0.072342/0
predict case 93 , predict result/given label= 0.109608/0
predict case 94 , predict result/given label= 0.342046/0
predict case 95 , predict result/given label= 0.419290/0
predict case 96 , predict result/given label= 0.759079/0
predict case 97 , predict result/given label= 0.585577/0
predict case 98 , predict result/given label= 0.410020/0
predict case 99 , predict result/given label= 0.342509/0
predict case 100 , predict result/given label= 0.132864/0
predict case 101 , predict result/given label= 0.415411/0
predict case 102 , predict result/given label= 0.301448/0
predict case 103 , predict result/given label= 0.575879/0
predict case 104 , predict result/given label= 0.521814/0
predict case 105 , predict result/given label= 0.067351/0
predict case 106 , predict result/given label= 0.413592/0
predict case 107 , predict result/given label= 0.103265/0
predict case 108 , predict result/given label= 0.735982/0
predict case 109 , predict result/given label= 0.381009/0
predict case 110 , predict result/given label= 0.553215/0
predict case 111 , predict result/given label= 0.268548/0
predict case 112 , predict result/given label= 0.469079/0
predict case 113 , predict result/given label= 0.521871/0
predict case 114 , predict result/given label= 0.521811/0
predict case 115 , predict result/given label= 0.726840/0
predict case 116 , predict result/given label= 0.415348/0
predict case 117 , predict result/given label= 0.625370/0
predict case 118 , predict result/given label= 0.734821/0
predict case 119 , predict result/given label= 0.736849/0
predict case 120 , predict result/given label= 0.195698/0
predict case 121 , predict result/given label= 0.107253/0
predict case 122 , predict result/given label= 0.172112/0
predict case 123 , predict result/given label= 0.366553/0
predict case 124 , predict result/given label= 0.736993/0
predict case 125 , predict result/given label= 0.724057/0
predict case 126 , predict result/given label= 0.371338/0
predict case 127 , predict result/given label= 0.412098/0
predict case 128 , predict result/given label= 0.371395/0
predict case 129 , predict result/given label= 0.750105/0
predict case 130 , predict result/given label= 0.726841/0
predict case 131 , predict result/given label= 0.521308/0
predict case 132 , predict result/given label= 0.693327/0
predict case 133 , predict result/given label= 0.342634/0
predict case 134 , predict result/given label= 0.367681/0
predict case 135 , predict result/given label= 0.732922/0
predict case 136 , predict result/given label= 0.075139/0
predict case 137 , predict result/given label= 0.412415/0
predict case 138 , predict result/given label= 0.390666/0
predict case 139 , predict result/given label= 0.372177/0
predict case 140 , predict result/given label= 0.727760/0
predict case 141 , predict result/given label= 0.071840/0
predict case 142 , predict result/given label= 0.068032/0
predict case 143 , predict result/given label= 0.393296/0
predict case 144 , predict result/given label= 0.393300/0
predict case 145 , predict result/given label= 0.069306/0
predict case 146 , predict result/given label= 0.631003/0
predict case 147 , predict result/given label= 0.107501/0
predict case 148 , predict result/given label= 0.070200/0
predict case 149 , predict result/given label= 0.737258/0
predict case 150 , predict result/given label= 0.342779/0
predict case 151 , predict result/given label= 0.378914/0
predict case 152 , predict result/given label= 0.728199/0
predict case 153 , predict result/given label= 0.366546/0
predict case 154 , predict result/given label= 0.069265/0
predict case 155 , predict result/given label= 0.331727/0
predict case 156 , predict result/given label= 0.106130/0
predict case 157 , predict result/given label= 0.342046/0
predict case 158 , predict result/given label= 0.119554/0
predict case 159 , predict result/given label= 0.726921/0
predict case 160 , predict result/given label= 0.725273/0
predict case 161 , predict result/given label= 0.585585/0
predict case 162 , predict result/given label= 0.380492/0
predict case 163 , predict result/given label= 0.581692/0
predict case 164 , predict result/given label= 0.243454/0
predict case 165 , predict result/given label= 0.371503/0
predict case 166 , predict result/given label= 0.521799/0
predict case 167 , predict result/given label= 0.585589/0
predict case 168 , predict result/given label= 0.378909/0
predict case 169 , predict result/given label= 0.301914/0
predict case 170 , predict result/given label= 0.725276/0
predict case 171 , predict result/given label= 0.341894/0
predict case 172 , predict result/given label= 0.391828/0
predict case 173 , predict result/given label= 0.223923/0
predict case 174 , predict result/given label= 0.727048/0
predict case 175 , predict result/given label= 0.067356/0
