predict case 0 , predict result/given label= 0.930534/1
predict case 1 , predict result/given label= 0.778781/1
predict case 2 , predict result/given label= 0.294596/1
predict case 3 , predict result/given label= 0.933299/1
predict case 4 , predict result/given label= 0.918692/1
predict case 5 , predict result/given label= 0.859544/1
predict case 6 , predict result/given label= 0.385120/1
predict case 7 , predict result/given label= 0.668939/1
predict case 8 , predict result/given label= 0.725186/1
predict case 9 , predict result/given label= 0.928169/1
predict case 10 , predict result/given label= 0.820504/1
predict case 11 , predict result/given label= 0.546862/1
predict case 12 , predict result/given label= 0.747575/1
predict case 13 , predict result/given label= 0.294020/1
predict case 14 , predict result/given label= 0.409580/1
predict case 15 , predict result/given label= 0.874306/1
predict case 16 , predict result/given label= 0.933654/1
predict case 17 , predict result/given label= 0.898304/1
predict case 18 , predict result/given label= 0.868338/1
predict case 19 , predict result/given label= 0.641898/1
predict case 20 , predict result/given label= 0.929129/1
predict case 21 , predict result/given label= 0.925504/1
predict case 22 , predict result/given label= 0.377449/1
predict case 23 , predict result/given label= 0.435730/1
predict case 24 , predict result/given label= 0.455163/1
predict case 25 , predict result/given label= 0.621826/1
predict case 26 , predict result/given label= 0.757064/1
predict case 27 , predict result/given label= 0.694678/1
predict case 28 , predict result/given label= 0.317193/1
predict case 29 , predict result/given label= 0.395854/1
predict case 30 , predict result/given label= 0.266795/1
predict case 31 , predict result/given label= 0.924451/1
predict case 32 , predict result/given label= 0.477908/1
predict case 33 , predict result/given label= 0.900538/1
predict case 34 , predict result/given label= 0.923651/1
predict case 35 , predict result/given label= 0.840359/1
predict case 36 , predict result/given label= 0.492221/1
predict case 37 , predict result/given label= 0.903439/1
predict case 38 , predict result/given label= 0.266910/1
predict case 39 , predict result/given label= 0.770661/1
predict case 40 , predict result/given label= 0.277543/1
predict case 41 , predict result/given label= 0.282921/1
predict case 42 , predict result/given label= 0.805385/1
predict case 43 , predict result/given label= 0.837506/1
predict case 44 , predict result/given label= 0.401045/1
predict case 45 , predict result/given label= 0.235158/1
predict case 46 , predict result/given label= 0.640385/1
predict case 47 , predict result/given label= 0.865453/1
predict case 48 , predict result/given label= 0.871258/1
predict case 49 , predict result/given label= 0.659276/1
predict case 50 , predict result/given label= 0.915290/1
predict case 51 , predict result/given label= 0.902233/1
predict case 52 , predict result/given label= 0.145816/1
predict case 53 , predict result/given label= 0.449503/1
predict case 54 , predict result/given label= 0.804262/1
predict case 55 , predict result/given label= 0.797548/1
predict case 56 , predict result/given label= 0.266795/1
predict case 57 , predict result/given label= 0.701161/1
predict case 58 , predict result/given label= 0.612820/1
predict case 59 , predict result/given label= 0.481619/1
predict case 60 , predict result/given label= 0.350977/1
predict case 61 , predict result/given label= 0.680347/1
predict case 62 , predict result/given label= 0.793707/1
predict case 63 , predict result/given label= 0.929140/1
predict case 64 , predict result/given label= 0.830626/1
predict case 65 , predict result/given label= 0.749551/1
predict case 66 , predict result/given label= 0.243526/1
predict case 67 , predict result/given label= 0.790102/1
predict case 68 , predict result/given label= 0.578124/1
predict case 69 , predict result/given label= 0.357214/1
predict case 70 , predict result/given label= 0.858332/1
predict case 71 , predict result/given label= 0.883567/1
predict case 72 , predict result/given label= 0.145816/1
predict case 73 , predict result/given label= 0.337497/1
predict case 74 , predict result/given label= 0.824620/1
predict case 75 , predict result/given label= 0.924191/1
predict case 76 , predict result/given label= 0.867808/1
predict case 77 , predict result/given label= 0.341944/1
predict case 78 , predict result/given label= 0.927417/1
predict case 79 , predict result/given label= 0.933586/1
predict case 80 , predict result/given label= 0.894826/1
predict case 81 , predict result/given label= 0.922782/1
predict case 82 , predict result/given label= 0.298443/1
