predict case 0 , predict result/given label= 0.729241/1
predict case 1 , predict result/given label= 0.896622/1
predict case 2 , predict result/given label= 0.925977/1
predict case 3 , predict result/given label= 0.353250/1
predict case 4 , predict result/given label= 0.819544/1
predict case 5 , predict result/given label= 0.917070/1
predict case 6 , predict result/given label= 0.930003/1
predict case 7 , predict result/given label= 0.473486/1
predict case 8 , predict result/given label= 0.797402/1
predict case 9 , predict result/given label= 0.731903/1
predict case 10 , predict result/given label= 0.923211/1
predict case 11 , predict result/given label= 0.928043/1
predict case 12 , predict result/given label= 0.410011/1
predict case 13 , predict result/given label= 0.235815/1
predict case 14 , predict result/given label= 0.278674/1
predict case 15 , predict result/given label= 0.278664/1
predict case 16 , predict result/given label= 0.926917/1
predict case 17 , predict result/given label= 0.393538/1
predict case 18 , predict result/given label= 0.924990/1
predict case 19 , predict result/given label= 0.425114/1
predict case 20 , predict result/given label= 0.473318/1
predict case 21 , predict result/given label= 0.926737/1
predict case 22 , predict result/given label= 0.739264/1
predict case 23 , predict result/given label= 0.579470/1
predict case 24 , predict result/given label= 0.263524/1
predict case 25 , predict result/given label= 0.889721/1
predict case 26 , predict result/given label= 0.404539/1
predict case 27 , predict result/given label= 0.928596/1
predict case 28 , predict result/given label= 0.731557/1
predict case 29 , predict result/given label= 0.808562/1
predict case 30 , predict result/given label= 0.527269/1
predict case 31 , predict result/given label= 0.229835/1
predict case 32 , predict result/given label= 0.808131/1
predict case 33 , predict result/given label= 0.408603/1
predict case 34 , predict result/given label= 0.288434/1
predict case 35 , predict result/given label= 0.889429/1
predict case 36 , predict result/given label= 0.925369/1
predict case 37 , predict result/given label= 0.932095/1
predict case 38 , predict result/given label= 0.480684/1
predict case 39 , predict result/given label= 0.433375/1
predict case 40 , predict result/given label= 0.578436/1
predict case 41 , predict result/given label= 0.788490/1
predict case 42 , predict result/given label= 0.235825/1
predict case 43 , predict result/given label= 0.232913/1
predict case 44 , predict result/given label= 0.874820/1
predict case 45 , predict result/given label= 0.288141/1
predict case 46 , predict result/given label= 0.194952/1
predict case 47 , predict result/given label= 0.924525/1
predict case 48 , predict result/given label= 0.436807/1
predict case 49 , predict result/given label= 0.393172/1
predict case 50 , predict result/given label= 0.677340/1
predict case 51 , predict result/given label= 0.398966/1
predict case 52 , predict result/given label= 0.618577/1
predict case 53 , predict result/given label= 0.933766/1
predict case 54 , predict result/given label= 0.459433/1
predict case 55 , predict result/given label= 0.928056/1
predict case 56 , predict result/given label= 0.864332/1
predict case 57 , predict result/given label= 0.230852/1
predict case 58 , predict result/given label= 0.924192/1
predict case 59 , predict result/given label= 0.432061/1
predict case 60 , predict result/given label= 0.540804/1
predict case 61 , predict result/given label= 0.931662/1
predict case 62 , predict result/given label= 0.716825/1
predict case 63 , predict result/given label= 0.926113/1
predict case 64 , predict result/given label= 0.712163/1
predict case 65 , predict result/given label= 0.927010/1
predict case 66 , predict result/given label= 0.818785/1
predict case 67 , predict result/given label= 0.393834/1
predict case 68 , predict result/given label= 0.277711/1
predict case 69 , predict result/given label= 0.818293/1
predict case 70 , predict result/given label= 0.847355/1
predict case 71 , predict result/given label= 0.497672/1
predict case 72 , predict result/given label= 0.509743/1
predict case 73 , predict result/given label= 0.478891/1
predict case 74 , predict result/given label= 0.253914/1
predict case 75 , predict result/given label= 0.934427/1
predict case 76 , predict result/given label= 0.920698/1
predict case 77 , predict result/given label= 0.276245/1
predict case 78 , predict result/given label= 0.470157/1
predict case 79 , predict result/given label= 0.932084/1
predict case 80 , predict result/given label= 0.482052/1
predict case 81 , predict result/given label= 0.278664/1
predict case 82 , predict result/given label= 0.783413/1
predict case 83 , predict result/given label= 0.244906/1
predict case 84 , predict result/given label= 0.694181/1
predict case 85 , predict result/given label= 0.904276/1
predict case 86 , predict result/given label= 0.924479/1
predict case 87 , predict result/given label= 0.266978/1
predict case 88 , predict result/given label= 0.830602/1
predict case 89 , predict result/given label= 0.665237/1
predict case 90 , predict result/given label= 0.740972/1
predict case 91 , predict result/given label= 0.284110/1
predict case 92 , predict result/given label= 0.583624/1
predict case 93 , predict result/given label= 0.898928/1
predict case 94 , predict result/given label= 0.640458/1
predict case 95 , predict result/given label= 0.927511/1
predict case 96 , predict result/given label= 0.916007/1
predict case 97 , predict result/given label= 0.409021/1
predict case 98 , predict result/given label= 0.914632/1
predict case 99 , predict result/given label= 0.927494/1
predict case 100 , predict result/given label= 0.242502/1
predict case 101 , predict result/given label= 0.720707/1
predict case 102 , predict result/given label= 0.928641/1
predict case 103 , predict result/given label= 0.916758/1
predict case 104 , predict result/given label= 0.571339/1
predict case 105 , predict result/given label= 0.896512/1
predict case 106 , predict result/given label= 0.407770/1
predict case 107 , predict result/given label= 0.880118/1
predict case 108 , predict result/given label= 0.547318/1
predict case 109 , predict result/given label= 0.873865/1
predict case 110 , predict result/given label= 0.388945/1
predict case 111 , predict result/given label= 0.160106/1
predict case 112 , predict result/given label= 0.926311/1
predict case 113 , predict result/given label= 0.897539/1
predict case 114 , predict result/given label= 0.899740/1
predict case 115 , predict result/given label= 0.264140/1
predict case 116 , predict result/given label= 0.363549/1
predict case 117 , predict result/given label= 0.716825/1
predict case 118 , predict result/given label= 0.928533/1
predict case 119 , predict result/given label= 0.902387/1
predict case 120 , predict result/given label= 0.924481/1
predict case 121 , predict result/given label= 0.926791/1
predict case 122 , predict result/given label= 0.889986/1
predict case 123 , predict result/given label= 0.424536/1
predict case 124 , predict result/given label= 0.867547/1
predict case 125 , predict result/given label= 0.529090/1
predict case 126 , predict result/given label= 0.908399/1
predict case 127 , predict result/given label= 0.804515/1
predict case 128 , predict result/given label= 0.251268/1
predict case 129 , predict result/given label= 0.292357/1
predict case 130 , predict result/given label= 0.323929/1
predict case 131 , predict result/given label= 0.335883/1
predict case 132 , predict result/given label= 0.860536/1
predict case 133 , predict result/given label= 0.838131/1
predict case 134 , predict result/given label= 0.374272/1
predict case 135 , predict result/given label= 0.281794/1
predict case 136 , predict result/given label= 0.909791/1
predict case 137 , predict result/given label= 0.897730/1
predict case 138 , predict result/given label= 0.927232/1
predict case 139 , predict result/given label= 0.561702/1
predict case 140 , predict result/given label= 0.600637/1
predict case 141 , predict result/given label= 0.405918/1
predict case 142 , predict result/given label= 0.797871/1
predict case 143 , predict result/given label= 0.936235/1
predict case 144 , predict result/given label= 0.936596/1
predict case 145 , predict result/given label= 0.278664/1
