predict case 0 , predict result/given label= 0.311478/1
predict case 1 , predict result/given label= 0.496393/1
predict case 2 , predict result/given label= 0.677248/1
predict case 3 , predict result/given label= 0.491096/1
predict case 4 , predict result/given label= 0.878178/1
predict case 5 , predict result/given label= 0.925776/1
predict case 6 , predict result/given label= 0.751107/1
predict case 7 , predict result/given label= 0.489578/1
predict case 8 , predict result/given label= 0.818858/1
predict case 9 , predict result/given label= 0.795298/1
predict case 10 , predict result/given label= 0.706229/1
predict case 11 , predict result/given label= 0.287823/1
predict case 12 , predict result/given label= 0.827616/1
predict case 13 , predict result/given label= 0.404479/1
predict case 14 , predict result/given label= 0.309155/1
predict case 15 , predict result/given label= 0.789958/1
predict case 16 , predict result/given label= 0.926834/1
predict case 17 , predict result/given label= 0.788993/1
predict case 18 , predict result/given label= 0.795591/1
predict case 19 , predict result/given label= 0.886149/1
predict case 20 , predict result/given label= 0.881053/1
predict case 21 , predict result/given label= 0.337682/1
predict case 22 , predict result/given label= 0.254354/1
predict case 23 , predict result/given label= 0.830085/1
predict case 24 , predict result/given label= 0.928714/1
predict case 25 , predict result/given label= 0.391989/1
predict case 26 , predict result/given label= 0.922948/1
predict case 27 , predict result/given label= 0.293611/1
predict case 28 , predict result/given label= 0.865537/1
predict case 29 , predict result/given label= 0.932051/1
predict case 30 , predict result/given label= 0.422418/1
predict case 31 , predict result/given label= 0.790886/1
predict case 32 , predict result/given label= 0.817718/1
predict case 33 , predict result/given label= 0.272717/1
predict case 34 , predict result/given label= 0.615555/1
predict case 35 , predict result/given label= 0.926962/1
predict case 36 , predict result/given label= 0.503795/1
predict case 37 , predict result/given label= 0.490924/1
predict case 38 , predict result/given label= 0.357154/1
predict case 39 , predict result/given label= 0.303366/1
predict case 40 , predict result/given label= 0.802448/1
predict case 41 , predict result/given label= 0.677248/1
predict case 42 , predict result/given label= 0.281449/1
predict case 43 , predict result/given label= 0.782931/1
predict case 44 , predict result/given label= 0.398805/1
predict case 45 , predict result/given label= 0.926413/1
predict case 46 , predict result/given label= 0.677248/1
predict case 47 , predict result/given label= 0.841890/1
predict case 48 , predict result/given label= 0.701437/1
predict case 49 , predict result/given label= 0.262420/1
