predict case 0 , predict result/given label= 0.570778/1
predict case 1 , predict result/given label= 0.776611/1
predict case 2 , predict result/given label= 0.453394/1
predict case 3 , predict result/given label= 0.897769/1
predict case 4 , predict result/given label= 0.934262/1
predict case 5 , predict result/given label= 0.934377/1
predict case 6 , predict result/given label= 0.708058/1
predict case 7 , predict result/given label= 0.858519/1
predict case 8 , predict result/given label= 0.780484/1
predict case 9 , predict result/given label= 0.341171/1
predict case 10 , predict result/given label= 0.917694/1
predict case 11 , predict result/given label= 0.310376/1
predict case 12 , predict result/given label= 0.467112/1
predict case 13 , predict result/given label= 0.753352/1
predict case 14 , predict result/given label= 0.262862/1
predict case 15 , predict result/given label= 0.914846/1
predict case 16 , predict result/given label= 0.458189/1
predict case 17 , predict result/given label= 0.908882/1
predict case 18 , predict result/given label= 0.618686/1
predict case 19 , predict result/given label= 0.934594/1
predict case 20 , predict result/given label= 0.926494/1
predict case 21 , predict result/given label= 0.313652/1
predict case 22 , predict result/given label= 0.534246/1
predict case 23 , predict result/given label= 0.316221/1
predict case 24 , predict result/given label= 0.632821/1
predict case 25 , predict result/given label= 0.518956/1
predict case 26 , predict result/given label= 0.450927/1
predict case 27 , predict result/given label= 0.621144/1
predict case 28 , predict result/given label= 0.908320/1
predict case 29 , predict result/given label= 0.476121/1
predict case 30 , predict result/given label= 0.373020/1
predict case 31 , predict result/given label= 0.282886/1
predict case 32 , predict result/given label= 0.367916/1
predict case 33 , predict result/given label= 0.934147/1
predict case 34 , predict result/given label= 0.836967/1
predict case 35 , predict result/given label= 0.545823/1
predict case 36 , predict result/given label= 0.282443/1
predict case 37 , predict result/given label= 0.934379/1
predict case 38 , predict result/given label= 0.777817/1
predict case 39 , predict result/given label= 0.926320/1
predict case 40 , predict result/given label= 0.924285/1
predict case 41 , predict result/given label= 0.412902/1
predict case 42 , predict result/given label= 0.568871/1
predict case 43 , predict result/given label= 0.756314/1
predict case 44 , predict result/given label= 0.315713/1
predict case 45 , predict result/given label= 0.934399/1
predict case 46 , predict result/given label= 0.929660/1
predict case 47 , predict result/given label= 0.693303/1
predict case 48 , predict result/given label= 0.274910/1
predict case 49 , predict result/given label= 0.934918/1
predict case 50 , predict result/given label= 0.893927/1
predict case 51 , predict result/given label= 0.886267/1
predict case 52 , predict result/given label= 0.739885/1
predict case 53 , predict result/given label= 0.924460/1
predict case 54 , predict result/given label= 0.482301/1
predict case 55 , predict result/given label= 0.838213/1
predict case 56 , predict result/given label= 0.870370/1
predict case 57 , predict result/given label= 0.878924/1
predict case 58 , predict result/given label= 0.926304/1
predict case 59 , predict result/given label= 0.370589/1
predict case 60 , predict result/given label= 0.690193/1
predict case 61 , predict result/given label= 0.593889/1
predict case 62 , predict result/given label= 0.441614/1
predict case 63 , predict result/given label= 0.924693/1
predict case 64 , predict result/given label= 0.628087/1
predict case 65 , predict result/given label= 0.372959/1
predict case 66 , predict result/given label= 0.469536/1
predict case 67 , predict result/given label= 0.926411/1
predict case 68 , predict result/given label= 0.925589/1
predict case 69 , predict result/given label= 0.411670/1
predict case 70 , predict result/given label= 0.863942/1
predict case 71 , predict result/given label= 0.258924/1
predict case 72 , predict result/given label= 0.583415/1
predict case 73 , predict result/given label= 0.874816/1
predict case 74 , predict result/given label= 0.794796/1
predict case 75 , predict result/given label= 0.235122/1
predict case 76 , predict result/given label= 0.713033/1
predict case 77 , predict result/given label= 0.902854/1
predict case 78 , predict result/given label= 0.891846/1
predict case 79 , predict result/given label= 0.878091/1
predict case 80 , predict result/given label= 0.926613/1
predict case 81 , predict result/given label= 0.872109/1
predict case 82 , predict result/given label= 0.321112/1
predict case 83 , predict result/given label= 0.925118/1
predict case 84 , predict result/given label= 0.467635/1
predict case 85 , predict result/given label= 0.910302/1
predict case 86 , predict result/given label= 0.499485/1
predict case 87 , predict result/given label= 0.734013/1
predict case 88 , predict result/given label= 0.931909/1
predict case 89 , predict result/given label= 0.926956/1
predict case 90 , predict result/given label= 0.359631/1
predict case 91 , predict result/given label= 0.928437/1
