predict case 0 , predict result/given label= 0.070789/1
predict case 1 , predict result/given label= 0.068108/1
predict case 2 , predict result/given label= 0.069254/1
predict case 3 , predict result/given label= 0.073901/1
predict case 4 , predict result/given label= 0.145144/1
predict case 5 , predict result/given label= 0.121931/1
predict case 6 , predict result/given label= 0.082166/1
predict case 7 , predict result/given label= 0.472539/1
predict case 8 , predict result/given label= 0.071221/1
predict case 9 , predict result/given label= 0.066647/1
predict case 10 , predict result/given label= 0.064949/1
predict case 11 , predict result/given label= 0.062716/1
predict case 12 , predict result/given label= 0.067832/1
predict case 13 , predict result/given label= 0.066721/1
predict case 14 , predict result/given label= 0.265481/1
predict case 15 , predict result/given label= 0.201006/1
predict case 16 , predict result/given label= 0.155154/1
predict case 17 , predict result/given label= 0.068960/1
predict case 18 , predict result/given label= 0.468517/1
predict case 19 , predict result/given label= 0.065448/1
predict case 20 , predict result/given label= 0.066804/1
predict case 21 , predict result/given label= 0.063246/1
predict case 22 , predict result/given label= 0.135448/1
predict case 23 , predict result/given label= 0.064544/1
predict case 24 , predict result/given label= 0.069428/1
predict case 25 , predict result/given label= 0.068214/1
predict case 26 , predict result/given label= 0.235846/1
predict case 27 , predict result/given label= 0.149159/1
predict case 28 , predict result/given label= 0.059480/1
predict case 29 , predict result/given label= 0.065611/1
predict case 30 , predict result/given label= 0.063205/1
predict case 31 , predict result/given label= 0.064582/1
predict case 32 , predict result/given label= 0.072310/1
predict case 33 , predict result/given label= 0.069558/1
predict case 34 , predict result/given label= 0.074364/1
predict case 35 , predict result/given label= 0.064820/1
predict case 36 , predict result/given label= 0.063485/1
predict case 37 , predict result/given label= 0.296632/1
predict case 38 , predict result/given label= 0.067035/1
predict case 39 , predict result/given label= 0.537379/1
predict case 40 , predict result/given label= 0.104741/1
predict case 41 , predict result/given label= 0.065125/1
predict case 42 , predict result/given label= 0.198097/1
predict case 43 , predict result/given label= 0.064220/1
predict case 44 , predict result/given label= 0.071315/1
predict case 45 , predict result/given label= 0.343975/1
predict case 46 , predict result/given label= 0.535750/0
predict case 47 , predict result/given label= 0.289070/0
predict case 48 , predict result/given label= 0.069820/0
predict case 49 , predict result/given label= 0.070349/0
predict case 50 , predict result/given label= 0.105234/0
predict case 51 , predict result/given label= 0.061581/0
predict case 52 , predict result/given label= 0.324345/0
predict case 53 , predict result/given label= 0.070672/0
predict case 54 , predict result/given label= 0.066838/0
predict case 55 , predict result/given label= 0.064755/0
predict case 56 , predict result/given label= 0.068745/0
predict case 57 , predict result/given label= 0.244151/0
predict case 58 , predict result/given label= 0.075839/0
predict case 59 , predict result/given label= 0.065069/0
predict case 60 , predict result/given label= 0.189079/0
predict case 61 , predict result/given label= 0.117771/0
predict case 62 , predict result/given label= 0.522664/0
predict case 63 , predict result/given label= 0.179190/0
predict case 64 , predict result/given label= 0.535689/0
predict case 65 , predict result/given label= 0.298035/0
predict case 66 , predict result/given label= 0.470483/0
predict case 67 , predict result/given label= 0.065483/0
predict case 68 , predict result/given label= 0.076032/0
predict case 69 , predict result/given label= 0.063861/0
predict case 70 , predict result/given label= 0.114214/0
predict case 71 , predict result/given label= 0.466498/0
predict case 72 , predict result/given label= 0.067644/0
predict case 73 , predict result/given label= 0.147765/0
predict case 74 , predict result/given label= 0.068744/0
predict case 75 , predict result/given label= 0.071803/0
predict case 76 , predict result/given label= 0.105256/0
predict case 77 , predict result/given label= 0.241308/0
predict case 78 , predict result/given label= 0.100079/0
predict case 79 , predict result/given label= 0.064107/0
predict case 80 , predict result/given label= 0.071311/0
predict case 81 , predict result/given label= 0.104791/0
predict case 82 , predict result/given label= 0.103783/0
predict case 83 , predict result/given label= 0.067653/0
predict case 84 , predict result/given label= 0.068982/0
predict case 85 , predict result/given label= 0.147543/0
predict case 86 , predict result/given label= 0.064698/0
predict case 87 , predict result/given label= 0.085075/0
predict case 88 , predict result/given label= 0.472135/0
predict case 89 , predict result/given label= 0.071548/0
predict case 90 , predict result/given label= 0.062968/0
predict case 91 , predict result/given label= 0.289112/0
