predict case 0 , predict result/given label= 0.240946/1
predict case 1 , predict result/given label= 0.278795/1
predict case 2 , predict result/given label= 0.896426/1
predict case 3 , predict result/given label= 0.367728/1
predict case 4 , predict result/given label= 0.598549/1
predict case 5 , predict result/given label= 0.241795/1
predict case 6 , predict result/given label= 0.706782/1
predict case 7 , predict result/given label= 0.546213/1
predict case 8 , predict result/given label= 0.714713/1
predict case 9 , predict result/given label= 0.390873/1
predict case 10 , predict result/given label= 0.109503/1
predict case 11 , predict result/given label= 0.667701/1
predict case 12 , predict result/given label= 0.540919/1
predict case 13 , predict result/given label= 0.478466/1
predict case 14 , predict result/given label= 0.928813/1
predict case 15 , predict result/given label= 0.793791/1
predict case 16 , predict result/given label= 0.402612/1
predict case 17 , predict result/given label= 0.504236/1
predict case 18 , predict result/given label= 0.911942/1
predict case 19 , predict result/given label= 0.924735/1
predict case 20 , predict result/given label= 0.732183/1
predict case 21 , predict result/given label= 0.471447/1
predict case 22 , predict result/given label= 0.926057/1
predict case 23 , predict result/given label= 0.362438/1
predict case 24 , predict result/given label= 0.900036/1
predict case 25 , predict result/given label= 0.263274/1
predict case 26 , predict result/given label= 0.070728/1
predict case 27 , predict result/given label= 0.410214/1
predict case 28 , predict result/given label= 0.800235/1
predict case 29 , predict result/given label= 0.925354/1
predict case 30 , predict result/given label= 0.850844/1
predict case 31 , predict result/given label= 0.839268/1
predict case 32 , predict result/given label= 0.558638/1
predict case 33 , predict result/given label= 0.824542/1
predict case 34 , predict result/given label= 0.116066/1
predict case 35 , predict result/given label= 0.130569/1
predict case 36 , predict result/given label= 0.383078/1
predict case 37 , predict result/given label= 0.836558/1
predict case 38 , predict result/given label= 0.928177/1
predict case 39 , predict result/given label= 0.323519/1
predict case 40 , predict result/given label= 0.413612/1
predict case 41 , predict result/given label= 0.265592/1
predict case 42 , predict result/given label= 0.163922/1
predict case 43 , predict result/given label= 0.543493/0
predict case 44 , predict result/given label= 0.074337/0
predict case 45 , predict result/given label= 0.658544/0
predict case 46 , predict result/given label= 0.667143/0
predict case 47 , predict result/given label= 0.070887/0
predict case 48 , predict result/given label= 0.603638/0
predict case 49 , predict result/given label= 0.719696/0
predict case 50 , predict result/given label= 0.222647/0
predict case 51 , predict result/given label= 0.282134/0
predict case 52 , predict result/given label= 0.142293/0
predict case 53 , predict result/given label= 0.722585/0
predict case 54 , predict result/given label= 0.102166/0
predict case 55 , predict result/given label= 0.809302/0
predict case 56 , predict result/given label= 0.281512/0
predict case 57 , predict result/given label= 0.277914/0
predict case 58 , predict result/given label= 0.736107/0
predict case 59 , predict result/given label= 0.259689/0
predict case 60 , predict result/given label= 0.668267/0
predict case 61 , predict result/given label= 0.489387/0
predict case 62 , predict result/given label= 0.192225/0
predict case 63 , predict result/given label= 0.182211/0
predict case 64 , predict result/given label= 0.075315/0
predict case 65 , predict result/given label= 0.437000/0
predict case 66 , predict result/given label= 0.143076/0
predict case 67 , predict result/given label= 0.713289/0
predict case 68 , predict result/given label= 0.448201/0
predict case 69 , predict result/given label= 0.191009/0
predict case 70 , predict result/given label= 0.284088/0
predict case 71 , predict result/given label= 0.452328/0
predict case 72 , predict result/given label= 0.284343/0
predict case 73 , predict result/given label= 0.304837/0
predict case 74 , predict result/given label= 0.336011/0
predict case 75 , predict result/given label= 0.282721/0
predict case 76 , predict result/given label= 0.177197/0
predict case 77 , predict result/given label= 0.195520/0
predict case 78 , predict result/given label= 0.583513/0
predict case 79 , predict result/given label= 0.625407/0
predict case 80 , predict result/given label= 0.070646/0
predict case 81 , predict result/given label= 0.232703/0
predict case 82 , predict result/given label= 0.066655/0
predict case 83 , predict result/given label= 0.225600/0
predict case 84 , predict result/given label= 0.416769/0
predict case 85 , predict result/given label= 0.922630/0
