predict case 0 , predict result/given label= 0.094774/1
predict case 1 , predict result/given label= 0.141641/1
predict case 2 , predict result/given label= 0.061650/1
predict case 3 , predict result/given label= 0.063835/1
predict case 4 , predict result/given label= 0.186576/1
predict case 5 , predict result/given label= 0.154898/1
predict case 6 , predict result/given label= 0.072595/1
predict case 7 , predict result/given label= 0.071691/1
predict case 8 , predict result/given label= 0.066446/1
predict case 9 , predict result/given label= 0.062540/1
predict case 10 , predict result/given label= 0.178756/1
predict case 11 , predict result/given label= 0.070475/1
predict case 12 , predict result/given label= 0.062645/1
predict case 13 , predict result/given label= 0.066953/1
predict case 14 , predict result/given label= 0.066418/1
predict case 15 , predict result/given label= 0.356459/1
predict case 16 , predict result/given label= 0.067658/1
predict case 17 , predict result/given label= 0.063707/1
predict case 18 , predict result/given label= 0.058522/1
predict case 19 , predict result/given label= 0.105626/1
predict case 20 , predict result/given label= 0.133049/1
predict case 21 , predict result/given label= 0.072309/1
predict case 22 , predict result/given label= 0.068580/1
predict case 23 , predict result/given label= 0.262476/1
predict case 24 , predict result/given label= 0.650043/1
predict case 25 , predict result/given label= 0.072995/1
predict case 26 , predict result/given label= 0.059698/1
predict case 27 , predict result/given label= 0.057398/1
predict case 28 , predict result/given label= 0.521684/1
predict case 29 , predict result/given label= 0.071848/1
predict case 30 , predict result/given label= 0.317115/1
predict case 31 , predict result/given label= 0.186700/1
predict case 32 , predict result/given label= 0.164024/1
predict case 33 , predict result/given label= 0.847344/1
predict case 34 , predict result/given label= 0.064568/1
predict case 35 , predict result/given label= 0.218142/1
predict case 36 , predict result/given label= 0.150831/1
predict case 37 , predict result/given label= 0.129174/1
predict case 38 , predict result/given label= 0.859175/1
predict case 39 , predict result/given label= 0.068730/1
predict case 40 , predict result/given label= 0.671088/1
predict case 41 , predict result/given label= 0.118709/1
predict case 42 , predict result/given label= 0.137094/1
predict case 43 , predict result/given label= 0.576137/1
predict case 44 , predict result/given label= 0.173518/1
predict case 45 , predict result/given label= 0.089543/1
predict case 46 , predict result/given label= 0.262624/0
predict case 47 , predict result/given label= 0.262476/0
predict case 48 , predict result/given label= 0.074885/0
predict case 49 , predict result/given label= 0.064302/0
predict case 50 , predict result/given label= 0.139760/0
predict case 51 , predict result/given label= 0.247523/0
predict case 52 , predict result/given label= 0.067372/0
predict case 53 , predict result/given label= 0.073373/0
predict case 54 , predict result/given label= 0.060367/0
predict case 55 , predict result/given label= 0.418397/0
predict case 56 , predict result/given label= 0.324610/0
predict case 57 , predict result/given label= 0.286491/0
predict case 58 , predict result/given label= 0.177152/0
predict case 59 , predict result/given label= 0.177326/0
predict case 60 , predict result/given label= 0.177033/0
predict case 61 , predict result/given label= 0.069793/0
predict case 62 , predict result/given label= 0.070476/0
predict case 63 , predict result/given label= 0.422068/0
predict case 64 , predict result/given label= 0.067373/0
predict case 65 , predict result/given label= 0.173495/0
predict case 66 , predict result/given label= 0.164964/0
predict case 67 , predict result/given label= 0.375089/0
predict case 68 , predict result/given label= 0.067241/0
predict case 69 , predict result/given label= 0.283396/0
predict case 70 , predict result/given label= 0.189996/0
predict case 71 , predict result/given label= 0.161384/0
predict case 72 , predict result/given label= 0.070667/0
predict case 73 , predict result/given label= 0.297208/0
predict case 74 , predict result/given label= 0.066059/0
predict case 75 , predict result/given label= 0.064706/0
predict case 76 , predict result/given label= 0.355167/0
predict case 77 , predict result/given label= 0.353738/0
predict case 78 , predict result/given label= 0.107776/0
predict case 79 , predict result/given label= 0.376158/0
predict case 80 , predict result/given label= 0.075487/0
predict case 81 , predict result/given label= 0.115353/0
predict case 82 , predict result/given label= 0.154750/0
predict case 83 , predict result/given label= 0.080805/0
predict case 84 , predict result/given label= 0.067655/0
predict case 85 , predict result/given label= 0.177018/0
predict case 86 , predict result/given label= 0.173741/0
predict case 87 , predict result/given label= 0.279638/0
predict case 88 , predict result/given label= 0.352145/0
predict case 89 , predict result/given label= 0.470382/0
predict case 90 , predict result/given label= 0.269785/0
predict case 91 , predict result/given label= 0.111970/0
