predict case 0 , predict result/given label= 0.126900/1
predict case 1 , predict result/given label= 0.318979/1
predict case 2 , predict result/given label= 0.528351/1
predict case 3 , predict result/given label= 0.528806/1
predict case 4 , predict result/given label= 0.115460/1
predict case 5 , predict result/given label= 0.118982/1
predict case 6 , predict result/given label= 0.746721/1
predict case 7 , predict result/given label= 0.139709/1
predict case 8 , predict result/given label= 0.446365/1
predict case 9 , predict result/given label= 0.465027/1
predict case 10 , predict result/given label= 0.361908/1
predict case 11 , predict result/given label= 0.193217/1
predict case 12 , predict result/given label= 0.716938/1
predict case 13 , predict result/given label= 0.325006/1
predict case 14 , predict result/given label= 0.673375/1
predict case 15 , predict result/given label= 0.623877/1
predict case 16 , predict result/given label= 0.606509/1
predict case 17 , predict result/given label= 0.322090/1
predict case 18 , predict result/given label= 0.576501/1
predict case 19 , predict result/given label= 0.447213/1
predict case 20 , predict result/given label= 0.133126/1
predict case 21 , predict result/given label= 0.401833/1
predict case 22 , predict result/given label= 0.374105/1
predict case 23 , predict result/given label= 0.453270/1
predict case 24 , predict result/given label= 0.376617/1
predict case 25 , predict result/given label= 0.074510/1
predict case 26 , predict result/given label= 0.605476/1
predict case 27 , predict result/given label= 0.074467/1
predict case 28 , predict result/given label= 0.905260/1
predict case 29 , predict result/given label= 0.635580/1
predict case 30 , predict result/given label= 0.539229/1
predict case 31 , predict result/given label= 0.468903/1
predict case 32 , predict result/given label= 0.500565/1
predict case 33 , predict result/given label= 0.806130/1
predict case 34 , predict result/given label= 0.323218/1
predict case 35 , predict result/given label= 0.066169/1
predict case 36 , predict result/given label= 0.070939/1
predict case 37 , predict result/given label= 0.429077/1
predict case 38 , predict result/given label= 0.407262/1
predict case 39 , predict result/given label= 0.112059/1
predict case 40 , predict result/given label= 0.385603/1
predict case 41 , predict result/given label= 0.072400/0
predict case 42 , predict result/given label= 0.773441/0
predict case 43 , predict result/given label= 0.234730/0
predict case 44 , predict result/given label= 0.531009/0
predict case 45 , predict result/given label= 0.388052/0
predict case 46 , predict result/given label= 0.114921/0
predict case 47 , predict result/given label= 0.442214/0
predict case 48 , predict result/given label= 0.229330/0
predict case 49 , predict result/given label= 0.394557/0
predict case 50 , predict result/given label= 0.227400/0
predict case 51 , predict result/given label= 0.495835/0
predict case 52 , predict result/given label= 0.392565/0
predict case 53 , predict result/given label= 0.210565/0
predict case 54 , predict result/given label= 0.511655/0
predict case 55 , predict result/given label= 0.562601/0
predict case 56 , predict result/given label= 0.074609/0
predict case 57 , predict result/given label= 0.156923/0
predict case 58 , predict result/given label= 0.476191/0
predict case 59 , predict result/given label= 0.488358/0
predict case 60 , predict result/given label= 0.607531/0
predict case 61 , predict result/given label= 0.230090/0
predict case 62 , predict result/given label= 0.171147/0
predict case 63 , predict result/given label= 0.073315/0
predict case 64 , predict result/given label= 0.750730/0
predict case 65 , predict result/given label= 0.501317/0
predict case 66 , predict result/given label= 0.089833/0
predict case 67 , predict result/given label= 0.344280/0
predict case 68 , predict result/given label= 0.129641/0
predict case 69 , predict result/given label= 0.707253/0
predict case 70 , predict result/given label= 0.376738/0
predict case 71 , predict result/given label= 0.150898/0
predict case 72 , predict result/given label= 0.147550/0
predict case 73 , predict result/given label= 0.087111/0
predict case 74 , predict result/given label= 0.470427/0
predict case 75 , predict result/given label= 0.488849/0
predict case 76 , predict result/given label= 0.764783/0
predict case 77 , predict result/given label= 0.073854/0
predict case 78 , predict result/given label= 0.274897/0
predict case 79 , predict result/given label= 0.661968/0
predict case 80 , predict result/given label= 0.344305/0
predict case 81 , predict result/given label= 0.834457/0
