predict case 0 , predict result/given label= 0.386863/1
predict case 1 , predict result/given label= 0.505713/1
predict case 2 , predict result/given label= 0.600135/1
predict case 3 , predict result/given label= 0.868015/1
predict case 4 , predict result/given label= 0.171507/1
predict case 5 , predict result/given label= 0.890665/1
predict case 6 , predict result/given label= 0.316480/1
predict case 7 , predict result/given label= 0.690056/1
predict case 8 , predict result/given label= 0.395717/1
predict case 9 , predict result/given label= 0.924776/1
predict case 10 , predict result/given label= 0.403435/1
predict case 11 , predict result/given label= 0.413559/1
predict case 12 , predict result/given label= 0.305779/1
predict case 13 , predict result/given label= 0.166532/1
predict case 14 , predict result/given label= 0.845480/1
predict case 15 , predict result/given label= 0.202918/1
predict case 16 , predict result/given label= 0.218809/1
predict case 17 , predict result/given label= 0.472244/1
predict case 18 , predict result/given label= 0.278078/1
predict case 19 , predict result/given label= 0.206210/1
predict case 20 , predict result/given label= 0.208078/1
predict case 21 , predict result/given label= 0.242987/1
predict case 22 , predict result/given label= 0.448648/1
predict case 23 , predict result/given label= 0.819557/1
predict case 24 , predict result/given label= 0.729990/1
predict case 25 , predict result/given label= 0.849867/1
predict case 26 , predict result/given label= 0.279605/1
predict case 27 , predict result/given label= 0.594058/1
predict case 28 , predict result/given label= 0.421559/1
predict case 29 , predict result/given label= 0.540269/1
predict case 30 , predict result/given label= 0.229274/1
predict case 31 , predict result/given label= 0.877576/1
predict case 32 , predict result/given label= 0.815823/1
predict case 33 , predict result/given label= 0.813300/1
predict case 34 , predict result/given label= 0.101630/1
predict case 35 , predict result/given label= 0.768150/1
predict case 36 , predict result/given label= 0.904310/1
predict case 37 , predict result/given label= 0.436161/1
predict case 38 , predict result/given label= 0.217531/1
predict case 39 , predict result/given label= 0.271286/1
predict case 40 , predict result/given label= 0.207359/1
predict case 41 , predict result/given label= 0.896486/0
predict case 42 , predict result/given label= 0.708899/0
predict case 43 , predict result/given label= 0.262840/0
predict case 44 , predict result/given label= 0.201737/0
predict case 45 , predict result/given label= 0.121520/0
predict case 46 , predict result/given label= 0.297590/0
predict case 47 , predict result/given label= 0.157779/0
predict case 48 , predict result/given label= 0.386930/0
predict case 49 , predict result/given label= 0.210840/0
predict case 50 , predict result/given label= 0.188841/0
predict case 51 , predict result/given label= 0.286719/0
predict case 52 , predict result/given label= 0.362557/0
predict case 53 , predict result/given label= 0.086954/0
predict case 54 , predict result/given label= 0.298622/0
predict case 55 , predict result/given label= 0.231936/0
predict case 56 , predict result/given label= 0.306812/0
predict case 57 , predict result/given label= 0.335848/0
predict case 58 , predict result/given label= 0.127666/0
predict case 59 , predict result/given label= 0.221952/0
predict case 60 , predict result/given label= 0.497932/0
predict case 61 , predict result/given label= 0.401579/0
predict case 62 , predict result/given label= 0.303441/0
predict case 63 , predict result/given label= 0.896115/0
predict case 64 , predict result/given label= 0.430832/0
predict case 65 , predict result/given label= 0.604852/0
predict case 66 , predict result/given label= 0.320054/0
predict case 67 , predict result/given label= 0.300129/0
predict case 68 , predict result/given label= 0.871072/0
predict case 69 , predict result/given label= 0.481901/0
predict case 70 , predict result/given label= 0.759284/0
predict case 71 , predict result/given label= 0.695553/0
predict case 72 , predict result/given label= 0.699557/0
predict case 73 , predict result/given label= 0.249916/0
predict case 74 , predict result/given label= 0.532810/0
predict case 75 , predict result/given label= 0.329153/0
predict case 76 , predict result/given label= 0.148057/0
predict case 77 , predict result/given label= 0.311538/0
predict case 78 , predict result/given label= 0.170709/0
predict case 79 , predict result/given label= 0.196098/0
predict case 80 , predict result/given label= 0.260854/0
predict case 81 , predict result/given label= 0.232233/0
