predict case 0 , predict result/given label= 0.292856/1
predict case 1 , predict result/given label= 0.365196/1
predict case 2 , predict result/given label= 0.460727/1
predict case 3 , predict result/given label= 0.409801/1
predict case 4 , predict result/given label= 0.659239/1
predict case 5 , predict result/given label= 0.769911/1
predict case 6 , predict result/given label= 0.769910/1
predict case 7 , predict result/given label= 0.697943/1
predict case 8 , predict result/given label= 0.271866/1
predict case 9 , predict result/given label= 0.297815/1
predict case 10 , predict result/given label= 0.748780/1
predict case 11 , predict result/given label= 0.913704/1
predict case 12 , predict result/given label= 0.378927/1
predict case 13 , predict result/given label= 0.273311/1
predict case 14 , predict result/given label= 0.694747/1
predict case 15 , predict result/given label= 0.710690/1
predict case 16 , predict result/given label= 0.857112/1
predict case 17 , predict result/given label= 0.253042/1
predict case 18 , predict result/given label= 0.690563/1
predict case 19 , predict result/given label= 0.280963/1
predict case 20 , predict result/given label= 0.911436/1
predict case 21 , predict result/given label= 0.814831/1
predict case 22 , predict result/given label= 0.526179/1
predict case 23 , predict result/given label= 0.774541/1
predict case 24 , predict result/given label= 0.706198/1
predict case 25 , predict result/given label= 0.299812/1
predict case 26 , predict result/given label= 0.494868/1
predict case 27 , predict result/given label= 0.420132/1
predict case 28 , predict result/given label= 0.313775/1
predict case 29 , predict result/given label= 0.473429/1
predict case 30 , predict result/given label= 0.481768/1
predict case 31 , predict result/given label= 0.307666/1
predict case 32 , predict result/given label= 0.584571/1
predict case 33 , predict result/given label= 0.621223/1
predict case 34 , predict result/given label= 0.659119/1
predict case 35 , predict result/given label= 0.690036/1
predict case 36 , predict result/given label= 0.548545/1
predict case 37 , predict result/given label= 0.706676/1
predict case 38 , predict result/given label= 0.647800/1
predict case 39 , predict result/given label= 0.712578/1
predict case 40 , predict result/given label= 0.690036/1
predict case 41 , predict result/given label= 0.615928/1
predict case 42 , predict result/given label= 0.707007/1
predict case 43 , predict result/given label= 0.614530/1
predict case 44 , predict result/given label= 0.303461/1
predict case 45 , predict result/given label= 0.590185/1
predict case 46 , predict result/given label= 0.532159/1
predict case 47 , predict result/given label= 0.708775/1
predict case 48 , predict result/given label= 0.748806/1
predict case 49 , predict result/given label= 0.494981/1
predict case 50 , predict result/given label= 0.316825/1
predict case 51 , predict result/given label= 0.166485/1
predict case 52 , predict result/given label= 0.495658/1
predict case 53 , predict result/given label= 0.775492/1
predict case 54 , predict result/given label= 0.812107/1
predict case 55 , predict result/given label= 0.369585/1
predict case 56 , predict result/given label= 0.363211/1
predict case 57 , predict result/given label= 0.437626/1
predict case 58 , predict result/given label= 0.911698/1
predict case 59 , predict result/given label= 0.753721/1
predict case 60 , predict result/given label= 0.483096/1
predict case 61 , predict result/given label= 0.738028/1
predict case 62 , predict result/given label= 0.409787/1
predict case 63 , predict result/given label= 0.694729/1
predict case 64 , predict result/given label= 0.364186/1
predict case 65 , predict result/given label= 0.691726/1
predict case 66 , predict result/given label= 0.319697/1
predict case 67 , predict result/given label= 0.924528/1
predict case 68 , predict result/given label= 0.613184/1
predict case 69 , predict result/given label= 0.441180/1
predict case 70 , predict result/given label= 0.696070/1
predict case 71 , predict result/given label= 0.799952/1
predict case 72 , predict result/given label= 0.325519/1
predict case 73 , predict result/given label= 0.664226/1
predict case 74 , predict result/given label= 0.321760/1
predict case 75 , predict result/given label= 0.283241/1
predict case 76 , predict result/given label= 0.659287/1
predict case 77 , predict result/given label= 0.548609/1
predict case 78 , predict result/given label= 0.808368/1
predict case 79 , predict result/given label= 0.839463/1
predict case 80 , predict result/given label= 0.474152/1
predict case 81 , predict result/given label= 0.207843/1
predict case 82 , predict result/given label= 0.589536/1
predict case 83 , predict result/given label= 0.881675/1
predict case 84 , predict result/given label= 0.926735/1
predict case 85 , predict result/given label= 0.176847/1
predict case 86 , predict result/given label= 0.827771/1
predict case 87 , predict result/given label= 0.476284/1
predict case 88 , predict result/given label= 0.924517/1
predict case 89 , predict result/given label= 0.794790/1
predict case 90 , predict result/given label= 0.294115/1
predict case 91 , predict result/given label= 0.772626/1
predict case 92 , predict result/given label= 0.298221/1
predict case 93 , predict result/given label= 0.752881/1
predict case 94 , predict result/given label= 0.710193/1
predict case 95 , predict result/given label= 0.451308/1
predict case 96 , predict result/given label= 0.365279/1
predict case 97 , predict result/given label= 0.722646/1
predict case 98 , predict result/given label= 0.555953/1
predict case 99 , predict result/given label= 0.483269/1
predict case 100 , predict result/given label= 0.176845/1
predict case 101 , predict result/given label= 0.297881/1
predict case 102 , predict result/given label= 0.490088/1
