predict case 0 , predict result/given label= 0.204930/1
predict case 1 , predict result/given label= 0.851651/1
predict case 2 , predict result/given label= 0.362513/1
predict case 3 , predict result/given label= 0.412479/1
predict case 4 , predict result/given label= 0.648925/1
predict case 5 , predict result/given label= 0.410431/1
predict case 6 , predict result/given label= 0.668584/1
predict case 7 , predict result/given label= 0.696252/1
predict case 8 , predict result/given label= 0.546135/1
predict case 9 , predict result/given label= 0.770229/1
predict case 10 , predict result/given label= 0.261299/1
predict case 11 , predict result/given label= 0.608864/1
predict case 12 , predict result/given label= 0.223556/1
predict case 13 , predict result/given label= 0.816664/1
predict case 14 , predict result/given label= 0.297765/1
predict case 15 , predict result/given label= 0.894431/1
predict case 16 , predict result/given label= 0.298939/1
predict case 17 , predict result/given label= 0.798111/1
predict case 18 , predict result/given label= 0.450912/1
predict case 19 , predict result/given label= 0.436723/1
predict case 20 , predict result/given label= 0.393431/1
predict case 21 , predict result/given label= 0.354739/1
predict case 22 , predict result/given label= 0.267285/1
predict case 23 , predict result/given label= 0.392531/1
predict case 24 , predict result/given label= 0.830725/1
predict case 25 , predict result/given label= 0.856215/1
predict case 26 , predict result/given label= 0.878610/1
predict case 27 , predict result/given label= 0.338782/1
predict case 28 , predict result/given label= 0.867025/1
predict case 29 , predict result/given label= 0.418082/1
predict case 30 , predict result/given label= 0.415346/1
predict case 31 , predict result/given label= 0.797729/1
predict case 32 , predict result/given label= 0.367331/1
predict case 33 , predict result/given label= 0.469544/1
predict case 34 , predict result/given label= 0.796715/1
predict case 35 , predict result/given label= 0.315562/1
predict case 36 , predict result/given label= 0.870962/1
predict case 37 , predict result/given label= 0.336916/1
predict case 38 , predict result/given label= 0.817708/1
predict case 39 , predict result/given label= 0.575714/1
predict case 40 , predict result/given label= 0.585410/1
predict case 41 , predict result/given label= 0.838120/1
predict case 42 , predict result/given label= 0.576600/1
predict case 43 , predict result/given label= 0.640807/1
predict case 44 , predict result/given label= 0.891316/1
predict case 45 , predict result/given label= 0.886046/1
predict case 46 , predict result/given label= 0.781961/1
predict case 47 , predict result/given label= 0.459926/1
predict case 48 , predict result/given label= 0.830683/1
predict case 49 , predict result/given label= 0.836998/1
predict case 50 , predict result/given label= 0.279937/1
predict case 51 , predict result/given label= 0.452297/1
predict case 52 , predict result/given label= 0.446178/1
predict case 53 , predict result/given label= 0.930855/1
predict case 54 , predict result/given label= 0.754089/1
predict case 55 , predict result/given label= 0.631170/1
predict case 56 , predict result/given label= 0.685099/1
predict case 57 , predict result/given label= 0.781987/1
predict case 58 , predict result/given label= 0.547919/1
predict case 59 , predict result/given label= 0.533364/1
predict case 60 , predict result/given label= 0.757497/1
predict case 61 , predict result/given label= 0.928373/1
predict case 62 , predict result/given label= 0.366657/1
predict case 63 , predict result/given label= 0.255057/1
predict case 64 , predict result/given label= 0.603524/1
predict case 65 , predict result/given label= 0.225023/1
predict case 66 , predict result/given label= 0.228063/1
predict case 67 , predict result/given label= 0.365833/1
predict case 68 , predict result/given label= 0.923435/1
predict case 69 , predict result/given label= 0.728891/1
predict case 70 , predict result/given label= 0.903933/1
predict case 71 , predict result/given label= 0.925680/1
predict case 72 , predict result/given label= 0.921658/1
predict case 73 , predict result/given label= 0.895787/1
predict case 74 , predict result/given label= 0.835070/1
predict case 75 , predict result/given label= 0.850593/1
predict case 76 , predict result/given label= 0.317723/1
predict case 77 , predict result/given label= 0.507790/1
predict case 78 , predict result/given label= 0.358224/1
predict case 79 , predict result/given label= 0.892796/1
predict case 80 , predict result/given label= 0.330005/1
predict case 81 , predict result/given label= 0.888404/1
predict case 82 , predict result/given label= 0.375623/1
predict case 83 , predict result/given label= 0.838401/1
predict case 84 , predict result/given label= 0.827448/1
predict case 85 , predict result/given label= 0.805183/1
predict case 86 , predict result/given label= 0.325931/1
predict case 87 , predict result/given label= 0.382051/1
predict case 88 , predict result/given label= 0.413009/1
predict case 89 , predict result/given label= 0.903693/1
predict case 90 , predict result/given label= 0.861382/1
predict case 91 , predict result/given label= 0.875297/1
predict case 92 , predict result/given label= 0.746046/1
predict case 93 , predict result/given label= 0.221750/1
predict case 94 , predict result/given label= 0.918160/1
predict case 95 , predict result/given label= 0.509119/1
predict case 96 , predict result/given label= 0.615223/1
predict case 97 , predict result/given label= 0.683511/1
predict case 98 , predict result/given label= 0.935713/1
predict case 99 , predict result/given label= 0.795538/1
predict case 100 , predict result/given label= 0.884960/1
predict case 101 , predict result/given label= 0.612899/1
predict case 102 , predict result/given label= 0.577303/1
predict case 103 , predict result/given label= 0.386424/1
predict case 104 , predict result/given label= 0.315554/1
predict case 105 , predict result/given label= 0.897720/1
predict case 106 , predict result/given label= 0.908861/1
predict case 107 , predict result/given label= 0.812505/1
predict case 108 , predict result/given label= 0.674110/1
predict case 109 , predict result/given label= 0.262392/1
predict case 110 , predict result/given label= 0.346194/1
predict case 111 , predict result/given label= 0.569130/1
predict case 112 , predict result/given label= 0.364549/1
predict case 113 , predict result/given label= 0.900902/1
predict case 114 , predict result/given label= 0.460412/1
predict case 115 , predict result/given label= 0.439145/1
predict case 116 , predict result/given label= 0.631170/1
predict case 117 , predict result/given label= 0.596326/1
predict case 118 , predict result/given label= 0.930790/1
predict case 119 , predict result/given label= 0.903367/1
predict case 120 , predict result/given label= 0.776856/1
predict case 121 , predict result/given label= 0.400243/1
predict case 122 , predict result/given label= 0.705967/1
predict case 123 , predict result/given label= 0.816504/1
predict case 124 , predict result/given label= 0.343814/1
predict case 125 , predict result/given label= 0.468587/1
predict case 126 , predict result/given label= 0.732189/1
predict case 127 , predict result/given label= 0.419651/1
predict case 128 , predict result/given label= 0.538175/1
predict case 129 , predict result/given label= 0.223556/1
predict case 130 , predict result/given label= 0.853176/1
predict case 131 , predict result/given label= 0.392152/1
predict case 132 , predict result/given label= 0.839439/1
predict case 133 , predict result/given label= 0.330655/1
predict case 134 , predict result/given label= 0.379334/1
predict case 135 , predict result/given label= 0.935561/1
predict case 136 , predict result/given label= 0.761851/1
predict case 137 , predict result/given label= 0.925503/1
predict case 138 , predict result/given label= 0.898485/1
predict case 139 , predict result/given label= 0.878007/1
predict case 140 , predict result/given label= 0.485152/1
predict case 141 , predict result/given label= 0.650944/1
predict case 142 , predict result/given label= 0.777065/1
predict case 143 , predict result/given label= 0.834026/1
predict case 144 , predict result/given label= 0.842565/1
predict case 145 , predict result/given label= 0.504221/1
predict case 146 , predict result/given label= 0.698691/1
predict case 147 , predict result/given label= 0.658574/1
predict case 148 , predict result/given label= 0.275914/1
predict case 149 , predict result/given label= 0.835309/1
predict case 150 , predict result/given label= 0.792376/1
predict case 151 , predict result/given label= 0.504304/1
predict case 152 , predict result/given label= 0.855647/1
predict case 153 , predict result/given label= 0.559758/1
predict case 154 , predict result/given label= 0.751805/1
predict case 155 , predict result/given label= 0.282316/1
predict case 156 , predict result/given label= 0.498263/1
predict case 157 , predict result/given label= 0.470835/1
predict case 158 , predict result/given label= 0.787650/1
predict case 159 , predict result/given label= 0.860613/1
predict case 160 , predict result/given label= 0.399768/1
predict case 161 , predict result/given label= 0.327042/1
predict case 162 , predict result/given label= 0.897973/1
predict case 163 , predict result/given label= 0.350490/1
